Date,Time,Temp (°C)  #9695081,Coupler Detached  #9695081,Coupler Attached  #9695081,Host Connected  #9695081,Bad Battery  #9695081,Good Battery  #9695081,End Of File  #9695081
12/05/17,16:24:54,7.970,,,,,,
12/05/17,17:24:54,8.891,,,,,,
12/05/17,18:24:54,7.619,,,,,,
12/05/17,19:24:54,6.940,,,,,,
12/05/17,20:24:54,6.737,,,,,,
12/05/17,21:24:54,6.408,,,,,,
12/05/17,22:24:54,6.255,,,,,,
12/05/17,23:24:54,5.411,,,,,,
13/05/17,00:24:54,4.947,,,,,,
13/05/17,01:24:54,4.869,,,,,,
13/05/17,02:24:54,4.324,,,,,,
13/05/17,03:24:54,4.740,,,,,,
13/05/17,04:24:54,3.775,,,,,,
13/05/17,05:24:54,2.983,,,,,,
13/05/17,06:24:54,2.182,,,,,,
13/05/17,07:24:54,2.396,,,,,,
13/05/17,08:24:54,2.396,,,,,,
13/05/17,09:24:54,2.770,,,,,,
13/05/17,10:24:54,3.827,,,,,,
13/05/17,11:24:54,5.847,,,,,,
13/05/17,12:24:54,7.015,,,,,,
13/05/17,13:24:54,9.213,,,,,,
13/05/17,14:24:54,15.867,,,,,,
13/05/17,15:24:54,13.064,,,,,,
13/05/17,16:24:54,10.565,,,,,,
13/05/17,17:24:54,11.904,,,,,,
13/05/17,18:24:54,9.015,,,,,,
13/05/17,19:24:54,8.270,,,,,,
13/05/17,20:24:54,7.770,,,,,,
13/05/17,21:24:54,7.444,,,,,,
13/05/17,22:24:54,7.268,,,,,,
13/05/17,23:24:54,7.142,,,,,,
14/05/17,00:24:54,6.204,,,,,,
14/05/17,01:24:54,4.921,,,,,,
14/05/17,02:24:54,4.376,,,,,,
14/05/17,03:24:54,3.854,,,,,,
14/05/17,04:24:54,3.591,,,,,,
14/05/17,05:24:54,3.459,,,,,,
14/05/17,06:24:54,3.433,,,,,,
14/05/17,07:24:54,3.327,,,,,,
14/05/17,08:24:54,3.406,,,,,,
14/05/17,09:24:54,3.854,,,,,,
14/05/17,10:24:54,4.454,,,,,,
14/05/17,11:24:54,5.308,,,,,,
14/05/17,12:24:54,7.167,,,,,,
14/05/17,13:24:54,8.717,,,,,,
14/05/17,14:24:54,12.534,,,,,,
14/05/17,15:24:54,17.463,,,,,,
14/05/17,16:24:54,14.218,,,,,,
14/05/17,17:24:54,17.962,,,,,,
14/05/17,18:24:54,16.677,,,,,,
14/05/17,19:24:54,15.103,,,,,,
14/05/17,20:24:54,11.419,,,,,,
14/05/17,21:24:54,9.163,,,,,,
14/05/17,22:24:54,7.845,,,,,,
14/05/17,23:24:54,7.217,,,,,,
15/05/17,00:24:54,6.611,,,,,,
15/05/17,01:24:54,6.026,,,,,,
15/05/17,02:24:54,5.770,,,,,,
15/05/17,03:24:54,5.488,,,,,,
15/05/17,04:24:54,5.179,,,,,,
15/05/17,05:24:54,5.024,,,,,,
15/05/17,06:24:54,4.766,,,,,,
15/05/17,07:24:54,4.766,,,,,,
15/05/17,08:24:54,4.999,,,,,,
15/05/17,09:24:54,5.668,,,,,,
15/05/17,10:24:54,6.077,,,,,,
15/05/17,11:24:54,6.990,,,,,,
15/05/17,12:24:54,8.469,,,,,,
15/05/17,13:24:54,10.541,,,,,,
15/05/17,14:24:54,19.865,,,,,,
15/05/17,15:24:54,27.235,,,,,,
15/05/17,16:24:54,30.773,,,,,,
15/05/17,17:24:54,27.776,,,,,,
15/05/17,18:24:54,23.304,,,,,,
15/05/17,19:24:54,19.056,,,,,,
15/05/17,20:24:54,14.816,,,,,,
15/05/17,21:24:54,12.147,,,,,,
15/05/17,22:24:54,10.834,,,,,,
15/05/17,23:24:54,10.198,,,,,,
16/05/17,00:24:54,9.879,,,,,,
16/05/17,01:24:54,9.262,,,,,,
16/05/17,02:24:54,8.965,,,,,,
16/05/17,03:24:54,8.817,,,,,,
16/05/17,04:24:54,8.245,,,,,,
16/05/17,05:24:54,8.020,,,,,,
16/05/17,06:24:54,7.870,,,,,,
16/05/17,07:24:54,7.619,,,,,,
16/05/17,08:24:54,7.970,,,,,,
16/05/17,09:24:54,8.469,,,,,,
16/05/17,10:24:54,8.916,,,,,,
16/05/17,11:24:54,10.100,,,,,,
16/05/17,12:24:54,13.618,,,,,,
16/05/17,13:24:54,14.960,,,,,,
16/05/17,14:24:54,18.842,,,,,,
16/05/17,15:24:54,17.582,,,,,,
16/05/17,16:24:54,25.720,,,,,,
16/05/17,17:24:54,27.653,,,,,,
16/05/17,18:24:54,20.817,,,,,,
16/05/17,19:24:54,18.414,,,,,,
16/05/17,20:24:54,14.266,,,,,,
16/05/17,21:24:54,11.759,,,,,,
16/05/17,22:24:54,10.638,,,,,,
16/05/17,23:24:54,10.247,,,,,,
17/05/17,00:24:54,9.657,,,,,,
17/05/17,01:24:54,9.262,,,,,,
17/05/17,02:24:54,8.941,,,,,,
17/05/17,03:24:54,8.817,,,,,,
17/05/17,04:24:54,8.519,,,,,,
17/05/17,05:24:54,8.319,,,,,,
17/05/17,06:24:54,8.419,,,,,,
17/05/17,07:24:54,8.419,,,,,,
17/05/17,08:24:54,8.419,,,,,,
17/05/17,09:24:54,10.051,,,,,,
17/05/17,10:24:54,11.492,,,,,,
17/05/17,11:24:54,13.497,,,,,,
17/05/17,12:24:54,12.582,,,,,,
17/05/17,13:24:54,12.485,,,,,,
17/05/17,14:24:54,23.785,,,,,,
17/05/17,15:24:54,30.444,,,,,,
17/05/17,16:24:54,30.950,,,,,,
17/05/17,17:24:54,29.690,,,,,,
17/05/17,18:24:54,24.750,,,,,,
17/05/17,19:24:54,19.103,,,,,,
17/05/17,20:24:54,15.748,,,,,,
17/05/17,21:24:54,12.823,,,,,,
17/05/17,22:24:54,11.321,,,,,,
17/05/17,23:24:54,10.418,,,,,,
18/05/17,00:24:54,9.682,,,,,,
18/05/17,01:24:54,9.657,,,,,,
18/05/17,02:24:54,9.386,,,,,,
18/05/17,03:24:54,9.139,,,,,,
18/05/17,04:24:54,8.941,,,,,,
18/05/17,05:24:54,8.419,,,,,,
18/05/17,06:24:54,8.220,,,,,,
18/05/17,07:24:54,8.319,,,,,,
18/05/17,08:24:54,8.095,,,,,,
18/05/17,09:24:54,8.120,,,,,,
18/05/17,10:24:54,8.419,,,,,,
18/05/17,11:24:54,10.149,,,,,,
18/05/17,12:24:54,12.195,,,,,,
18/05/17,13:24:54,12.968,,,,,,
18/05/17,14:24:54,23.833,,,,,,
18/05/17,15:24:54,25.210,,,,,,
18/05/17,16:24:54,30.722,,,,,,
18/05/17,17:24:54,30.697,,,,,,
18/05/17,18:24:54,26.182,,,,,,
18/05/17,19:24:54,19.960,,,,,,
18/05/17,20:24:54,14.314,,,,,,
18/05/17,21:24:54,11.151,,,,,,
18/05/17,22:24:54,9.558,,,,,,
18/05/17,23:24:54,8.519,,,,,,
19/05/17,00:24:54,7.870,,,,,,
19/05/17,01:24:54,7.393,,,,,,
19/05/17,02:24:54,6.990,,,,,,
19/05/17,03:24:54,6.763,,,,,,
19/05/17,04:24:54,6.484,,,,,,
19/05/17,05:24:54,6.737,,,,,,
19/05/17,06:24:54,6.636,,,,,,
19/05/17,07:24:54,6.331,,,,,,
19/05/17,08:24:54,6.611,,,,,,
19/05/17,09:24:54,6.813,,,,,,
19/05/17,10:24:54,7.167,,,,,,
19/05/17,11:24:54,7.870,,,,,,
19/05/17,12:24:54,8.866,,,,,,
19/05/17,13:24:54,10.394,,,,,,
19/05/17,14:24:54,24.823,,,,,,
19/05/17,15:24:54,34.045,,,,,,
19/05/17,16:24:54,34.281,,,,,,
19/05/17,17:24:54,31.970,,,,,,
19/05/17,18:24:54,27.087,,,,,,
19/05/17,19:24:54,21.700,,,,,,
19/05/17,20:24:54,15.700,,,,,,
19/05/17,21:24:54,12.823,,,,,,
19/05/17,22:24:54,11.127,,,,,,
19/05/17,23:24:54,10.443,,,,,,
20/05/17,00:24:54,9.435,,,,,,
20/05/17,01:24:54,9.015,,,,,,
20/05/17,02:24:54,8.568,,,,,,
20/05/17,03:24:54,8.767,,,,,,
20/05/17,04:24:54,8.742,,,,,,
20/05/17,05:24:54,8.593,,,,,,
20/05/17,06:24:54,8.568,,,,,,
20/05/17,07:24:54,8.543,,,,,,
20/05/17,08:24:54,8.319,,,,,,
20/05/17,09:24:54,8.469,,,,,,
20/05/17,10:24:54,8.643,,,,,,
20/05/17,11:24:54,9.558,,,,,,
20/05/17,12:24:54,10.590,,,,,,
20/05/17,13:24:54,12.195,,,,,,
20/05/17,14:24:54,26.475,,,,,,
20/05/17,15:24:54,35.502,,,,,,
20/05/17,16:24:54,36.039,,,,,,
20/05/17,17:24:54,34.281,,,,,,
20/05/17,18:24:54,29.414,,,,,,
20/05/17,19:24:54,24.026,,,,,,
20/05/17,20:24:54,17.986,,,,,,
20/05/17,21:24:54,14.745,,,,,,
20/05/17,22:24:54,13.112,,,,,,
20/05/17,23:24:54,11.856,,,,,,
21/05/17,00:24:54,11.175,,,,,,
21/05/17,01:24:54,11.783,,,,,,
21/05/17,02:24:54,12.098,,,,,,
21/05/17,03:24:54,12.098,,,,,,
21/05/17,04:24:54,12.122,,,,,,
21/05/17,05:24:54,12.171,,,,,,
21/05/17,06:24:54,12.461,,,,,,
21/05/17,07:24:54,12.630,,,,,,
21/05/17,08:24:54,13.185,,,,,,
21/05/17,09:24:54,14.337,,,,,,
21/05/17,10:24:54,15.986,,,,,,
21/05/17,11:24:54,17.629,,,,,,
21/05/17,12:24:54,18.842,,,,,,
21/05/17,13:24:54,20.698,,,,,,
21/05/17,14:24:54,21.366,,,,,,
21/05/17,15:24:54,20.198,,,,,,
21/05/17,16:24:54,20.913,,,,,,
21/05/17,17:24:54,19.674,,,,,,
21/05/17,18:24:54,18.794,,,,,,
21/05/17,19:24:54,17.748,,,,,,
21/05/17,20:24:54,15.939,,,,,,
21/05/17,21:24:54,14.816,,,,,,
21/05/17,22:24:54,14.314,,,,,,
21/05/17,23:24:54,14.002,,,,,,
22/05/17,00:24:54,13.930,,,,,,
22/05/17,01:24:54,13.714,,,,,,
22/05/17,02:24:54,13.522,,,,,,
22/05/17,03:24:54,13.762,,,,,,
22/05/17,04:24:54,13.401,,,,,,
22/05/17,05:24:54,12.920,,,,,,
22/05/17,06:24:54,12.775,,,,,,
22/05/17,07:24:54,12.340,,,,,,
22/05/17,08:24:54,12.389,,,,,,
22/05/17,09:24:54,12.195,,,,,,
22/05/17,10:24:54,12.147,,,,,,
22/05/17,11:24:54,12.413,,,,,,
22/05/17,12:24:54,13.185,,,,,,
22/05/17,13:24:54,14.553,,,,,,
22/05/17,14:24:54,29.240,,,,,,
22/05/17,15:24:54,37.673,,,,,,
22/05/17,16:24:54,37.425,,,,,,
22/05/17,17:24:54,35.475,,,,,,
22/05/17,18:24:54,31.153,,,,,,
22/05/17,19:24:54,25.501,,,,,,
22/05/17,20:24:54,19.222,,,,,,
22/05/17,21:24:54,15.986,,,,,,
22/05/17,22:24:54,14.337,,,,,,
22/05/17,23:24:54,13.281,,,,,,
23/05/17,00:24:54,12.461,,,,,,
23/05/17,01:24:54,12.122,,,,,,
23/05/17,02:24:54,11.880,,,,,,
23/05/17,03:24:54,11.904,,,,,,
23/05/17,04:24:54,12.074,,,,,,
23/05/17,05:24:54,11.662,,,,,,
