"Título de trazado: P4"
"N.º","Fecha","Tiempo, GMT+02:00","Temp, °C (LGR S/N: 9761966, SEN S/N: 9761966)","Acoplador separado (LGR S/N: 9761966)","Batería mala (LGR S/N: 9761966)","Batería buena (LGR S/N: 9761966)","Acoplador adjunto (LGR S/N: 9761966)","Host conectado (LGR S/N: 9761966)","Final de archivo (LGR S/N: 9761966)"
5859,01/01/18,13:54:30,-0.395,,,,,,
5860,01/01/18,14:54:30,-0.395,,,,,,
5861,01/01/18,15:54:30,-0.311,,,,,,
5862,01/01/18,16:54:30,-0.199,,,,,,
5863,01/01/18,17:54:30,-0.199,,,,,,
5864,01/01/18,18:54:30,-0.255,,,,,,
5865,01/01/18,19:54:30,-0.339,,,,,,
5866,01/01/18,20:54:30,-0.395,,,,,,
5867,01/01/18,21:54:30,-0.395,,,,,,
5868,01/01/18,22:54:30,-0.395,,,,,,
5869,01/01/18,23:54:30,-0.395,,,,,,
5870,02/01/18,00:54:30,-0.339,,,,,,
5871,02/01/18,01:54:30,-0.311,,,,,,
5872,02/01/18,02:54:30,-0.311,,,,,,
5873,02/01/18,03:54:30,-0.311,,,,,,
5874,02/01/18,04:54:30,-0.311,,,,,,
5875,02/01/18,05:54:30,-0.395,,,,,,
5876,02/01/18,06:54:30,-0.451,,,,,,
5877,02/01/18,07:54:30,-0.507,,,,,,
5878,02/01/18,08:54:30,-0.535,,,,,,
5879,02/01/18,09:54:30,-0.563,,,,,,
5880,02/01/18,10:54:30,-0.591,,,,,,
5881,02/01/18,11:54:30,-0.563,,,,,,
5882,02/01/18,12:54:30,-0.563,,,,,,
5883,02/01/18,13:54:30,-0.507,,,,,,
5884,02/01/18,14:54:30,-0.423,,,,,,
5885,02/01/18,15:54:30,-0.339,,,,,,
5886,02/01/18,16:54:30,-0.199,,,,,,
5887,02/01/18,17:54:30,-0.171,,,,,,
5888,02/01/18,18:54:30,-0.171,,,,,,
5889,02/01/18,19:54:30,-0.227,,,,,,
5890,02/01/18,20:54:30,-0.255,,,,,,
5891,02/01/18,21:54:30,-0.227,,,,,,
5892,02/01/18,22:54:30,-0.227,,,,,,
5893,02/01/18,23:54:30,-0.227,,,,,,
5894,03/01/18,00:54:30,-0.171,,,,,,
5895,03/01/18,01:54:30,-0.171,,,,,,
5896,03/01/18,02:54:30,-0.143,,,,,,
5897,03/01/18,03:54:30,-0.143,,,,,,
5898,03/01/18,04:54:30,-0.171,,,,,,
5899,03/01/18,05:54:30,-0.171,,,,,,
5900,03/01/18,06:54:30,-0.171,,,,,,
5901,03/01/18,07:54:30,-0.171,,,,,,
5902,03/01/18,08:54:30,-0.171,,,,,,
5903,03/01/18,09:54:30,-0.171,,,,,,
5904,03/01/18,10:54:30,-0.171,,,,,,
5905,03/01/18,11:54:30,-0.171,,,,,,
5906,03/01/18,12:54:30,-0.143,,,,,,
5907,03/01/18,13:54:30,-0.171,,,,,,
5908,03/01/18,14:54:30,-0.171,,,,,,
5909,03/01/18,15:54:30,-0.143,,,,,,
5910,03/01/18,16:54:30,-0.032,,,,,,
5911,03/01/18,17:54:30,-0.032,,,,,,
5912,03/01/18,18:54:30,-0.060,,,,,,
5913,03/01/18,19:54:30,-0.116,,,,,,
5914,03/01/18,20:54:30,-0.143,,,,,,
5915,03/01/18,21:54:30,-0.143,,,,,,
5916,03/01/18,22:54:30,-0.143,,,,,,
5917,03/01/18,23:54:30,-0.171,,,,,,
5918,04/01/18,00:54:30,-0.171,,,,,,
5919,04/01/18,01:54:30,-0.171,,,,,,
5920,04/01/18,02:54:30,-0.199,,,,,,
5921,04/01/18,03:54:30,-0.227,,,,,,
5922,04/01/18,04:54:30,-0.255,,,,,,
5923,04/01/18,05:54:30,-0.283,,,,,,
5924,04/01/18,06:54:30,-0.283,,,,,,
5925,04/01/18,07:54:30,-0.283,,,,,,
5926,04/01/18,08:54:30,-0.311,,,,,,
5927,04/01/18,09:54:30,-0.311,,,,,,
5928,04/01/18,10:54:30,-0.283,,,,,,
5929,04/01/18,11:54:30,-0.255,,,,,,
5930,04/01/18,12:54:30,-0.255,,,,,,
5931,04/01/18,13:54:30,-0.255,,,,,,
5932,04/01/18,14:54:30,-0.255,,,,,,
5933,04/01/18,15:54:30,-0.199,,,,,,
5934,04/01/18,16:54:30,-0.060,,,,,,
5935,04/01/18,17:54:30,-0.032,,,,,,
5936,04/01/18,18:54:30,-0.032,,,,,,
5937,04/01/18,19:54:30,-0.060,,,,,,
5938,04/01/18,20:54:30,-0.060,,,,,,
5939,04/01/18,21:54:30,-0.088,,,,,,
5940,04/01/18,22:54:30,-0.143,,,,,,
5941,04/01/18,23:54:30,-0.227,,,,,,
5942,05/01/18,00:54:30,-0.227,,,,,,
5943,05/01/18,01:54:30,-0.227,,,,,,
5944,05/01/18,02:54:30,-0.227,,,,,,
5945,05/01/18,03:54:30,-0.255,,,,,,
5946,05/01/18,04:54:30,-0.255,,,,,,
5947,05/01/18,05:54:30,-0.227,,,,,,
5948,05/01/18,06:54:30,-0.255,,,,,,
5949,05/01/18,07:54:30,-0.283,,,,,,
5950,05/01/18,08:54:30,-0.311,,,,,,
5951,05/01/18,09:54:30,-0.339,,,,,,
5952,05/01/18,10:54:30,-0.395,,,,,,
5953,05/01/18,11:54:30,-0.395,,,,,,
5954,05/01/18,12:54:30,-0.423,,,,,,
5955,05/01/18,13:54:30,-0.395,,,,,,
5956,05/01/18,14:54:30,-0.339,,,,,,
5957,05/01/18,15:54:30,-0.283,,,,,,
5958,05/01/18,16:54:30,-0.143,,,,,,
5959,05/01/18,17:54:30,-0.171,,,,,,
5960,05/01/18,18:54:30,-0.227,,,,,,
5961,05/01/18,19:54:30,-0.339,,,,,,
5962,05/01/18,20:54:30,-0.395,,,,,,
5963,05/01/18,21:54:30,-0.395,,,,,,
5964,05/01/18,22:54:30,-0.451,,,,,,
5965,05/01/18,23:54:30,-0.535,,,,,,
5966,06/01/18,00:54:30,-0.591,,,,,,
5967,06/01/18,01:54:30,-0.620,,,,,,
5968,06/01/18,02:54:30,-0.620,,,,,,
5969,06/01/18,03:54:30,-0.620,,,,,,
5970,06/01/18,04:54:30,-0.648,,,,,,
5971,06/01/18,05:54:30,-0.591,,,,,,
5972,06/01/18,06:54:30,-0.620,,,,,,
5973,06/01/18,07:54:30,-0.591,,,,,,
5974,06/01/18,08:54:30,-0.591,,,,,,
5975,06/01/18,09:54:30,-0.507,,,,,,
5976,06/01/18,10:54:30,-0.395,,,,,,
5977,06/01/18,11:54:30,-0.339,,,,,,
5978,06/01/18,12:54:30,-0.255,,,,,,
5979,06/01/18,13:54:30,-0.227,,,,,,
5980,06/01/18,14:54:30,-0.171,,,,,,
5981,06/01/18,15:54:30,-0.171,,,,,,
5982,06/01/18,16:54:30,-0.171,,,,,,
5983,06/01/18,17:54:30,-0.171,,,,,,
5984,06/01/18,18:54:30,-0.171,,,,,,
5985,06/01/18,19:54:30,-0.171,,,,,,
5986,06/01/18,20:54:30,-0.171,,,,,,
5987,06/01/18,21:54:30,-0.199,,,,,,
5988,06/01/18,22:54:30,-0.199,,,,,,
5989,06/01/18,23:54:30,-0.227,,,,,,
5990,07/01/18,00:54:30,-0.227,,,,,,
5991,07/01/18,01:54:30,-0.255,,,,,,
5992,07/01/18,02:54:30,-0.255,,,,,,
5993,07/01/18,03:54:30,-0.255,,,,,,
5994,07/01/18,04:54:30,-0.283,,,,,,
5995,07/01/18,05:54:30,-0.311,,,,,,
5996,07/01/18,06:54:30,-0.339,,,,,,
5997,07/01/18,07:54:30,-0.395,,,,,,
5998,07/01/18,08:54:30,-0.395,,,,,,
5999,07/01/18,09:54:30,-0.423,,,,,,
6000,07/01/18,10:54:30,-0.451,,,,,,
6001,07/01/18,11:54:30,-0.479,,,,,,
6002,07/01/18,12:54:30,-0.479,,,,,,
6003,07/01/18,13:54:30,-0.507,,,,,,
6004,07/01/18,14:54:30,-0.535,,,,,,
6005,07/01/18,15:54:30,-0.535,,,,,,
6006,07/01/18,16:54:30,-0.535,,,,,,
6007,07/01/18,17:54:30,-0.535,,,,,,
6008,07/01/18,18:54:30,-0.507,,,,,,
6009,07/01/18,19:54:30,-0.507,,,,,,
6010,07/01/18,20:54:30,-0.479,,,,,,
6011,07/01/18,21:54:30,-0.451,,,,,,
6012,07/01/18,22:54:30,-0.451,,,,,,
6013,07/01/18,23:54:30,-0.451,,,,,,
6014,08/01/18,00:54:30,-0.423,,,,,,
6015,08/01/18,01:54:30,-0.395,,,,,,
6016,08/01/18,02:54:30,-0.395,,,,,,
6017,08/01/18,03:54:30,-0.395,,,,,,
6018,08/01/18,04:54:30,-0.395,,,,,,
6019,08/01/18,05:54:30,-0.395,,,,,,
6020,08/01/18,06:54:30,-0.395,,,,,,
6021,08/01/18,07:54:30,-0.395,,,,,,
6022,08/01/18,08:54:30,-0.395,,,,,,
6023,08/01/18,09:54:30,-0.395,,,,,,
6024,08/01/18,10:54:30,-0.395,,,,,,
6025,08/01/18,11:54:30,-0.395,,,,,,
6026,08/01/18,12:54:30,-0.339,,,,,,
6027,08/01/18,13:54:30,-0.339,,,,,,
6028,08/01/18,14:54:30,-0.339,,,,,,
6029,08/01/18,15:54:30,-0.311,,,,,,
6030,08/01/18,16:54:30,-0.311,,,,,,
6031,08/01/18,17:54:30,-0.311,,,,,,
6032,08/01/18,18:54:30,-0.311,,,,,,
6033,08/01/18,19:54:30,-0.283,,,,,,
6034,08/01/18,20:54:30,-0.283,,,,,,
6035,08/01/18,21:54:30,-0.283,,,,,,
6036,08/01/18,22:54:30,-0.255,,,,,,
6037,08/01/18,23:54:30,-0.255,,,,,,
6038,09/01/18,00:54:30,-0.255,,,,,,
6039,09/01/18,01:54:30,-0.255,,,,,,
6040,09/01/18,02:54:30,-0.255,,,,,,
6041,09/01/18,03:54:30,-0.255,,,,,,
6042,09/01/18,04:54:30,-0.255,,,,,,
6043,09/01/18,05:54:30,-0.283,,,,,,
6044,09/01/18,06:54:30,-0.283,,,,,,
6045,09/01/18,07:54:30,-0.311,,,,,,
6046,09/01/18,08:54:30,-0.339,,,,,,
6047,09/01/18,09:54:30,-0.339,,,,,,
6048,09/01/18,10:54:30,-0.395,,,,,,
6049,09/01/18,11:54:30,-0.395,,,,,,
6050,09/01/18,12:54:30,-0.395,,,,,,
6051,09/01/18,13:54:30,-0.395,,,,,,
6052,09/01/18,14:54:30,-0.395,,,,,,
6053,09/01/18,15:54:30,-0.395,,,,,,
6054,09/01/18,16:54:30,-0.339,,,,,,
6055,09/01/18,17:54:30,-0.339,,,,,,
6056,09/01/18,18:54:30,-0.311,,,,,,
6057,09/01/18,19:54:30,-0.311,,,,,,
6058,09/01/18,20:54:30,-0.283,,,,,,
6059,09/01/18,21:54:30,-0.283,,,,,,
6060,09/01/18,22:54:30,-0.255,,,,,,
6061,09/01/18,23:54:30,-0.227,,,,,,
6062,10/01/18,00:54:30,-0.199,,,,,,
6063,10/01/18,01:54:30,-0.032,,,,,,
6064,10/01/18,02:54:30,-0.004,,,,,,
6065,10/01/18,03:54:30,-0.004,,,,,,
6066,10/01/18,04:54:30,-0.004,,,,,,
6067,10/01/18,05:54:30,-0.004,,,,,,
6068,10/01/18,06:54:30,-0.004,,,,,,
6069,10/01/18,07:54:30,-0.004,,,,,,
6070,10/01/18,08:54:30,-0.004,,,,,,
6071,10/01/18,09:54:30,-0.004,,,,,,
6072,10/01/18,10:54:30,-0.004,,,,,,
6073,10/01/18,11:54:30,-0.004,,,,,,
6074,10/01/18,12:54:30,0.024,,,,,,
6075,10/01/18,13:54:30,-0.004,,,,,,
6076,10/01/18,14:54:30,0.024,,,,,,
6077,10/01/18,15:54:30,0.024,,,,,,
6078,10/01/18,16:54:30,0.024,,,,,,
6079,10/01/18,17:54:30,-0.004,,,,,,
6080,10/01/18,18:54:30,-0.004,,,,,,
6081,10/01/18,19:54:30,-0.004,,,,,,
6082,10/01/18,20:54:30,-0.004,,,,,,
6083,10/01/18,21:54:30,-0.004,,,,,,
6084,10/01/18,22:54:30,-0.004,,,,,,
6085,10/01/18,23:54:30,-0.004,,,,,,
6086,11/01/18,00:54:30,-0.004,,,,,,
6087,11/01/18,01:54:30,-0.004,,,,,,
6088,11/01/18,02:54:30,-0.004,,,,,,
6089,11/01/18,03:54:30,-0.004,,,,,,
6090,11/01/18,04:54:30,-0.004,,,,,,
6091,11/01/18,05:54:30,-0.004,,,,,,
6092,11/01/18,06:54:30,-0.004,,,,,,
6093,11/01/18,07:54:30,-0.004,,,,,,
6094,11/01/18,08:54:30,-0.004,,,,,,
6095,11/01/18,09:54:30,-0.004,,,,,,
6096,11/01/18,10:54:30,-0.004,,,,,,
6097,11/01/18,11:54:30,-0.004,,,,,,
6098,11/01/18,12:54:30,0.024,,,,,,
6099,11/01/18,13:54:30,0.024,,,,,,
6100,11/01/18,14:54:30,-0.004,,,,,,
6101,11/01/18,15:54:30,0.024,,,,,,
6102,11/01/18,16:54:30,-0.004,,,,,,
6103,11/01/18,17:54:30,-0.004,,,,,,
6104,11/01/18,18:54:30,-0.004,,,,,,
6105,11/01/18,19:54:30,-0.004,,,,,,
6106,11/01/18,20:54:30,-0.004,,,,,,
6107,11/01/18,21:54:30,-0.004,,,,,,
6108,11/01/18,22:54:30,-0.004,,,,,,
6109,11/01/18,23:54:30,-0.004,,,,,,
6110,12/01/18,00:54:30,-0.004,,,,,,
6111,12/01/18,01:54:30,-0.004,,,,,,
6112,12/01/18,02:54:30,-0.004,,,,,,
6113,12/01/18,03:54:30,-0.004,,,,,,
6114,12/01/18,04:54:30,-0.004,,,,,,
6115,12/01/18,05:54:30,-0.004,,,,,,
6116,12/01/18,06:54:30,-0.116,,,,,,
6117,12/01/18,07:54:30,-0.227,,,,,,
6118,12/01/18,08:54:30,-0.283,,,,,,
6119,12/01/18,09:54:30,-0.283,,,,,,
6120,12/01/18,10:54:30,-0.311,,,,,,
6121,12/01/18,11:54:30,-0.311,,,,,,
6122,12/01/18,12:54:30,-0.339,,,,,,
6123,12/01/18,13:54:30,-0.339,,,,,,
6124,12/01/18,14:54:30,-0.339,,,,,,
6125,12/01/18,15:54:30,-0.339,,,,,,
6126,12/01/18,16:54:30,-0.339,,,,,,
6127,12/01/18,17:54:30,-0.339,,,,,,
6128,12/01/18,18:54:30,-0.339,,,,,,
6129,12/01/18,19:54:30,-0.339,,,,,,
6130,12/01/18,20:54:30,-0.339,,,,,,
6131,12/01/18,21:54:30,-0.339,,,,,,
6132,12/01/18,22:54:30,-0.339,,,,,,
6133,12/01/18,23:54:30,-0.395,,,,,,
6134,13/01/18,00:54:30,-0.395,,,,,,
6135,13/01/18,01:54:30,-0.395,,,,,,
6136,13/01/18,02:54:30,-0.395,,,,,,
6137,13/01/18,03:54:30,-0.395,,,,,,
6138,13/01/18,04:54:30,-0.395,,,,,,
6139,13/01/18,05:54:30,-0.395,,,,,,
6140,13/01/18,06:54:30,-0.395,,,,,,
6141,13/01/18,07:54:30,-0.395,,,,,,
6142,13/01/18,08:54:30,-0.395,,,,,,
6143,13/01/18,09:54:30,-0.395,,,,,,
6144,13/01/18,10:54:30,-0.339,,,,,,
6145,13/01/18,11:54:30,-0.339,,,,,,
6146,13/01/18,12:54:30,-0.339,,,,,,
6147,13/01/18,13:54:30,-0.339,,,,,,
6148,13/01/18,14:54:30,-0.311,,,,,,
6149,13/01/18,15:54:30,-0.283,,,,,,
6150,13/01/18,16:54:30,-0.227,,,,,,
6151,13/01/18,17:54:30,-0.227,,,,,,
6152,13/01/18,18:54:30,-0.199,,,,,,
6153,13/01/18,19:54:30,-0.171,,,,,,
6154,13/01/18,20:54:30,-0.171,,,,,,
6155,13/01/18,21:54:30,-0.143,,,,,,
6156,13/01/18,22:54:30,-0.116,,,,,,
6157,13/01/18,23:54:30,-0.143,,,,,,
6158,14/01/18,00:54:30,-0.143,,,,,,
6159,14/01/18,01:54:30,-0.171,,,,,,
6160,14/01/18,02:54:30,-0.199,,,,,,
6161,14/01/18,03:54:30,-0.227,,,,,,
6162,14/01/18,04:54:30,-0.255,,,,,,
6163,14/01/18,05:54:30,-0.283,,,,,,
6164,14/01/18,06:54:30,-0.311,,,,,,
6165,14/01/18,07:54:30,-0.339,,,,,,
6166,14/01/18,08:54:30,-0.395,,,,,,
6167,14/01/18,09:54:30,-0.395,,,,,,
6168,14/01/18,10:54:30,-0.395,,,,,,
6169,14/01/18,11:54:30,-0.395,,,,,,
6170,14/01/18,12:54:30,-0.395,,,,,,
6171,14/01/18,13:54:30,-0.395,,,,,,
6172,14/01/18,14:54:30,-0.395,,,,,,
6173,14/01/18,15:54:30,-0.395,,,,,,
6174,14/01/18,16:54:30,-0.339,,,,,,
6175,14/01/18,17:54:30,-0.311,,,,,,
6176,14/01/18,18:54:30,-0.283,,,,,,
6177,14/01/18,19:54:30,-0.283,,,,,,
6178,14/01/18,20:54:30,-0.255,,,,,,
6179,14/01/18,21:54:30,-0.255,,,,,,
6180,14/01/18,22:54:30,-0.227,,,,,,
6181,14/01/18,23:54:30,-0.227,,,,,,
6182,15/01/18,00:54:30,-0.227,,,,,,
6183,15/01/18,01:54:30,-0.227,,,,,,
6184,15/01/18,02:54:30,-0.227,,,,,,
6185,15/01/18,03:54:30,-0.227,,,,,,
6186,15/01/18,04:54:30,-0.227,,,,,,
6187,15/01/18,05:54:30,-0.227,,,,,,
6188,15/01/18,06:54:30,-0.255,,,,,,
6189,15/01/18,07:54:30,-0.255,,,,,,
6190,15/01/18,08:54:30,-0.283,,,,,,
6191,15/01/18,09:54:30,-0.283,,,,,,
6192,15/01/18,10:54:30,-0.283,,,,,,
6193,15/01/18,11:54:30,-0.283,,,,,,
6194,15/01/18,12:54:30,-0.311,,,,,,
6195,15/01/18,13:54:30,-0.311,,,,,,
6196,15/01/18,14:54:30,-0.311,,,,,,
6197,15/01/18,15:54:30,-0.339,,,,,,
6198,15/01/18,16:54:30,-0.339,,,,,,
6199,15/01/18,17:54:30,-0.339,,,,,,
6200,15/01/18,18:54:30,-0.339,,,,,,
6201,15/01/18,19:54:30,-0.339,,,,,,
6202,15/01/18,20:54:30,-0.339,,,,,,
6203,15/01/18,21:54:30,-0.339,,,,,,
6204,15/01/18,22:54:30,-0.339,,,,,,
6205,15/01/18,23:54:30,-0.339,,,,,,
6206,16/01/18,00:54:30,-0.339,,,,,,
6207,16/01/18,01:54:30,-0.339,,,,,,
6208,16/01/18,02:54:30,-0.339,,,,,,
6209,16/01/18,03:54:30,-0.339,,,,,,
6210,16/01/18,04:54:30,-0.339,,,,,,
6211,16/01/18,05:54:30,-0.339,,,,,,
6212,16/01/18,06:54:30,-0.339,,,,,,
6213,16/01/18,07:54:30,-0.339,,,,,,
6214,16/01/18,08:54:30,-0.339,,,,,,
6215,16/01/18,09:54:30,-0.339,,,,,,
6216,16/01/18,10:54:30,-0.339,,,,,,
6217,16/01/18,11:54:30,-0.339,,,,,,
6218,16/01/18,12:54:30,-0.339,,,,,,
6219,16/01/18,13:54:30,-0.339,,,,,,
6220,16/01/18,14:54:30,-0.311,,,,,,
6221,16/01/18,15:54:30,-0.311,,,,,,
6222,16/01/18,16:54:30,-0.283,,,,,,
6223,16/01/18,17:54:30,-0.283,,,,,,
6224,16/01/18,18:54:30,-0.283,,,,,,
6225,16/01/18,19:54:30,-0.283,,,,,,
6226,16/01/18,20:54:30,-0.283,,,,,,
6227,16/01/18,21:54:30,-0.255,,,,,,
6228,16/01/18,22:54:30,-0.255,,,,,,
6229,16/01/18,23:54:30,-0.227,,,,,,
6230,17/01/18,00:54:30,-0.227,,,,,,
6231,17/01/18,01:54:30,-0.227,,,,,,
6232,17/01/18,02:54:30,-0.199,,,,,,
6233,17/01/18,03:54:30,-0.199,,,,,,
6234,17/01/18,04:54:30,-0.199,,,,,,
6235,17/01/18,05:54:30,-0.199,,,,,,
6236,17/01/18,06:54:30,-0.171,,,,,,
6237,17/01/18,07:54:30,-0.171,,,,,,
6238,17/01/18,08:54:30,-0.171,,,,,,
6239,17/01/18,09:54:30,-0.199,,,,,,
6240,17/01/18,10:54:30,-0.171,,,,,,
6241,17/01/18,11:54:30,-0.199,,,,,,
6242,17/01/18,12:54:30,-0.199,,,,,,
6243,17/01/18,13:54:30,-0.199,,,,,,
6244,17/01/18,14:54:30,-0.199,,,,,,
6245,17/01/18,15:54:30,-0.199,,,,,,
6246,17/01/18,16:54:30,-0.171,,,,,,
6247,17/01/18,17:54:30,-0.199,,,,,,
6248,17/01/18,18:54:30,-0.199,,,,,,
6249,17/01/18,19:54:30,-0.171,,,,,,
6250,17/01/18,20:54:30,-0.171,,,,,,
6251,17/01/18,21:54:30,-0.171,,,,,,
6252,17/01/18,22:54:30,-0.171,,,,,,
6253,17/01/18,23:54:30,-0.171,,,,,,
6254,18/01/18,00:54:30,-0.171,,,,,,
6255,18/01/18,01:54:30,-0.171,,,,,,
6256,18/01/18,02:54:30,-0.171,,,,,,
6257,18/01/18,03:54:30,-0.199,,,,,,
6258,18/01/18,04:54:30,-0.199,,,,,,
6259,18/01/18,05:54:30,-0.199,,,,,,
6260,18/01/18,06:54:30,-0.199,,,,,,
6261,18/01/18,07:54:30,-0.227,,,,,,
6262,18/01/18,08:54:30,-0.227,,,,,,
6263,18/01/18,09:54:30,-0.227,,,,,,
6264,18/01/18,10:54:30,-0.227,,,,,,
6265,18/01/18,11:54:30,-0.227,,,,,,
6266,18/01/18,12:54:30,-0.227,,,,,,
6267,18/01/18,13:54:30,-0.227,,,,,,
6268,18/01/18,14:54:30,-0.227,,,,,,
6269,18/01/18,15:54:30,-0.227,,,,,,
6270,18/01/18,16:54:30,-0.227,,,,,,
6271,18/01/18,17:54:30,-0.227,,,,,,
6272,18/01/18,18:54:30,-0.227,,,,,,
6273,18/01/18,19:54:30,-0.227,,,,,,
6274,18/01/18,20:54:30,-0.199,,,,,,
6275,18/01/18,21:54:30,-0.199,,,,,,
6276,18/01/18,22:54:30,-0.171,,,,,,
6277,18/01/18,23:54:30,-0.171,,,,,,
6278,19/01/18,00:54:30,-0.171,,,,,,
6279,19/01/18,01:54:30,-0.143,,,,,,
6280,19/01/18,02:54:30,-0.143,,,,,,
6281,19/01/18,03:54:30,-0.143,,,,,,
6282,19/01/18,04:54:30,-0.116,,,,,,
6283,19/01/18,05:54:30,-0.116,,,,,,
6284,19/01/18,06:54:30,-0.116,,,,,,
6285,19/01/18,07:54:30,-0.116,,,,,,
6286,19/01/18,08:54:30,-0.088,,,,,,
6287,19/01/18,09:54:30,-0.088,,,,,,
6288,19/01/18,10:54:30,-0.088,,,,,,
6289,19/01/18,11:54:30,-0.088,,,,,,
6290,19/01/18,12:54:30,-0.088,,,,,,
6291,19/01/18,13:54:30,-0.060,,,,,,
6292,19/01/18,14:54:30,-0.060,,,,,,
6293,19/01/18,15:54:30,-0.060,,,,,,
6294,19/01/18,16:54:30,-0.060,,,,,,
6295,19/01/18,17:54:30,-0.060,,,,,,
6296,19/01/18,18:54:30,-0.060,,,,,,
6297,19/01/18,19:54:30,-0.060,,,,,,
6298,19/01/18,20:54:30,-0.060,,,,,,
6299,19/01/18,21:54:30,-0.060,,,,,,
6300,19/01/18,22:54:30,-0.060,,,,,,
6301,19/01/18,23:54:30,-0.060,,,,,,
6302,20/01/18,00:54:30,-0.088,,,,,,
6303,20/01/18,01:54:30,-0.116,,,,,,
6304,20/01/18,02:54:30,-0.116,,,,,,
6305,20/01/18,03:54:30,-0.143,,,,,,
6306,20/01/18,04:54:30,-0.171,,,,,,
6307,20/01/18,05:54:30,-0.199,,,,,,
6308,20/01/18,06:54:30,-0.199,,,,,,
6309,20/01/18,07:54:30,-0.227,,,,,,
6310,20/01/18,08:54:30,-0.255,,,,,,
6311,20/01/18,09:54:30,-0.255,,,,,,
6312,20/01/18,10:54:30,-0.283,,,,,,
6313,20/01/18,11:54:30,-0.283,,,,,,
6314,20/01/18,12:54:30,-0.283,,,,,,
6315,20/01/18,13:54:30,-0.283,,,,,,
6316,20/01/18,14:54:30,-0.283,,,,,,
6317,20/01/18,15:54:30,-0.283,,,,,,
6318,20/01/18,16:54:30,-0.283,,,,,,
6319,20/01/18,17:54:30,-0.283,,,,,,
6320,20/01/18,18:54:30,-0.283,,,,,,
6321,20/01/18,19:54:30,-0.283,,,,,,
6322,20/01/18,20:54:30,-0.255,,,,,,
6323,20/01/18,21:54:30,-0.255,,,,,,
6324,20/01/18,22:54:30,-0.227,,,,,,
6325,20/01/18,23:54:30,-0.227,,,,,,
6326,21/01/18,00:54:30,-0.227,,,,,,
6327,21/01/18,01:54:30,-0.227,,,,,,
6328,21/01/18,02:54:30,-0.255,,,,,,
6329,21/01/18,03:54:30,-0.255,,,,,,
6330,21/01/18,04:54:30,-0.255,,,,,,
6331,21/01/18,05:54:30,-0.283,,,,,,
6332,21/01/18,06:54:30,-0.283,,,,,,
6333,21/01/18,07:54:30,-0.283,,,,,,
6334,21/01/18,08:54:30,-0.283,,,,,,
6335,21/01/18,09:54:30,-0.283,,,,,,
6336,21/01/18,10:54:30,-0.283,,,,,,
6337,21/01/18,11:54:30,-0.283,,,,,,
6338,21/01/18,12:54:30,-0.283,,,,,,
6339,21/01/18,13:54:30,-0.283,,,,,,
6340,21/01/18,14:54:30,-0.255,,,,,,
6341,21/01/18,15:54:30,-0.255,,,,,,
6342,21/01/18,16:54:30,-0.227,,,,,,
6343,21/01/18,17:54:30,-0.227,,,,,,
6344,21/01/18,18:54:30,-0.227,,,,,,
6345,21/01/18,19:54:30,-0.199,,,,,,
6346,21/01/18,20:54:30,-0.171,,,,,,
6347,21/01/18,21:54:30,-0.171,,,,,,
6348,21/01/18,22:54:30,-0.171,,,,,,
6349,21/01/18,23:54:30,-0.171,,,,,,
6350,22/01/18,00:54:30,-0.171,,,,,,
6351,22/01/18,01:54:30,-0.171,,,,,,
6352,22/01/18,02:54:30,-0.171,,,,,,
6353,22/01/18,03:54:30,-0.199,,,,,,
6354,22/01/18,04:54:30,-0.199,,,,,,
6355,22/01/18,05:54:30,-0.199,,,,,,
6356,22/01/18,06:54:30,-0.227,,,,,,
6357,22/01/18,07:54:30,-0.227,,,,,,
6358,22/01/18,08:54:30,-0.227,,,,,,
6359,22/01/18,09:54:30,-0.255,,,,,,
6360,22/01/18,10:54:30,-0.255,,,,,,
6361,22/01/18,11:54:30,-0.283,,,,,,
6362,22/01/18,12:54:30,-0.283,,,,,,
6363,22/01/18,13:54:30,-0.283,,,,,,
6364,22/01/18,14:54:30,-0.255,,,,,,
6365,22/01/18,15:54:30,-0.255,,,,,,
6366,22/01/18,16:54:30,-0.227,,,,,,
6367,22/01/18,17:54:30,-0.227,,,,,,
6368,22/01/18,18:54:30,-0.227,,,,,,
6369,22/01/18,19:54:30,-0.199,,,,,,
6370,22/01/18,20:54:30,-0.199,,,,,,
6371,22/01/18,21:54:30,-0.171,,,,,,
6372,22/01/18,22:54:30,-0.171,,,,,,
6373,22/01/18,23:54:30,-0.171,,,,,,
6374,23/01/18,00:54:30,-0.171,,,,,,
6375,23/01/18,01:54:30,-0.199,,,,,,
6376,23/01/18,02:54:30,-0.199,,,,,,
6377,23/01/18,03:54:30,-0.199,,,,,,
6378,23/01/18,04:54:30,-0.199,,,,,,
6379,23/01/18,05:54:30,-0.199,,,,,,
6380,23/01/18,06:54:30,-0.199,,,,,,
6381,23/01/18,07:54:30,-0.227,,,,,,
6382,23/01/18,08:54:30,-0.227,,,,,,
6383,23/01/18,09:54:30,-0.227,,,,,,
6384,23/01/18,10:54:30,-0.227,,,,,,
6385,23/01/18,11:54:30,-0.227,,,,,,
6386,23/01/18,12:54:30,-0.227,,,,,,
6387,23/01/18,13:54:30,-0.227,,,,,,
6388,23/01/18,14:54:30,-0.227,,,,,,
6389,23/01/18,15:54:30,-0.199,,,,,,
