"Título de trazado: P4"
"N.º","Fecha","Tiempo, GMT+02:00","Temp, °C (LGR S/N: 9761966, SEN S/N: 9761966)","Acoplador separado (LGR S/N: 9761966)","Batería mala (LGR S/N: 9761966)","Batería buena (LGR S/N: 9761966)","Acoplador adjunto (LGR S/N: 9761966)","Host conectado (LGR S/N: 9761966)","Final de archivo (LGR S/N: 9761966)"
1647,10/07/17,01:54:30,10.736,,,,,,
1648,10/07/17,02:54:30,9.829,,,,,,
1649,10/07/17,03:54:30,9.731,,,,,,
1650,10/07/17,04:54:30,9.583,,,,,,
1651,10/07/17,05:54:30,9.435,,,,,,
1652,10/07/17,06:54:30,8.494,,,,,,
1653,10/07/17,07:54:30,8.519,,,,,,
1654,10/07/17,08:54:30,8.618,,,,,,
1655,10/07/17,09:54:30,10.100,,,,,,
1656,10/07/17,10:54:30,12.582,,,,,,
1657,10/07/17,11:54:30,20.507,,,,,,
1658,10/07/17,12:54:30,36.769,,,,,,
1659,10/07/17,13:54:30,45.436,,,,,,
1660,10/07/17,14:54:30,42.594,,,,,,
1661,10/07/17,15:54:30,45.687,,,,,,
1662,10/07/17,16:54:30,51.242,,,,,,
1663,10/07/17,17:54:30,49.547,,,,,,
1664,10/07/17,18:54:30,40.200,,,,,,
1665,10/07/17,19:54:30,31.535,,,,,,
1666,10/07/17,20:54:30,24.823,,,,,,
1667,10/07/17,21:54:30,17.582,,,,,,
1668,10/07/17,22:54:30,14.721,,,,,,
1669,10/07/17,23:54:30,13.112,,,,,,
1670,11/07/17,00:54:30,12.582,,,,,,
1671,11/07/17,01:54:30,11.394,,,,,,
1672,11/07/17,02:54:30,10.956,,,,,,
1673,11/07/17,03:54:30,10.687,,,,,,
1674,11/07/17,04:54:30,10.565,,,,,,
1675,11/07/17,05:54:30,10.687,,,,,,
1676,11/07/17,06:54:30,10.345,,,,,,
1677,11/07/17,07:54:30,10.858,,,,,,
1678,11/07/17,08:54:30,11.734,,,,,,
1679,11/07/17,09:54:30,13.209,,,,,,
1680,11/07/17,10:54:30,15.557,,,,,,
1681,11/07/17,11:54:30,23.160,,,,,,
1682,11/07/17,12:54:30,39.008,,,,,,
1683,11/07/17,13:54:30,47.974,,,,,,
1684,11/07/17,14:54:30,44.874,,,,,,
1685,11/07/17,15:54:30,48.938,,,,,,
1686,11/07/17,16:54:30,53.221,,,,,,
1687,11/07/17,17:54:30,50.231,,,,,,
1688,11/07/17,18:54:30,41.502,,,,,,
1689,11/07/17,19:54:30,33.704,,,,,,
1690,11/07/17,20:54:30,26.182,,,,,,
1691,11/07/17,21:54:30,19.389,,,,,,
1692,11/07/17,22:54:30,17.463,,,,,,
1693,11/07/17,23:54:30,16.796,,,,,,
1694,12/07/17,00:54:30,16.558,,,,,,
1695,12/07/17,01:54:30,16.201,,,,,,
1696,12/07/17,02:54:30,16.368,,,,,,
1697,12/07/17,03:54:30,16.320,,,,,,
1698,12/07/17,04:54:30,16.511,,,,,,
1699,12/07/17,05:54:30,16.344,,,,,,
1700,12/07/17,06:54:30,15.772,,,,,,
1701,12/07/17,07:54:30,15.986,,,,,,
1702,12/07/17,08:54:30,16.987,,,,,,
1703,12/07/17,09:54:30,18.129,,,,,,
1704,12/07/17,10:54:30,19.460,,,,,,
1705,12/07/17,11:54:30,26.475,,,,,,
1706,12/07/17,12:54:30,40.257,,,,,,
1707,12/07/17,13:54:30,47.060,,,,,,
1708,12/07/17,14:54:30,39.800,,,,,,
1709,12/07/17,15:54:30,42.031,,,,,,
1710,12/07/17,16:54:30,51.489,,,,,,
1711,12/07/17,17:54:30,49.275,,,,,,
1712,12/07/17,18:54:30,42.923,,,,,,
1713,12/07/17,19:54:30,34.889,,,,,,
1714,12/07/17,20:54:30,27.825,,,,,,
1715,12/07/17,21:54:30,21.008,,,,,,
1716,12/07/17,22:54:30,17.629,,,,,,
1717,12/07/17,23:54:30,16.511,,,,,,
1718,13/07/17,00:54:30,16.034,,,,,,
1719,13/07/17,01:54:30,15.986,,,,,,
1720,13/07/17,02:54:30,15.605,,,,,,
1721,13/07/17,03:54:30,15.796,,,,,,
1722,13/07/17,04:54:30,15.843,,,,,,
1723,13/07/17,05:54:30,15.557,,,,,,
1724,13/07/17,06:54:30,15.867,,,,,,
1725,13/07/17,07:54:30,16.939,,,,,,
1726,13/07/17,08:54:30,17.724,,,,,,
1727,13/07/17,09:54:30,18.747,,,,,,
1728,13/07/17,10:54:30,20.126,,,,,,
1729,13/07/17,11:54:30,27.186,,,,,,
1730,13/07/17,12:54:30,43.616,,,,,,
1731,13/07/17,13:54:30,50.717,,,,,,
1732,13/07/17,14:54:30,40.516,,,,,,
1733,13/07/17,15:54:30,49.174,,,,,,
1734,13/07/17,16:54:30,54.075,,,,,,
1735,13/07/17,17:54:30,51.596,,,,,,
1736,13/07/17,18:54:30,41.942,,,,,,
1737,13/07/17,19:54:30,32.665,,,,,,
1738,13/07/17,20:54:30,25.817,,,,,,
1739,13/07/17,21:54:30,20.484,,,,,,
1740,13/07/17,22:54:30,18.699,,,,,,
1741,13/07/17,23:54:30,17.653,,,,,,
1742,14/07/17,00:54:30,16.129,,,,,,
1743,14/07/17,01:54:30,15.414,,,,,,
1744,14/07/17,02:54:30,15.581,,,,,,
1745,14/07/17,03:54:30,15.652,,,,,,
1746,14/07/17,04:54:30,15.891,,,,,,
1747,14/07/17,05:54:30,16.010,,,,,,
1748,14/07/17,06:54:30,16.344,,,,,,
1749,14/07/17,07:54:30,16.701,,,,,,
1750,14/07/17,08:54:30,17.082,,,,,,
1751,14/07/17,09:54:30,18.200,,,,,,
1752,14/07/17,10:54:30,19.484,,,,,,
1753,14/07/17,11:54:30,26.793,,,,,,
1754,14/07/17,12:54:30,43.314,,,,,,
1755,14/07/17,13:54:30,52.383,,,,,,
1756,14/07/17,14:54:30,48.073,,,,,,
1757,14/07/17,15:54:30,51.525,,,,,,
1758,14/07/17,16:54:30,56.978,,,,,,
1759,14/07/17,17:54:30,53.590,,,,,,
1760,14/07/17,18:54:30,44.073,,,,,,
1761,14/07/17,19:54:30,35.850,,,,,,
1762,14/07/17,20:54:30,27.653,,,,,,
1763,14/07/17,21:54:30,20.103,,,,,,
1764,14/07/17,22:54:30,17.344,,,,,,
1765,14/07/17,23:54:30,16.677,,,,,,
1766,15/07/17,00:54:30,15.461,,,,,,
1767,15/07/17,01:54:30,15.008,,,,,,
1768,15/07/17,02:54:30,14.888,,,,,,
1769,15/07/17,03:54:30,14.337,,,,,,
1770,15/07/17,04:54:30,14.649,,,,,,
1771,15/07/17,05:54:30,14.218,,,,,,
1772,15/07/17,06:54:30,13.546,,,,,,
1773,15/07/17,07:54:30,14.385,,,,,,
1774,15/07/17,08:54:30,15.270,,,,,,
1775,15/07/17,09:54:30,16.106,,,,,,
1776,15/07/17,10:54:30,17.582,,,,,,
1777,15/07/17,11:54:30,24.677,,,,,,
1778,15/07/17,12:54:30,39.715,,,,,,
1779,15/07/17,13:54:30,46.963,,,,,,
1780,15/07/17,14:54:30,43.556,,,,,,
1781,15/07/17,15:54:30,47.941,,,,,,
1782,15/07/17,16:54:30,51.809,,,,,,
1783,15/07/17,17:54:30,48.838,,,,,,
1784,15/07/17,18:54:30,40.891,,,,,,
1785,15/07/17,19:54:30,33.027,,,,,,
1786,15/07/17,20:54:30,25.890,,,,,,
1787,15/07/17,21:54:30,19.555,,,,,,
1788,15/07/17,22:54:30,17.201,,,,,,
1789,15/07/17,23:54:30,15.270,,,,,,
1790,16/07/17,00:54:30,14.361,,,,,,
1791,16/07/17,01:54:30,14.337,,,,,,
1792,16/07/17,02:54:30,14.409,,,,,,
1793,16/07/17,03:54:30,14.050,,,,,,
1794,16/07/17,04:54:30,13.497,,,,,,
1795,16/07/17,05:54:30,13.497,,,,,,
1796,16/07/17,06:54:30,13.834,,,,,,
1797,16/07/17,07:54:30,14.768,,,,,,
1798,16/07/17,08:54:30,15.175,,,,,,
1799,16/07/17,09:54:30,16.439,,,,,,
1800,16/07/17,10:54:30,17.534,,,,,,
1801,16/07/17,11:54:30,23.665,,,,,,
1802,16/07/17,12:54:30,40.717,,,,,,
1803,16/07/17,13:54:30,49.445,,,,,,
1804,16/07/17,14:54:30,44.936,,,,,,
1805,16/07/17,15:54:30,48.804,,,,,,
1806,16/07/17,16:54:30,53.148,,,,,,
1807,16/07/17,17:54:30,49.039,,,,,,
1808,16/07/17,18:54:30,41.356,,,,,,
1809,16/07/17,19:54:30,33.626,,,,,,
1810,16/07/17,20:54:30,26.158,,,,,,
1811,16/07/17,21:54:30,19.413,,,,,,
1812,16/07/17,22:54:30,16.915,,,,,,
1813,16/07/17,23:54:30,15.509,,,,,,
1814,17/07/17,00:54:30,14.768,,,,,,
1815,17/07/17,01:54:30,13.016,,,,,,
1816,17/07/17,02:54:30,12.509,,,,,,
1817,17/07/17,03:54:30,12.606,,,,,,
1818,17/07/17,04:54:30,12.920,,,,,,
1819,17/07/17,05:54:30,12.727,,,,,,
1820,17/07/17,06:54:30,12.025,,,,,,
1821,17/07/17,07:54:30,12.437,,,,,,
1822,17/07/17,08:54:30,13.618,,,,,,
1823,17/07/17,09:54:30,15.151,,,,,,
1824,17/07/17,10:54:30,17.772,,,,,,
1825,17/07/17,11:54:30,23.448,,,,,,
1826,17/07/17,12:54:30,37.563,,,,,,
1827,17/07/17,13:54:30,46.705,,,,,,
1828,17/07/17,14:54:30,43.435,,,,,,
1829,17/07/17,15:54:30,48.073,,,,,,
1830,17/07/17,16:54:30,37.976,,,,,,
1831,17/07/17,17:54:30,34.334,,,,,,
1832,17/07/17,18:54:30,26.524,,,,,,
1833,17/07/17,19:54:30,22.226,,,,,,
1834,17/07/17,20:54:30,20.650,,,,,,
1835,17/07/17,21:54:30,17.058,,,,,,
1836,17/07/17,22:54:30,15.438,,,,,,
1837,17/07/17,23:54:30,16.225,,,,,,
1838,18/07/17,00:54:30,17.391,,,,,,
1839,18/07/17,01:54:30,17.153,,,,,,
1840,18/07/17,02:54:30,16.630,,,,,,
1841,18/07/17,03:54:30,16.272,,,,,,
1842,18/07/17,04:54:30,16.058,,,,,,
1843,18/07/17,05:54:30,15.748,,,,,,
1844,18/07/17,06:54:30,15.605,,,,,,
1845,18/07/17,07:54:30,15.581,,,,,,
1846,18/07/17,08:54:30,15.414,,,,,,
1847,18/07/17,09:54:30,16.773,,,,,,
1848,18/07/17,10:54:30,18.319,,,,,,
1849,18/07/17,11:54:30,23.881,,,,,,
1850,18/07/17,12:54:30,38.087,,,,,,
1851,18/07/17,13:54:30,35.689,,,,,,
1852,18/07/17,14:54:30,28.568,,,,,,
1853,18/07/17,15:54:30,39.545,,,,,,
1854,18/07/17,16:54:30,38.170,,,,,,
1855,18/07/17,17:54:30,42.654,,,,,,
1856,18/07/17,18:54:30,39.008,,,,,,
1857,18/07/17,19:54:30,32.150,,,,,,
1858,18/07/17,20:54:30,24.074,,,,,,
1859,18/07/17,21:54:30,19.960,,,,,,
1860,18/07/17,22:54:30,18.652,,,,,,
1861,18/07/17,23:54:30,18.176,,,,,,
1862,19/07/17,00:54:30,18.176,,,,,,
1863,19/07/17,01:54:30,17.891,,,,,,
1864,19/07/17,02:54:30,17.701,,,,,,
1865,19/07/17,03:54:30,16.820,,,,,,
1866,19/07/17,04:54:30,15.414,,,,,,
1867,19/07/17,05:54:30,15.390,,,,,,
1868,19/07/17,06:54:30,14.936,,,,,,
1869,19/07/17,07:54:30,15.079,,,,,,
1870,19/07/17,08:54:30,15.843,,,,,,
1871,19/07/17,09:54:30,16.725,,,,,,
1872,19/07/17,10:54:30,17.891,,,,,,
1873,19/07/17,11:54:30,22.753,,,,,,
1874,19/07/17,12:54:30,38.087,,,,,,
1875,19/07/17,13:54:30,47.092,,,,,,
1876,19/07/17,14:54:30,43.860,,,,,,
1877,19/07/17,15:54:30,47.060,,,,,,
1878,19/07/17,16:54:30,51.809,,,,,,
1879,19/07/17,17:54:30,48.570,,,,,,
1880,19/07/17,18:54:30,40.028,,,,,,
1881,19/07/17,19:54:30,31.612,,,,,,
1882,19/07/17,20:54:30,24.629,,,,,,
1883,19/07/17,21:54:30,17.677,,,,,,
1884,19/07/17,22:54:30,14.553,,,,,,
1885,19/07/17,23:54:30,13.714,,,,,,
1886,20/07/17,00:54:30,13.088,,,,,,
1887,20/07/17,01:54:30,12.485,,,,,,
1888,20/07/17,02:54:30,11.175,,,,,,
1889,20/07/17,03:54:30,10.443,,,,,,
1890,20/07/17,04:54:30,11.613,,,,,,
1891,20/07/17,05:54:30,11.224,,,,,,
1892,20/07/17,06:54:30,9.731,,,,,,
1893,20/07/17,07:54:30,10.247,,,,,,
1894,20/07/17,08:54:30,10.541,,,,,,
1895,20/07/17,09:54:30,11.710,,,,,,
1896,20/07/17,10:54:30,13.594,,,,,,
1897,20/07/17,11:54:30,18.771,,,,,,
1898,20/07/17,12:54:30,34.757,,,,,,
1899,20/07/17,13:54:30,45.624,,,,,,
1900,20/07/17,14:54:30,43.404,,,,,,
1901,20/07/17,15:54:30,47.580,,,,,,
1902,20/07/17,16:54:30,51.988,,,,,,
1903,20/07/17,17:54:30,48.704,,,,,,
1904,20/07/17,18:54:30,39.886,,,,,,
1905,20/07/17,19:54:30,31.077,,,,,,
1906,20/07/17,20:54:30,24.098,,,,,,
1907,20/07/17,21:54:30,16.129,,,,,,
1908,20/07/17,22:54:30,13.281,,,,,,
1909,20/07/17,23:54:30,11.880,,,,,,
1910,21/07/17,00:54:30,10.883,,,,,,
1911,21/07/17,01:54:30,10.026,,,,,,
1912,21/07/17,02:54:30,10.051,,,,,,
1913,21/07/17,03:54:30,10.075,,,,,,
1914,21/07/17,04:54:30,9.410,,,,,,
1915,21/07/17,05:54:30,8.568,,,,,,
1916,21/07/17,06:54:30,8.195,,,,,,
1917,21/07/17,07:54:30,8.220,,,,,,
1918,21/07/17,08:54:30,8.568,,,,,,
1919,21/07/17,09:54:30,9.977,,,,,,
1920,21/07/17,10:54:30,12.171,,,,,,
1921,21/07/17,11:54:30,17.130,,,,,,
1922,21/07/17,12:54:30,32.278,,,,,,
1923,21/07/17,13:54:30,43.495,,,,,,
1924,21/07/17,14:54:30,41.619,,,,,,
1925,21/07/17,15:54:30,46.673,,,,,,
1926,21/07/17,16:54:30,50.752,,,,,,
1927,21/07/17,17:54:30,47.125,,,,,,
1928,21/07/17,18:54:30,39.375,,,,,,
1929,21/07/17,19:54:30,30.646,,,,,,
1930,21/07/17,20:54:30,23.304,,,,,,
1931,21/07/17,21:54:30,15.247,,,,,,
1932,21/07/17,22:54:30,12.582,,,,,,
1933,21/07/17,23:54:30,11.370,,,,,,
1934,22/07/17,00:54:30,10.492,,,,,,
1935,22/07/17,01:54:30,10.467,,,,,,
1936,22/07/17,02:54:30,9.780,,,,,,
1937,22/07/17,03:54:30,9.139,,,,,,
1938,22/07/17,04:54:30,8.519,,,,,,
1939,22/07/17,05:54:30,8.070,,,,,,
1940,22/07/17,06:54:30,8.120,,,,,,
1941,22/07/17,07:54:30,8.319,,,,,,
1942,22/07/17,08:54:30,9.780,,,,,,
1943,22/07/17,09:54:30,11.370,,,,,,
1944,22/07/17,10:54:30,13.137,,,,,,
1945,22/07/17,11:54:30,17.701,,,,,,
1946,22/07/17,12:54:30,33.261,,,,,,
1947,22/07/17,13:54:30,44.812,,,,,,
1948,22/07/17,14:54:30,43.647,,,,,,
1949,22/07/17,15:54:30,49.140,,,,,,
1950,22/07/17,16:54:30,54.300,,,,,,
1951,22/07/17,17:54:30,51.348,,,,,,
1952,22/07/17,18:54:30,42.893,,,,,,
1953,22/07/17,19:54:30,34.783,,,,,,
1954,22/07/17,20:54:30,25.428,,,,,,
1955,22/07/17,21:54:30,17.272,,,,,,
1956,22/07/17,22:54:30,14.457,,,,,,
1957,22/07/17,23:54:30,13.353,,,,,,
1958,23/07/17,00:54:30,12.413,,,,,,
1959,23/07/17,01:54:30,12.582,,,,,,
1960,23/07/17,02:54:30,16.272,,,,,,
1961,23/07/17,03:54:30,16.892,,,,,,
1962,23/07/17,04:54:30,17.653,,,,,,
1963,23/07/17,05:54:30,18.224,,,,,,
1964,23/07/17,06:54:30,18.224,,,,,,
1965,23/07/17,07:54:30,18.509,,,,,,
1966,23/07/17,08:54:30,19.246,,,,,,
1967,23/07/17,09:54:30,20.079,,,,,,
1968,23/07/17,10:54:30,20.198,,,,,,
1969,23/07/17,11:54:30,22.824,,,,,,
1970,23/07/17,12:54:30,35.395,,,,,,
1971,23/07/17,13:54:30,45.719,,,,,,
1972,23/07/17,14:54:30,44.135,,,,,,
1973,23/07/17,15:54:30,49.140,,,,,,
1974,23/07/17,16:54:30,54.451,,,,,,
1975,23/07/17,17:54:30,51.172,,,,,,
1976,23/07/17,18:54:30,43.013,,,,,,
1977,23/07/17,19:54:30,34.045,,,,,,
1978,23/07/17,20:54:30,26.036,,,,,,
1979,23/07/17,21:54:30,17.296,,,,,,
1980,23/07/17,22:54:30,14.840,,,,,,
1981,23/07/17,23:54:30,12.775,,,,,,
1982,24/07/17,00:54:30,11.540,,,,,,
1983,24/07/17,01:54:30,10.663,,,,,,
1984,24/07/17,02:54:30,9.213,,,,,,
1985,24/07/17,03:54:30,8.817,,,,,,
1986,24/07/17,04:54:30,8.817,,,,,,
1987,24/07/17,05:54:30,8.419,,,,,,
1988,24/07/17,06:54:30,8.369,,,,,,
1989,24/07/17,07:54:30,8.866,,,,,,
1990,24/07/17,08:54:30,9.312,,,,,,
1991,24/07/17,09:54:30,10.858,,,,,,
1992,24/07/17,10:54:30,12.775,,,,,,
1993,24/07/17,11:54:30,17.867,,,,,,
1994,24/07/17,12:54:30,33.704,,,,,,
1995,24/07/17,13:54:30,45.530,,,,,,
1996,24/07/17,14:54:30,43.073,,,,,,
1997,24/07/17,15:54:30,48.338,,,,,,
1998,24/07/17,16:54:30,52.167,,,,,,
1999,24/07/17,17:54:30,49.547,,,,,,
2000,24/07/17,18:54:30,40.775,,,,,,
2001,24/07/17,19:54:30,31.996,,,,,,
2002,24/07/17,20:54:30,24.944,,,,,,
2003,24/07/17,21:54:30,16.915,,,,,,
2004,24/07/17,22:54:30,14.266,,,,,,
2005,24/07/17,23:54:30,13.233,,,,,,
2006,25/07/17,00:54:30,12.751,,,,,,
2007,25/07/17,01:54:30,12.171,,,,,,
2008,25/07/17,02:54:30,12.050,,,,,,
2009,25/07/17,03:54:30,11.078,,,,,,
2010,25/07/17,04:54:30,10.883,,,,,,
2011,25/07/17,05:54:30,11.175,,,,,,
2012,25/07/17,06:54:30,11.321,,,,,,
2013,25/07/17,07:54:30,10.858,,,,,,
2014,25/07/17,08:54:30,11.005,,,,,,
2015,25/07/17,09:54:30,12.340,,,,,,
2016,25/07/17,10:54:30,14.242,,,,,,
2017,25/07/17,11:54:30,18.081,,,,,,
2018,25/07/17,12:54:30,31.637,,,,,,
2019,25/07/17,13:54:30,42.654,,,,,,
2020,25/07/17,14:54:30,40.573,,,,,,
2021,25/07/17,15:54:30,46.481,,,,,,
2022,25/07/17,16:54:30,50.682,,,,,,
2023,25/07/17,17:54:30,48.073,,,,,,
2024,25/07/17,18:54:30,39.205,,,,,,
2025,25/07/17,19:54:30,30.672,,,,,,
2026,25/07/17,20:54:30,22.824,,,,,,
2027,25/07/17,21:54:30,17.153,,,,,,
2028,25/07/17,22:54:30,14.433,,,,,,
2029,25/07/17,23:54:30,13.546,,,,,,
2030,26/07/17,00:54:30,13.016,,,,,,
2031,26/07/17,01:54:30,12.243,,,,,,
2032,26/07/17,02:54:30,12.050,,,,,,
2033,26/07/17,03:54:30,12.050,,,,,,
2034,26/07/17,04:54:30,11.783,,,,,,
2035,26/07/17,05:54:30,11.613,,,,,,
2036,26/07/17,06:54:30,11.565,,,,,,
2037,26/07/17,07:54:30,11.807,,,,,,
2038,26/07/17,08:54:30,12.147,,,,,,
2039,26/07/17,09:54:30,13.425,,,,,,
2040,26/07/17,10:54:30,14.864,,,,,,
2041,26/07/17,11:54:30,17.938,,,,,,
2042,26/07/17,12:54:30,29.515,,,,,,
2043,26/07/17,13:54:30,40.717,,,,,,
2044,26/07/17,14:54:30,40.516,,,,,,
2045,26/07/17,15:54:30,46.641,,,,,,
2046,26/07/17,16:54:30,48.804,,,,,,
2047,26/07/17,17:54:30,46.099,,,,,,
2048,26/07/17,18:54:30,38.143,,,,,,
2049,26/07/17,19:54:30,29.190,,,,,,
2050,26/07/17,20:54:30,21.557,,,,,,
2051,26/07/17,21:54:30,16.439,,,,,,
2052,26/07/17,22:54:30,14.337,,,,,,
2053,26/07/17,23:54:30,13.594,,,,,,
2054,27/07/17,00:54:30,12.847,,,,,,
2055,27/07/17,01:54:30,12.389,,,,,,
2056,27/07/17,02:54:30,11.953,,,,,,
2057,27/07/17,03:54:30,11.516,,,,,,
2058,27/07/17,04:54:30,11.273,,,,,,
2059,27/07/17,05:54:30,11.053,,,,,,
2060,27/07/17,06:54:30,10.687,,,,,,
2061,27/07/17,07:54:30,10.980,,,,,,
2062,27/07/17,08:54:30,11.710,,,,,,
2063,27/07/17,09:54:30,12.606,,,,,,
2064,27/07/17,10:54:30,14.768,,,,,,
2065,27/07/17,11:54:30,18.200,,,,,,
2066,27/07/17,12:54:30,29.916,,,,,,
2067,27/07/17,13:54:30,42.654,,,,,,
2068,27/07/17,14:54:30,41.443,,,,,,
2069,27/07/17,15:54:30,47.060,,,,,,
2070,27/07/17,16:54:30,51.773,,,,,,
2071,27/07/17,17:54:30,48.972,,,,,,
2072,27/07/17,18:54:30,40.429,,,,,,
2073,27/07/17,19:54:30,32.201,,,,,,
2074,27/07/17,20:54:30,25.210,,,,,,
2075,27/07/17,21:54:30,17.463,,,,,,
2076,27/07/17,22:54:30,15.652,,,,,,
2077,27/07/17,23:54:30,14.529,,,,,,
2078,28/07/17,00:54:30,13.618,,,,,,
2079,28/07/17,01:54:30,12.968,,,,,,
2080,28/07/17,02:54:30,12.122,,,,,,
2081,28/07/17,03:54:30,11.613,,,,,,
2082,28/07/17,04:54:30,11.102,,,,,,
2083,28/07/17,05:54:30,10.956,,,,,,
2084,28/07/17,06:54:30,10.149,,,,,,
2085,28/07/17,07:54:30,9.928,,,,,,
2086,28/07/17,08:54:30,10.956,,,,,,
2087,28/07/17,09:54:30,12.461,,,,,,
2088,28/07/17,10:54:30,14.792,,,,,,
2089,28/07/17,11:54:30,18.414,,,,,,
2090,28/07/17,12:54:30,29.590,,,,,,
2091,28/07/17,13:54:30,42.179,,,,,,
2092,28/07/17,14:54:30,41.502,,,,,,
2093,28/07/17,15:54:30,47.908,,,,,,
2094,28/07/17,16:54:30,52.095,,,,,,
2095,28/07/17,17:54:30,49.073,,,,,,
2096,28/07/17,18:54:30,41.356,,,,,,
2097,28/07/17,19:54:30,33.053,,,,,,
2098,28/07/17,20:54:30,25.453,,,,,,
2099,28/07/17,21:54:30,18.771,,,,,,
2100,28/07/17,22:54:30,16.296,,,,,,
2101,28/07/17,23:54:30,14.577,,,,,,
2102,29/07/17,00:54:30,13.858,,,,,,
2103,29/07/17,01:54:30,12.944,,,,,,
2104,29/07/17,02:54:30,12.534,,,,,,
2105,29/07/17,03:54:30,12.847,,,,,,
2106,29/07/17,04:54:30,12.243,,,,,,
2107,29/07/17,05:54:30,11.734,,,,,,
2108,29/07/17,06:54:30,11.880,,,,,,
2109,29/07/17,07:54:30,12.171,,,,,,
2110,29/07/17,08:54:30,12.509,,,,,,
2111,29/07/17,09:54:30,12.823,,,,,,
2112,29/07/17,10:54:30,15.031,,,,,,
2113,29/07/17,11:54:30,18.414,,,,,,
2114,29/07/17,12:54:30,28.518,,,,,,
2115,29/07/17,13:54:30,41.443,,,,,,
2116,29/07/17,14:54:30,41.560,,,,,,
2117,29/07/17,15:54:30,48.304,,,,,,
2118,29/07/17,16:54:30,52.131,,,,,,
2119,29/07/17,17:54:30,48.838,,,,,,
2120,29/07/17,18:54:30,40.862,,,,,,
2121,29/07/17,19:54:30,33.261,,,,,,
2122,29/07/17,20:54:30,25.258,,,,,,
2123,29/07/17,21:54:30,18.675,,,,,,
2124,29/07/17,22:54:30,15.676,,,,,,
2125,29/07/17,23:54:30,14.409,,,,,,
2126,30/07/17,00:54:30,13.738,,,,,,
2127,30/07/17,01:54:30,12.727,,,,,,
2128,30/07/17,02:54:30,12.727,,,,,,
2129,30/07/17,03:54:30,12.727,,,,,,
2130,30/07/17,04:54:30,12.727,,,,,,
2131,30/07/17,05:54:30,12.678,,,,,,
2132,30/07/17,06:54:30,12.606,,,,,,
2133,30/07/17,07:54:30,12.823,,,,,,
2134,30/07/17,08:54:30,13.738,,,,,,
2135,30/07/17,09:54:30,15.175,,,,,,
2136,30/07/17,10:54:30,16.439,,,,,,
2137,30/07/17,11:54:30,19.912,,,,,,
2138,30/07/17,12:54:30,30.343,,,,,,
2139,30/07/17,13:54:30,42.001,,,,,,
2140,30/07/17,14:54:30,40.891,,,,,,
2141,30/07/17,15:54:30,48.007,,,,,,
2142,30/07/17,16:54:30,52.564,,,,,,
2143,30/07/17,17:54:30,49.956,,,,,,
2144,30/07/17,18:54:30,41.913,,,,,,
2145,30/07/17,19:54:30,33.704,,,,,,
2146,30/07/17,20:54:30,25.428,,,,,,
2147,30/07/17,21:54:30,18.271,,,,,,
2148,30/07/17,22:54:30,17.058,,,,,,
2149,30/07/17,23:54:30,16.272,,,,,,
2150,31/07/17,00:54:30,15.581,,,,,,
2151,31/07/17,01:54:30,15.509,,,,,,
2152,31/07/17,02:54:30,15.533,,,,,,
2153,31/07/17,03:54:30,15.796,,,,,,
2154,31/07/17,04:54:30,15.342,,,,,,
2155,31/07/17,05:54:30,15.079,,,,,,
2156,31/07/17,06:54:30,15.294,,,,,,
2157,31/07/17,07:54:30,16.034,,,,,,
2158,31/07/17,08:54:30,16.796,,,,,,
2159,31/07/17,09:54:30,17.605,,,,,,
2160,31/07/17,10:54:30,18.557,,,,,,
2161,31/07/17,11:54:30,21.342,,,,,,
2162,31/07/17,12:54:30,29.840,,,,,,
2163,31/07/17,13:54:30,41.036,,,,,,
2164,31/07/17,14:54:30,40.833,,,,,,
2165,31/07/17,15:54:30,47.287,,,,,,
2166,31/07/17,16:54:30,50.439,,,,,,
2167,31/07/17,17:54:30,47.352,,,,,,
2168,31/07/17,18:54:30,40.429,,,,,,
2169,31/07/17,19:54:30,32.587,,,,,,
2170,31/07/17,20:54:30,24.532,,,,,,
2171,31/07/17,21:54:30,18.224,,,,,,
2172,31/07/17,22:54:30,18.010,,,,,,
2173,31/07/17,23:54:30,17.891,,,,,,
2174,01/08/17,00:54:30,17.605,,,,,,
2175,01/08/17,01:54:30,17.558,,,,,,
2176,01/08/17,02:54:30,17.701,,,,,,
2177,01/08/17,03:54:30,17.177,,,,,,
2178,01/08/17,04:54:30,16.915,,,,,,
2179,01/08/17,05:54:30,16.463,,,,,,
2180,01/08/17,06:54:30,15.605,,,,,,
2181,01/08/17,07:54:30,17.034,,,,,,
2182,01/08/17,08:54:30,18.176,,,,,,
2183,01/08/17,09:54:30,21.748,,,,,,
2184,01/08/17,10:54:30,25.598,,,,,,
2185,01/08/17,11:54:30,30.293,,,,,,
2186,01/08/17,12:54:30,25.234,,,,,,
2187,01/08/17,13:54:30,24.895,,,,,,
2188,01/08/17,14:54:30,23.617,,,,,,
2189,01/08/17,15:54:30,22.705,,,,,,
2190,01/08/17,16:54:30,22.226,,,,,,
2191,01/08/17,17:54:30,21.891,,,,,,
2192,01/08/17,18:54:30,20.698,,,,,,
2193,01/08/17,19:54:30,19.888,,,,,,
2194,01/08/17,20:54:30,14.792,,,,,,
2195,01/08/17,21:54:30,16.654,,,,,,
2196,01/08/17,22:54:30,16.368,,,,,,
2197,01/08/17,23:54:30,14.816,,,,,,
2198,02/08/17,00:54:30,13.786,,,,,,
