Date,Time,Temp (°C)  #9761951,Coupler Detached  #9761951,Coupler Attached  #9761951,Host Connected  #9761951,Bad Battery  #9761951,Good Battery  #9761951,End Of File  #9761951
21/04/17,10:15:28,25.987,,,,,,
21/04/17,10:15:42,,Logged,,,,,
21/04/17,11:15:28,26.280,,,,,,
21/04/17,11:20:23,,,Logged,Logged,,,
21/04/17,11:21:07,,Logged,,,,,
21/04/17,11:52:25,,,Logged,,,,
21/04/17,11:52:32,,Logged,,,,,
21/04/17,11:52:42,,,Logged,,,,
21/04/17,11:52:47,,,,Logged,,,
21/04/17,11:53:06,,Logged,,,,,
21/04/17,12:15:28,24.871,,,,,,
21/04/17,13:15:28,24.291,,,,,,
21/04/17,14:15:28,24.968,,,,,,
21/04/17,15:15:28,25.065,,,,,,
21/04/17,16:15:28,25.162,,,,,,
21/04/17,17:15:28,25.234,,,,,,
21/04/17,18:15:28,25.307,,,,,,
21/04/17,19:15:28,25.283,,,,,,
21/04/17,20:15:28,25.331,,,,,,
21/04/17,21:15:28,25.234,,,,,,
21/04/17,22:15:28,24.629,,,,,,
21/04/17,23:15:28,24.219,,,,,,
22/04/17,00:15:28,23.954,,,,,,
22/04/17,01:15:28,23.761,,,,,,
22/04/17,02:15:28,23.593,,,,,,
22/04/17,03:15:28,23.448,,,,,,
22/04/17,04:15:28,23.280,,,,,,
22/04/17,05:15:28,23.160,,,,,,
22/04/17,06:15:28,23.016,,,,,,
22/04/17,07:15:28,22.896,,,,,,
22/04/17,08:15:28,22.800,,,,,,
22/04/17,09:15:28,23.232,,,,,,
22/04/17,10:15:28,23.448,,,,,,
22/04/17,11:15:28,23.761,,,,,,
22/04/17,12:15:28,23.978,,,,,,
22/04/17,13:15:28,24.195,,,,,,
22/04/17,14:15:28,24.388,,,,,,
22/04/17,15:15:28,24.532,,,,,,
22/04/17,16:15:28,24.702,,,,,,
22/04/17,17:15:28,24.944,,,,,,
22/04/17,18:15:28,24.968,,,,,,
22/04/17,19:15:28,24.968,,,,,,
22/04/17,20:15:28,24.847,,,,,,
22/04/17,21:15:28,24.581,,,,,,
22/04/17,22:15:28,24.315,,,,,,
22/04/17,23:15:28,24.122,,,,,,
23/04/17,00:15:28,23.978,,,,,,
23/04/17,01:15:28,23.833,,,,,,
23/04/17,02:15:28,23.713,,,,,,
23/04/17,03:15:28,23.593,,,,,,
23/04/17,04:15:28,23.448,,,,,,
23/04/17,05:15:28,23.328,,,,,,
23/04/17,06:15:28,23.232,,,,,,
23/04/17,07:15:28,23.136,,,,,,
23/04/17,08:15:28,23.088,,,,,,
23/04/17,09:15:28,23.184,,,,,,
23/04/17,10:15:28,23.545,,,,,,
23/04/17,11:15:28,23.954,,,,,,
23/04/17,12:15:28,24.243,,,,,,
23/04/17,13:15:28,24.484,,,,,,
23/04/17,14:15:28,24.677,,,,,,
23/04/17,15:15:28,24.798,,,,,,
23/04/17,16:15:28,24.919,,,,,,
23/04/17,17:15:28,25.137,,,,,,
23/04/17,18:15:28,25.258,,,,,,
23/04/17,19:15:28,25.210,,,,,,
23/04/17,20:15:28,25.016,,,,,,
23/04/17,21:15:28,24.702,,,,,,
23/04/17,22:15:28,24.436,,,,,,
23/04/17,23:15:28,24.219,,,,,,
24/04/17,00:15:28,24.074,,,,,,
24/04/17,01:15:28,23.954,,,,,,
24/04/17,02:15:28,23.809,,,,,,
24/04/17,03:15:28,23.665,,,,,,
24/04/17,04:15:28,23.545,,,,,,
24/04/17,05:15:28,23.424,,,,,,
24/04/17,06:15:28,23.280,,,,,,
24/04/17,07:15:28,23.352,,,,,,
24/04/17,08:15:28,21.843,,,,,,
24/04/17,09:15:28,21.056,,,,,,
24/04/17,10:15:28,20.555,,,,,,
24/04/17,11:15:28,20.222,,,,,,
24/04/17,12:15:28,19.793,,,,,,
24/04/17,13:15:28,23.713,,,,,,
24/04/17,14:15:28,27.259,,,,,,
24/04/17,15:15:28,23.593,,,,,,
24/04/17,16:15:28,14.625,,,,,,
24/04/17,17:15:28,15.796,,,,,,
24/04/17,18:15:28,15.939,,,,,,
24/04/17,19:15:28,12.389,,,,,,
24/04/17,20:15:28,9.509,,,,,,
24/04/17,21:15:28,8.319,,,,,,
24/04/17,22:15:28,7.419,,,,,,
24/04/17,23:15:28,6.864,,,,,,
25/04/17,00:15:28,5.847,,,,,,
25/04/17,01:15:28,5.847,,,,,,
25/04/17,02:15:28,5.462,,,,,,
25/04/17,03:15:28,3.880,,,,,,
25/04/17,04:15:28,4.063,,,,,,
25/04/17,05:15:28,4.037,,,,,,
25/04/17,06:15:28,4.636,,,,,,
25/04/17,07:15:28,4.921,,,,,,
25/04/17,08:15:28,5.024,,,,,,
25/04/17,09:15:28,3.538,,,,,,
25/04/17,10:15:28,4.089,,,,,,
25/04/17,11:15:28,5.591,,,,,,
25/04/17,12:15:28,17.748,,,,,,
25/04/17,13:15:28,22.729,,,,,,
25/04/17,14:15:28,26.134,,,,,,
25/04/17,15:15:28,27.924,,,,,,
25/04/17,16:15:28,28.866,,,,,,
25/04/17,17:15:28,26.280,,,,,,
25/04/17,18:15:28,22.393,,,,,,
25/04/17,19:15:28,20.412,,,,,,
25/04/17,20:15:28,13.954,,,,,,
25/04/17,21:15:28,9.238,,,,,,
25/04/17,22:15:28,6.687,,,,,,
25/04/17,23:15:28,5.514,,,,,,
26/04/17,00:15:28,5.282,,,,,,
26/04/17,01:15:28,5.462,,,,,,
26/04/17,02:15:28,4.740,,,,,,
26/04/17,03:15:28,4.376,,,,,,
26/04/17,04:15:28,3.932,,,,,,
26/04/17,05:15:28,3.195,,,,,,
26/04/17,06:15:28,2.770,,,,,,
26/04/17,07:15:28,3.354,,,,,,
26/04/17,08:15:28,3.854,,,,,,
26/04/17,09:15:28,4.584,,,,,,
26/04/17,10:15:28,6.204,,,,,,
26/04/17,11:15:28,8.369,,,,,,
26/04/17,12:15:28,21.939,,,,,,
26/04/17,13:15:28,30.041,,,,,,
26/04/17,14:15:28,29.665,,,,,,
26/04/17,15:15:28,29.765,,,,,,
26/04/17,16:15:28,27.899,,,,,,
26/04/17,17:15:28,24.388,,,,,,
26/04/17,18:15:28,24.774,,,,,,
26/04/17,19:15:28,17.605,,,,,,
26/04/17,20:15:28,15.390,,,,,,
26/04/17,21:15:28,9.903,,,,,,
26/04/17,22:15:28,8.020,,,,,,
26/04/17,23:15:28,6.712,,,,,,
27/04/17,00:15:28,6.077,,,,,,
27/04/17,01:15:28,5.591,,,,,,
27/04/17,02:15:28,5.565,,,,,,
27/04/17,03:15:28,5.898,,,,,,
27/04/17,04:15:28,5.668,,,,,,
27/04/17,05:15:28,5.437,,,,,,
27/04/17,06:15:28,5.385,,,,,,
27/04/17,07:15:28,4.558,,,,,,
27/04/17,08:15:28,3.485,,,,,,
27/04/17,09:15:28,5.205,,,,,,
27/04/17,10:15:28,7.192,,,,,,
27/04/17,11:15:28,8.020,,,,,,
27/04/17,12:15:28,11.516,,,,,,
27/04/17,13:15:28,15.390,,,,,,
27/04/17,14:15:28,14.697,,,,,,
27/04/17,15:15:28,10.443,,,,,,
27/04/17,16:15:28,9.139,,,,,,
27/04/17,17:15:28,6.914,,,,,,
27/04/17,18:15:28,6.179,,,,,,
27/04/17,19:15:28,5.924,,,,,,
27/04/17,20:15:28,4.947,,,,,,
27/04/17,21:15:28,4.089,,,,,,
27/04/17,22:15:28,3.906,,,,,,
27/04/17,23:15:28,3.906,,,,,,
28/04/17,00:15:28,3.801,,,,,,
28/04/17,01:15:28,3.827,,,,,,
28/04/17,02:15:28,3.670,,,,,,
28/04/17,03:15:28,2.530,,,,,,
28/04/17,04:15:28,3.274,,,,,,
28/04/17,05:15:28,3.406,,,,,,
