"Título de trazado: Px-1"
"N.º","Fecha","Tiempo, GMT+02:00","Temp, °C (LGR S/N: 9761922, SEN S/N: 9761922)","Acoplador separado (LGR S/N: 9761922)","Acoplador adjunto (LGR S/N: 9761922)","Host conectado (LGR S/N: 9761922)","Final de archivo (LGR S/N: 9761922)"
48,23/04/17,03:16:28,23.569,,,,
49,23/04/17,04:16:28,23.424,,,,
50,23/04/17,05:16:28,23.328,,,,
51,23/04/17,06:16:28,23.232,,,,
52,23/04/17,07:16:28,23.136,,,,
53,23/04/17,08:16:28,23.088,,,,
54,23/04/17,09:16:28,23.208,,,,
55,23/04/17,10:16:28,23.569,,,,
56,23/04/17,11:16:28,23.978,,,,
57,23/04/17,12:16:28,24.267,,,,
58,23/04/17,13:16:28,24.532,,,,
59,23/04/17,14:16:28,24.702,,,,
60,23/04/17,15:16:28,24.798,,,,
61,23/04/17,16:16:28,24.944,,,,
62,23/04/17,17:16:28,25.162,,,,
63,23/04/17,18:16:28,25.258,,,,
64,23/04/17,19:16:28,25.186,,,,
65,23/04/17,20:16:28,24.968,,,,
66,23/04/17,21:16:28,24.677,,,,
67,23/04/17,22:16:28,24.412,,,,
68,23/04/17,23:16:28,24.195,,,,
69,24/04/17,00:16:28,24.050,,,,
70,24/04/17,01:16:28,23.930,,,,
71,24/04/17,02:16:28,23.785,,,,
72,24/04/17,03:16:28,23.665,,,,
73,24/04/17,04:16:28,23.521,,,,
74,24/04/17,05:16:28,23.400,,,,
75,24/04/17,06:16:28,23.280,,,,
76,24/04/17,07:16:28,23.424,,,,
77,24/04/17,08:16:28,21.032,,,,
78,24/04/17,09:16:28,20.603,,,,
79,24/04/17,10:16:28,20.293,,,,
80,24/04/17,11:16:28,19.912,,,,
81,24/04/17,12:16:28,19.175,,,,
82,24/04/17,13:16:28,20.841,,,,
83,24/04/17,14:16:28,23.593,,,,
84,24/04/17,15:16:28,10.100,,,,
85,24/04/17,16:16:28,8.519,,,,
86,24/04/17,17:16:28,9.509,,,,
87,24/04/17,18:16:28,9.903,,,,
88,24/04/17,19:16:28,8.195,,,,
89,24/04/17,20:16:28,7.368,,,,
90,24/04/17,21:16:28,7.015,,,,
91,24/04/17,22:16:28,6.687,,,,
92,24/04/17,23:16:28,6.433,,,,
93,25/04/17,00:16:28,6.153,,,,
94,25/04/17,01:16:28,6.000,,,,
95,25/04/17,02:16:28,5.898,,,,
96,25/04/17,03:16:28,5.334,,,,
97,25/04/17,04:16:28,5.282,,,,
98,25/04/17,05:16:28,5.282,,,,
99,25/04/17,06:16:28,5.385,,,,
100,25/04/17,07:16:28,5.462,,,,
101,25/04/17,08:16:28,5.385,,,,
102,25/04/17,09:16:28,4.818,,,,
103,25/04/17,10:16:28,5.076,,,,
104,25/04/17,11:16:28,5.539,,,,
105,25/04/17,12:16:28,6.509,,,,
106,25/04/17,13:16:28,7.469,,,,
107,25/04/17,14:16:28,7.895,,,,
108,25/04/17,15:16:28,8.344,,,,
109,25/04/17,16:16:28,13.377,,,,
110,25/04/17,17:16:28,15.247,,,,
111,25/04/17,18:16:28,13.810,,,,
112,25/04/17,19:16:28,12.703,,,,
113,25/04/17,20:16:28,9.682,,,,
114,25/04/17,21:16:28,7.645,,,,
115,25/04/17,22:16:28,6.408,,,,
116,25/04/17,23:16:28,5.719,,,,
117,26/04/17,00:16:28,5.179,,,,
118,26/04/17,01:16:28,5.076,,,,
119,26/04/17,02:16:28,4.921,,,,
120,26/04/17,03:16:28,4.921,,,,
121,26/04/17,04:16:28,4.662,,,,
122,26/04/17,05:16:28,4.350,,,,
123,26/04/17,06:16:28,4.089,,,,
124,26/04/17,07:16:28,4.246,,,,
125,26/04/17,08:16:28,4.298,,,,
126,26/04/17,09:16:28,4.506,,,,
127,26/04/17,10:16:28,5.050,,,,
128,26/04/17,11:16:28,5.616,,,,
129,26/04/17,12:16:28,6.204,,,,
130,26/04/17,13:16:28,6.965,,,,
131,26/04/17,14:16:28,7.318,,,,
132,26/04/17,15:16:28,9.336,,,,
133,26/04/17,16:16:28,12.025,,,,
134,26/04/17,17:16:28,12.050,,,,
135,26/04/17,18:16:28,13.690,,,,
136,26/04/17,19:16:28,10.785,,,,
137,26/04/17,20:16:28,9.879,,,,
138,26/04/17,21:16:28,7.795,,,,
139,26/04/17,22:16:28,6.813,,,,
140,26/04/17,23:16:28,6.179,,,,
141,27/04/17,00:16:28,5.821,,,,
142,27/04/17,01:16:28,5.514,,,,
143,27/04/17,02:16:28,5.488,,,,
144,27/04/17,03:16:28,5.642,,,,
145,27/04/17,04:16:28,5.565,,,,
146,27/04/17,05:16:28,5.514,,,,
147,27/04/17,06:16:28,5.360,,,,
148,27/04/17,07:16:28,5.334,,,,
149,27/04/17,08:16:28,5.231,,,,
150,27/04/17,09:16:28,5.462,,,,
151,27/04/17,10:16:28,6.585,,,,
152,27/04/17,11:16:28,6.990,,,,
153,27/04/17,12:16:28,8.519,,,,
154,27/04/17,13:16:28,10.124,,,,
155,27/04/17,14:16:28,10.541,,,,
156,27/04/17,15:16:28,9.262,,,,
157,27/04/17,16:16:28,8.568,,,,
158,27/04/17,17:16:28,7.015,,,,
159,27/04/17,18:16:28,6.560,,,,
160,27/04/17,19:16:28,6.408,,,,
161,27/04/17,20:16:28,6.077,,,,
162,27/04/17,21:16:28,5.179,,,,
163,27/04/17,22:16:28,4.973,,,,
164,27/04/17,23:16:28,4.740,,,,
165,28/04/17,00:16:28,4.610,,,,
166,28/04/17,01:16:28,4.532,,,,
167,28/04/17,02:16:28,4.402,,,,
168,28/04/17,03:16:28,3.591,,,,
169,28/04/17,04:16:28,4.089,,,,
170,28/04/17,05:16:28,4.194,,,,
171,28/04/17,06:16:28,4.272,,,,
172,28/04/17,07:16:28,4.037,,,,
173,28/04/17,08:16:28,3.880,,,,
174,28/04/17,09:16:28,2.877,,,,
175,28/04/17,10:16:28,3.696,,,,
176,28/04/17,11:16:28,2.956,,,,
177,28/04/17,12:16:28,4.506,,,,
178,28/04/17,13:16:28,5.179,,,,
179,28/04/17,14:16:28,5.668,,,,
180,28/04/17,15:16:28,5.308,,,,
181,28/04/17,16:16:28,6.306,,,,
182,28/04/17,17:16:28,5.898,,,,
183,28/04/17,18:16:28,5.385,,,,
184,28/04/17,19:16:28,4.662,,,,
185,28/04/17,20:16:28,3.749,,,,
186,28/04/17,21:16:28,3.301,,,,
187,28/04/17,22:16:28,2.823,,,,
188,28/04/17,23:16:28,2.690,,,,
189,29/04/17,00:16:28,2.877,,,,
190,29/04/17,01:16:28,2.610,,,,
191,29/04/17,02:16:28,2.610,,,,
192,29/04/17,03:16:28,2.477,,,,
193,29/04/17,04:16:28,2.370,,,,
194,29/04/17,05:16:28,2.343,,,,
195,29/04/17,06:16:28,2.289,,,,
196,29/04/17,07:16:28,2.370,,,,
197,29/04/17,08:16:28,2.423,,,,
198,29/04/17,09:16:28,3.459,,,,
199,29/04/17,10:16:28,5.437,,,,
200,29/04/17,11:16:28,5.770,,,,
201,29/04/17,12:16:28,7.116,,,,
202,29/04/17,13:16:28,7.268,,,,
203,29/04/17,14:16:28,7.268,,,,
204,29/04/17,15:16:28,7.393,,,,
205,29/04/17,16:16:28,6.737,,,,
206,29/04/17,17:16:28,6.585,,,,
207,29/04/17,18:16:28,6.382,,,,
208,29/04/17,19:16:28,6.000,,,,
209,29/04/17,20:16:28,5.334,,,,
210,29/04/17,21:16:28,4.324,,,,
211,29/04/17,22:16:28,2.155,,,,
212,29/04/17,23:16:28,1.913,,,,
213,30/04/17,00:16:28,1.778,,,,
214,30/04/17,01:16:28,1.859,,,,
215,30/04/17,02:16:28,1.724,,,,
216,30/04/17,03:16:28,2.289,,,,
217,30/04/17,04:16:28,2.209,,,,
218,30/04/17,05:16:28,2.316,,,,
219,30/04/17,06:16:28,2.155,,,,
220,30/04/17,07:16:28,1.262,,,,
221,30/04/17,08:16:28,0.825,,,,
222,30/04/17,09:16:28,0.989,,,,
223,30/04/17,10:16:28,1.235,,,,
224,30/04/17,11:16:28,1.670,,,,
225,30/04/17,12:16:28,2.557,,,,
226,30/04/17,13:16:28,3.089,,,,
227,30/04/17,14:16:28,3.380,,,,
228,30/04/17,15:16:28,4.350,,,,
229,30/04/17,16:16:28,9.780,,,,
230,30/04/17,17:16:28,9.361,,,,
231,30/04/17,18:16:28,8.717,,,,
232,30/04/17,19:16:28,7.217,,,,
233,30/04/17,20:16:28,5.024,,,,
234,30/04/17,21:16:28,3.221,,,,
235,30/04/17,22:16:28,2.450,,,,
236,30/04/17,23:16:28,2.423,,,,
237,01/05/17,00:16:28,2.262,,,,
238,01/05/17,01:16:28,2.396,,,,
239,01/05/17,02:16:28,2.370,,,,
240,01/05/17,03:16:28,2.503,,,,
241,01/05/17,04:16:28,2.584,,,,
242,01/05/17,05:16:28,2.316,,,,
243,01/05/17,06:16:28,1.534,,,,
244,01/05/17,07:16:28,1.697,,,,
245,01/05/17,08:16:28,1.697,,,,
246,01/05/17,09:16:28,1.859,,,,
247,01/05/17,10:16:28,2.584,,,,
248,01/05/17,11:16:28,3.327,,,,
249,01/05/17,12:16:28,5.076,,,,
250,01/05/17,13:16:28,6.864,,,,
251,01/05/17,14:16:28,7.770,,,,
252,01/05/17,15:16:28,8.145,,,,
253,01/05/17,16:16:28,10.369,,,,
254,01/05/17,17:16:28,11.880,,,,
255,01/05/17,18:16:28,10.907,,,,
256,01/05/17,19:16:28,9.657,,,,
257,01/05/17,20:16:28,7.745,,,,
258,01/05/17,21:16:28,5.179,,,,
259,01/05/17,22:16:28,4.454,,,,
260,01/05/17,23:16:28,3.985,,,,
261,02/05/17,00:16:28,3.775,,,,
262,02/05/17,01:16:28,3.433,,,,
263,02/05/17,02:16:28,3.089,,,,
264,02/05/17,03:16:28,2.744,,,,
265,02/05/17,04:16:28,2.396,,,,
266,02/05/17,05:16:28,2.209,,,,
267,02/05/17,06:16:28,1.859,,,,
268,02/05/17,07:16:28,1.615,,,,
269,02/05/17,08:16:28,1.805,,,,
270,02/05/17,09:16:28,2.128,,,,
271,02/05/17,10:16:28,2.797,,,,
272,02/05/17,11:16:28,3.301,,,,
273,02/05/17,12:16:28,4.324,,,,
274,02/05/17,13:16:28,6.230,,,,
275,02/05/17,14:16:28,7.820,,,,
276,02/05/17,15:16:28,8.792,,,,
277,02/05/17,16:16:28,13.978,,,,
278,02/05/17,17:16:28,16.844,,,,
279,02/05/17,18:16:28,15.031,,,,
280,02/05/17,19:16:28,13.497,,,,
281,02/05/17,20:16:28,9.410,,,,
282,02/05/17,21:16:28,7.368,,,,
283,02/05/17,22:16:28,6.331,,,,
284,02/05/17,23:16:28,5.770,,,,
285,03/05/17,00:16:28,5.488,,,,
286,03/05/17,01:16:28,5.050,,,,
287,03/05/17,02:16:28,4.350,,,,
288,03/05/17,03:16:28,3.932,,,,
289,03/05/17,04:16:28,3.433,,,,
290,03/05/17,05:16:28,3.406,,,,
291,03/05/17,06:16:28,2.903,,,,
292,03/05/17,07:16:28,2.557,,,,
293,03/05/17,08:16:28,2.797,,,,
294,03/05/17,09:16:28,3.142,,,,
295,03/05/17,10:16:28,4.324,,,,
296,03/05/17,11:16:28,4.480,,,,
297,03/05/17,12:16:28,5.231,,,,
298,03/05/17,13:16:28,6.026,,,,
299,03/05/17,14:16:28,7.066,,,,
300,03/05/17,15:16:28,7.720,,,,
301,03/05/17,16:16:28,14.625,,,,
302,03/05/17,17:16:28,16.773,,,,
303,03/05/17,18:16:28,15.724,,,,
304,03/05/17,19:16:28,14.242,,,,
305,03/05/17,20:16:28,11.613,,,,
306,03/05/17,21:16:28,7.920,,,,
307,03/05/17,22:16:28,6.661,,,,
308,03/05/17,23:16:28,6.230,,,,
309,04/05/17,00:16:28,5.924,,,,
310,04/05/17,01:16:28,5.616,,,,
311,04/05/17,02:16:28,5.668,,,,
312,04/05/17,03:16:28,5.539,,,,
313,04/05/17,04:16:28,5.514,,,,
314,04/05/17,05:16:28,5.462,,,,
315,04/05/17,06:16:28,5.154,,,,
316,04/05/17,07:16:28,5.076,,,,
317,04/05/17,08:16:28,5.282,,,,
318,04/05/17,09:16:28,5.411,,,,
319,04/05/17,10:16:28,6.204,,,,
320,04/05/17,11:16:28,7.419,,,,
321,04/05/17,12:16:28,8.295,,,,
322,04/05/17,13:16:28,10.100,,,,
323,04/05/17,14:16:28,11.102,,,,
324,04/05/17,15:16:28,11.005,,,,
325,04/05/17,16:16:28,15.867,,,,
326,04/05/17,17:16:28,17.891,,,,
327,04/05/17,18:16:28,17.320,,,,
328,04/05/17,19:16:28,15.724,,,,
329,04/05/17,20:16:28,12.437,,,,
330,04/05/17,21:16:28,10.051,,,,
331,04/05/17,22:16:28,9.040,,,,
332,04/05/17,23:16:28,8.319,,,,
333,05/05/17,00:16:28,7.870,,,,
334,05/05/17,01:16:28,7.870,,,,
335,05/05/17,02:16:28,7.494,,,,
336,05/05/17,03:16:28,7.217,,,,
337,05/05/17,04:16:28,7.343,,,,
338,05/05/17,05:16:28,7.091,,,,
339,05/05/17,06:16:28,6.560,,,,
340,05/05/17,07:16:28,6.000,,,,
341,05/05/17,08:16:28,6.051,,,,
342,05/05/17,09:16:28,6.281,,,,
343,05/05/17,10:16:28,6.611,,,,
344,05/05/17,11:16:28,7.066,,,,
345,05/05/17,12:16:28,7.645,,,,
346,05/05/17,13:16:28,8.319,,,,
347,05/05/17,14:16:28,10.051,,,,
348,05/05/17,15:16:28,10.247,,,,
349,05/05/17,16:16:28,14.505,,,,
350,05/05/17,17:16:28,16.463,,,,
351,05/05/17,18:16:28,16.034,,,,
352,05/05/17,19:16:28,13.834,,,,
353,05/05/17,20:16:28,9.903,,,,
354,05/05/17,21:16:28,7.444,,,,
355,05/05/17,22:16:28,6.585,,,,
356,05/05/17,23:16:28,5.975,,,,
357,06/05/17,00:16:28,5.539,,,,
358,06/05/17,01:16:28,5.385,,,,
359,06/05/17,02:16:28,5.050,,,,
360,06/05/17,03:16:28,4.480,,,,
361,06/05/17,04:16:28,4.324,,,,
362,06/05/17,05:16:28,4.168,,,,
363,06/05/17,06:16:28,4.141,,,,
364,06/05/17,07:16:28,3.854,,,,
365,06/05/17,08:16:28,3.801,,,,
366,06/05/17,09:16:28,3.564,,,,
367,06/05/17,10:16:28,4.115,,,,
368,06/05/17,11:16:28,4.636,,,,
369,06/05/17,12:16:28,5.257,,,,
370,06/05/17,13:16:28,6.153,,,,
371,06/05/17,14:16:28,6.889,,,,
372,06/05/17,15:16:28,7.870,,,,
373,06/05/17,16:16:28,14.960,,,,
374,06/05/17,17:16:28,17.772,,,,
375,06/05/17,18:16:28,16.892,,,,
376,06/05/17,19:16:28,15.103,,,,
377,06/05/17,20:16:28,12.582,,,,
378,06/05/17,21:16:28,9.977,,,,
379,06/05/17,22:16:28,8.369,,,,
380,06/05/17,23:16:28,7.469,,,,
381,07/05/17,00:16:28,6.636,,,,
382,07/05/17,01:16:28,5.949,,,,
383,07/05/17,02:16:28,5.462,,,,
384,07/05/17,03:16:28,4.973,,,,
385,07/05/17,04:16:28,4.480,,,,
386,07/05/17,05:16:28,4.063,,,,
387,07/05/17,06:16:28,3.801,,,,
388,07/05/17,07:16:28,3.643,,,,
389,07/05/17,08:16:28,3.985,,,,
390,07/05/17,09:16:28,4.141,,,,
391,07/05/17,10:16:28,4.895,,,,
392,07/05/17,11:16:28,5.411,,,,
393,07/05/17,12:16:28,6.484,,,,
394,07/05/17,13:16:28,7.619,,,,
395,07/05/17,14:16:28,8.270,,,,
396,07/05/17,15:16:28,9.064,,,,
397,07/05/17,16:16:28,14.002,,,,
398,07/05/17,17:16:28,17.891,,,,
399,07/05/17,18:16:28,17.153,,,,
400,07/05/17,19:16:28,16.058,,,,
401,07/05/17,20:16:28,13.161,,,,
402,07/05/17,21:16:28,10.124,,,,
403,07/05/17,22:16:28,8.568,,,,
404,07/05/17,23:16:28,8.020,,,,
405,08/05/17,00:16:28,7.393,,,,
406,08/05/17,01:16:28,6.737,,,,
407,08/05/17,02:16:28,6.230,,,,
408,08/05/17,03:16:28,5.924,,,,
409,08/05/17,04:16:28,5.514,,,,
410,08/05/17,05:16:28,5.437,,,,
411,08/05/17,06:16:28,5.282,,,,
412,08/05/17,07:16:28,5.179,,,,
413,08/05/17,08:16:28,5.308,,,,
414,08/05/17,09:16:28,5.462,,,,
415,08/05/17,10:16:28,6.000,,,,
416,08/05/17,11:16:28,6.687,,,,
417,08/05/17,12:16:28,7.494,,,,
418,08/05/17,13:16:28,8.419,,,,
419,08/05/17,14:16:28,9.163,,,,
420,08/05/17,15:16:28,10.590,,,,
421,08/05/17,16:16:28,16.987,,,,
422,08/05/17,17:16:28,19.627,,,,
423,08/05/17,18:16:28,17.843,,,,
424,08/05/17,19:16:28,16.511,,,,
425,08/05/17,20:16:28,14.242,,,,
426,08/05/17,21:16:28,11.127,,,,
427,08/05/17,22:16:28,9.682,,,,
428,08/05/17,23:16:28,8.668,,,,
429,09/05/17,00:16:28,7.770,,,,
430,09/05/17,01:16:28,7.142,,,,
431,09/05/17,02:16:28,6.661,,,,
432,09/05/17,03:16:28,6.230,,,,
433,09/05/17,04:16:28,6.051,,,,
434,09/05/17,05:16:28,6.128,,,,
435,09/05/17,06:16:28,6.458,,,,
436,09/05/17,07:16:28,6.433,,,,
437,09/05/17,08:16:28,6.737,,,,
438,09/05/17,09:16:28,7.895,,,,
439,09/05/17,10:16:28,7.695,,,,
440,09/05/17,11:16:28,7.970,,,,
441,09/05/17,12:16:28,8.519,,,,
442,09/05/17,13:16:28,9.682,,,,
443,09/05/17,14:16:28,10.712,,,,
444,09/05/17,15:16:28,12.098,,,,
445,09/05/17,16:16:28,16.606,,,,
446,09/05/17,17:16:28,18.866,,,,
447,09/05/17,18:16:28,18.271,,,,
448,09/05/17,19:16:28,15.700,,,,
449,09/05/17,20:16:28,12.582,,,,
450,09/05/17,21:16:28,10.124,,,,
451,09/05/17,22:16:28,8.965,,,,
452,09/05/17,23:16:28,8.020,,,,
453,10/05/17,00:16:28,7.368,,,,
454,10/05/17,01:16:28,6.965,,,,
455,10/05/17,02:16:28,6.408,,,,
456,10/05/17,03:16:28,6.051,,,,
457,10/05/17,04:16:28,5.565,,,,
458,10/05/17,05:16:28,5.334,,,,
459,10/05/17,06:16:28,5.514,,,,
460,10/05/17,07:16:28,5.050,,,,
461,10/05/17,08:16:28,5.591,,,,
462,10/05/17,09:16:28,6.611,,,,
463,10/05/17,10:16:28,7.419,,,,
464,10/05/17,11:16:28,9.632,,,,
465,10/05/17,12:16:28,10.222,,,,
466,10/05/17,13:16:28,9.262,,,,
467,10/05/17,14:16:28,9.361,,,,
468,10/05/17,15:16:28,10.638,,,,
469,10/05/17,16:16:28,13.137,,,,
470,10/05/17,17:16:28,15.342,,,,
471,10/05/17,18:16:28,13.016,,,,
472,10/05/17,19:16:28,11.127,,,,
473,10/05/17,20:16:28,9.657,,,,
474,10/05/17,21:16:28,7.619,,,,
475,10/05/17,22:16:28,5.872,,,,
476,10/05/17,23:16:28,5.076,,,,
477,11/05/17,00:16:28,4.869,,,,
478,11/05/17,01:16:28,5.462,,,,
479,11/05/17,02:16:28,5.539,,,,
480,11/05/17,03:16:28,4.999,,,,
481,11/05/17,04:16:28,4.869,,,,
482,11/05/17,05:16:28,4.324,,,,
483,11/05/17,06:16:28,2.503,,,,
484,11/05/17,07:16:28,2.717,,,,
485,11/05/17,08:16:28,3.354,,,,
486,11/05/17,09:16:28,3.985,,,,
487,11/05/17,10:16:28,3.749,,,,
488,11/05/17,11:16:28,3.195,,,,
489,11/05/17,12:16:28,3.880,,,,
490,11/05/17,13:16:28,5.050,,,,
491,11/05/17,14:16:28,6.737,,,,
492,11/05/17,15:16:28,8.369,,,,
493,11/05/17,16:16:28,9.435,,,,
494,11/05/17,17:16:28,7.745,,,,
495,11/05/17,18:16:28,6.940,,,,
496,11/05/17,19:16:28,6.611,,,,
497,11/05/17,20:16:28,5.565,,,,
498,11/05/17,21:16:28,3.932,,,,
499,11/05/17,22:16:28,3.538,,,,
500,11/05/17,23:16:28,3.564,,,,
501,12/05/17,00:16:28,3.301,,,,
502,12/05/17,01:16:28,3.643,,,,
503,12/05/17,02:16:28,3.775,,,,
504,12/05/17,03:16:28,3.116,,,,
505,12/05/17,04:16:28,2.450,,,,
506,12/05/17,05:16:28,1.967,,,,
507,12/05/17,06:16:28,2.101,,,,
508,12/05/17,07:16:28,2.155,,,,
509,12/05/17,08:16:28,2.770,,,,
510,12/05/17,09:16:28,3.985,,,,
511,12/05/17,10:16:28,5.024,,,,
512,12/05/17,11:16:28,6.839,,,,
513,12/05/17,12:16:28,6.408,,,,
514,12/05/17,13:16:28,8.070,,,,
515,12/05/17,14:16:28,8.120,,,,
516,12/05/17,15:16:28,9.114,,,,
517,12/05/17,16:16:28,11.759,,,,
518,12/05/17,17:16:28,14.146,,,,
519,12/05/17,18:16:28,13.137,,,,
520,12/05/17,19:16:28,11.492,,,,
521,12/05/17,20:16:28,8.866,,,,
522,12/05/17,21:16:28,7.820,,,,
523,12/05/17,22:16:28,7.142,,,,
524,12/05/17,23:16:28,6.357,,,,
525,13/05/17,00:16:28,5.179,,,,
526,13/05/17,01:16:28,4.766,,,,
527,13/05/17,02:16:28,4.141,,,,
528,13/05/17,03:16:28,3.775,,,,
529,13/05/17,04:16:28,3.617,,,,
530,13/05/17,05:16:28,3.116,,,,
531,13/05/17,06:16:28,2.584,,,,
532,13/05/17,07:16:28,2.182,,,,
533,13/05/17,08:16:28,2.182,,,,
534,13/05/17,09:16:28,2.557,,,,
535,13/05/17,10:16:28,3.221,,,,
536,13/05/17,11:16:28,3.906,,,,
537,13/05/17,12:16:28,5.024,,,,
538,13/05/17,13:16:28,8.319,,,,
539,13/05/17,14:16:28,8.916,,,,
540,13/05/17,15:16:28,8.618,,,,
541,13/05/17,16:16:28,9.805,,,,
542,13/05/17,17:16:28,9.139,,,,
543,13/05/17,18:16:28,11.977,,,,
544,13/05/17,19:16:28,10.001,,,,
545,13/05/17,20:16:28,8.593,,,,
546,13/05/17,21:16:28,6.990,,,,
547,13/05/17,22:16:28,5.898,,,,
548,13/05/17,23:16:28,4.973,,,,
549,14/05/17,00:16:28,4.428,,,,
550,14/05/17,01:16:28,3.932,,,,
551,14/05/17,02:16:28,4.037,,,,
552,14/05/17,03:16:28,3.433,,,,
553,14/05/17,04:16:28,2.850,,,,
554,14/05/17,05:16:28,2.610,,,,
555,14/05/17,06:16:28,2.423,,,,
556,14/05/17,07:16:28,2.155,,,,
557,14/05/17,08:16:28,2.262,,,,
558,14/05/17,09:16:28,2.637,,,,
559,14/05/17,10:16:28,3.696,,,,
560,14/05/17,11:16:28,4.714,,,,
561,14/05/17,12:16:28,5.898,,,,
562,14/05/17,13:16:28,8.668,,,,
563,14/05/17,14:16:28,9.829,,,,
564,14/05/17,15:16:28,10.858,,,,
565,14/05/17,16:16:28,17.249,,,,
566,14/05/17,17:16:28,14.218,,,,
567,14/05/17,18:16:28,12.582,,,,
568,14/05/17,19:16:28,12.727,,,,
569,14/05/17,20:16:28,10.443,,,,
570,14/05/17,21:16:28,7.820,,,,
571,14/05/17,22:16:28,6.813,,,,
572,14/05/17,23:16:28,5.949,,,,
573,15/05/17,00:16:28,5.770,,,,
574,15/05/17,01:16:28,5.334,,,,
575,15/05/17,02:16:28,5.102,,,,
576,15/05/17,03:16:28,4.869,,,,
577,15/05/17,04:16:28,4.636,,,,
578,15/05/17,05:16:28,4.324,,,,
579,15/05/17,06:16:28,3.880,,,,
580,15/05/17,07:16:28,3.722,,,,
581,15/05/17,08:16:28,3.854,,,,
582,15/05/17,09:16:28,4.194,,,,
583,15/05/17,10:16:28,5.179,,,,
584,15/05/17,11:16:28,5.924,,,,
585,15/05/17,12:16:28,6.737,,,,
586,15/05/17,13:16:28,7.795,,,,
587,15/05/17,14:16:28,9.089,,,,
588,15/05/17,15:16:28,10.932,,,,
589,15/05/17,16:16:28,16.582,,,,
590,15/05/17,17:16:28,19.175,,,,
591,15/05/17,18:16:28,17.962,,,,
592,15/05/17,19:16:28,16.129,,,,
593,15/05/17,20:16:28,12.606,,,,
594,15/05/17,21:16:28,10.663,,,,
595,15/05/17,22:16:28,9.632,,,,
596,15/05/17,23:16:28,8.866,,,,
597,16/05/17,00:16:28,8.767,,,,
598,16/05/17,01:16:28,8.070,,,,
599,16/05/17,02:16:28,7.494,,,,
600,16/05/17,03:16:28,7.116,,,,
601,16/05/17,04:16:28,6.889,,,,
602,16/05/17,05:16:28,6.408,,,,
603,16/05/17,06:16:28,6.128,,,,
604,16/05/17,07:16:28,5.821,,,,
605,16/05/17,08:16:28,6.102,,,,
606,16/05/17,09:16:28,6.813,,,,
607,16/05/17,10:16:28,7.469,,,,
608,16/05/17,11:16:28,8.270,,,,
609,16/05/17,12:16:28,10.443,,,,
610,16/05/17,13:16:28,11.516,,,,
611,16/05/17,14:16:28,12.534,,,,
612,16/05/17,15:16:28,13.401,,,,
613,16/05/17,16:16:28,17.296,,,,
614,16/05/17,17:16:28,17.463,,,,
615,16/05/17,18:16:28,16.368,,,,
616,16/05/17,19:16:28,16.439,,,,
617,16/05/17,20:16:28,14.409,,,,
618,16/05/17,21:16:28,11.759,,,,
619,16/05/17,22:16:28,10.247,,,,
620,16/05/17,23:16:28,9.460,,,,
621,17/05/17,00:16:28,8.841,,,,
