"Título de trazado: P3-1"
"N.º","Fecha","Tiempo, GMT+02:00","Temp, °C (LGR S/N: 9761924, SEN S/N: 9761924)","Acoplador separado (LGR S/N: 9761924)","Acoplador adjunto (LGR S/N: 9761924)","Host conectado (LGR S/N: 9761924)","Final de archivo (LGR S/N: 9761924)"
55,04/05/17,15:37:44,25.793,,,,
56,04/05/17,16:37:44,25.355,,,,
57,04/05/17,17:37:44,25.258,,,,
58,04/05/17,18:37:44,25.234,,,,
59,04/05/17,19:37:44,25.162,,,,
60,04/05/17,20:37:44,24.944,,,,
61,04/05/17,21:37:44,24.702,,,,
62,04/05/17,22:37:44,24.484,,,,
63,04/05/17,23:37:44,24.291,,,,
64,05/05/17,00:37:44,24.122,,,,
65,05/05/17,01:37:44,23.978,,,,
66,05/05/17,02:37:44,23.857,,,,
67,05/05/17,03:37:44,23.761,,,,
68,05/05/17,04:37:44,23.665,,,,
69,05/05/17,05:37:44,23.569,,,,
70,05/05/17,06:37:44,23.472,,,,
71,05/05/17,07:37:44,23.400,,,,
72,05/05/17,08:37:44,23.521,,,,
73,05/05/17,09:37:44,23.761,,,,
74,05/05/17,10:37:44,22.968,,,,
75,05/05/17,11:37:44,21.032,,,,
76,05/05/17,12:37:44,41.531,,,,
77,05/05/17,13:37:44,22.274,,,,
78,05/05/17,14:37:44,11.783,,,,
79,05/05/17,15:37:44,13.112,,,,
80,05/05/17,16:37:44,16.201,,,,
81,05/05/17,17:37:44,20.341,,,,
82,05/05/17,18:37:44,12.195,,,,
83,05/05/17,19:37:44,10.614,,,,
84,05/05/17,20:37:44,9.336,,,,
85,05/05/17,21:37:44,8.941,,,,
86,05/05/17,22:37:44,8.070,,,,
87,05/05/17,23:37:44,7.268,,,,
88,06/05/17,00:37:44,6.813,,,,
89,06/05/17,01:37:44,6.712,,,,
90,06/05/17,02:37:44,6.458,,,,
91,06/05/17,03:37:44,6.026,,,,
92,06/05/17,04:37:44,5.796,,,,
93,06/05/17,05:37:44,5.488,,,,
94,06/05/17,06:37:44,5.205,,,,
95,06/05/17,07:37:44,5.076,,,,
96,06/05/17,08:37:44,5.154,,,,
97,06/05/17,09:37:44,5.693,,,,
98,06/05/17,10:37:44,6.458,,,,
99,06/05/17,11:37:44,7.318,,,,
100,06/05/17,12:37:44,8.444,,,,
101,06/05/17,13:37:44,10.198,,,,
102,06/05/17,14:37:44,11.370,,,,
103,06/05/17,15:37:44,13.112,,,,
104,06/05/17,16:37:44,16.487,,,,
105,06/05/17,17:37:44,23.136,,,,
106,06/05/17,18:37:44,21.819,,,,
107,06/05/17,19:37:44,19.080,,,,
108,06/05/17,20:37:44,12.340,,,,
109,06/05/17,21:37:44,9.879,,,,
110,06/05/17,22:37:44,8.965,,,,
111,06/05/17,23:37:44,8.145,,,,
112,07/05/17,00:37:44,7.695,,,,
113,07/05/17,01:37:44,7.293,,,,
114,07/05/17,02:37:44,6.940,,,,
115,07/05/17,03:37:44,6.661,,,,
116,07/05/17,04:37:44,6.458,,,,
117,07/05/17,05:37:44,6.179,,,,
118,07/05/17,06:37:44,6.611,,,,
119,07/05/17,07:37:44,6.458,,,,
120,07/05/17,08:37:44,6.458,,,,
121,07/05/17,09:37:44,7.217,,,,
122,07/05/17,10:37:44,7.945,,,,
123,07/05/17,11:37:44,9.015,,,,
124,07/05/17,12:37:44,10.247,,,,
125,07/05/17,13:37:44,12.147,,,,
126,07/05/17,14:37:44,13.401,,,,
127,07/05/17,15:37:44,15.270,,,,
128,07/05/17,16:37:44,17.296,,,,
129,07/05/17,17:37:44,24.098,,,,
130,07/05/17,18:37:44,24.532,,,,
131,07/05/17,19:37:44,21.987,,,,
132,07/05/17,20:37:44,13.666,,,,
133,07/05/17,21:37:44,11.370,,,,
134,07/05/17,22:37:44,10.222,,,,
135,07/05/17,23:37:44,9.657,,,,
136,08/05/17,00:37:44,9.015,,,,
137,08/05/17,01:37:44,8.693,,,,
138,08/05/17,02:37:44,8.319,,,,
139,08/05/17,03:37:44,7.945,,,,
140,08/05/17,04:37:44,7.720,,,,
141,08/05/17,05:37:44,7.368,,,,
142,08/05/17,06:37:44,7.015,,,,
143,08/05/17,07:37:44,7.091,,,,
144,08/05/17,08:37:44,7.343,,,,
145,08/05/17,09:37:44,8.020,,,,
146,08/05/17,10:37:44,8.866,,,,
147,08/05/17,11:37:44,9.977,,,,
148,08/05/17,12:37:44,11.224,,,,
149,08/05/17,13:37:44,13.161,,,,
150,08/05/17,14:37:44,14.290,,,,
151,08/05/17,15:37:44,16.082,,,,
152,08/05/17,16:37:44,18.628,,,,
153,08/05/17,17:37:44,25.210,,,,
154,08/05/17,18:37:44,25.647,,,,
155,08/05/17,19:37:44,22.681,,,,
156,08/05/17,20:37:44,14.361,,,,
157,08/05/17,21:37:44,11.953,,,,
158,08/05/17,22:37:44,10.663,,,,
159,08/05/17,23:37:44,9.780,,,,
160,09/05/17,00:37:44,9.903,,,,
161,09/05/17,01:37:44,9.805,,,,
162,09/05/17,02:37:44,9.632,,,,
163,09/05/17,03:37:44,9.558,,,,
164,09/05/17,04:37:44,9.534,,,,
165,09/05/17,05:37:44,9.558,,,,
166,09/05/17,06:37:44,9.336,,,,
167,09/05/17,07:37:44,9.410,,,,
168,09/05/17,08:37:44,9.509,,,,
169,09/05/17,09:37:44,10.173,,,,
170,09/05/17,10:37:44,10.614,,,,
171,09/05/17,11:37:44,11.565,,,,
172,09/05/17,12:37:44,12.582,,,,
173,09/05/17,13:37:44,14.002,,,,
174,09/05/17,14:37:44,15.127,,,,
175,09/05/17,15:37:44,16.415,,,,
176,09/05/17,16:37:44,18.295,,,,
177,09/05/17,17:37:44,24.195,,,,
178,09/05/17,18:37:44,23.280,,,,
179,09/05/17,19:37:44,19.032,,,,
180,09/05/17,20:37:44,13.449,,,,
181,09/05/17,21:37:44,11.953,,,,
182,09/05/17,22:37:44,10.394,,,,
183,09/05/17,23:37:44,9.534,,,,
184,10/05/17,00:37:44,9.015,,,,
185,10/05/17,01:37:44,8.643,,,,
186,10/05/17,02:37:44,8.319,,,,
187,10/05/17,03:37:44,8.095,,,,
188,10/05/17,04:37:44,8.020,,,,
189,10/05/17,05:37:44,8.220,,,,
190,10/05/17,06:37:44,8.519,,,,
191,10/05/17,07:37:44,8.717,,,,
192,10/05/17,08:37:44,8.767,,,,
193,10/05/17,09:37:44,9.386,,,,
194,10/05/17,10:37:44,10.443,,,,
195,10/05/17,11:37:44,10.663,,,,
196,10/05/17,12:37:44,11.370,,,,
197,10/05/17,13:37:44,13.064,,,,
198,10/05/17,14:37:44,13.858,,,,
199,10/05/17,15:37:44,15.748,,,,
200,10/05/17,16:37:44,16.534,,,,
201,10/05/17,17:37:44,15.079,,,,
202,10/05/17,18:37:44,12.775,,,,
203,10/05/17,19:37:44,11.078,,,,
204,10/05/17,20:37:44,10.001,,,,
205,10/05/17,21:37:44,8.891,,,,
206,10/05/17,22:37:44,8.369,,,,
207,10/05/17,23:37:44,7.845,,,,
208,11/05/17,00:37:44,8.319,,,,
209,11/05/17,01:37:44,8.319,,,,
210,11/05/17,02:37:44,7.720,,,,
211,11/05/17,03:37:44,7.066,,,,
212,11/05/17,04:37:44,6.661,,,,
213,11/05/17,05:37:44,6.051,,,,
214,11/05/17,06:37:44,5.975,,,,
215,11/05/17,07:37:44,6.230,,,,
216,11/05/17,08:37:44,5.924,,,,
217,11/05/17,09:37:44,6.357,,,,
218,11/05/17,10:37:44,6.306,,,,
219,11/05/17,11:37:44,7.293,,,,
220,11/05/17,12:37:44,8.195,,,,
221,11/05/17,13:37:44,9.238,,,,
222,11/05/17,14:37:44,7.745,,,,
223,11/05/17,15:37:44,7.293,,,,
224,11/05/17,16:37:44,7.318,,,,
225,11/05/17,17:37:44,6.661,,,,
226,11/05/17,18:37:44,8.270,,,,
227,11/05/17,19:37:44,7.015,,,,
228,11/05/17,20:37:44,6.204,,,,
229,11/05/17,21:37:44,5.050,,,,
230,11/05/17,22:37:44,5.257,,,,
231,11/05/17,23:37:44,5.205,,,,
232,12/05/17,00:37:44,4.688,,,,
233,12/05/17,01:37:44,4.844,,,,
234,12/05/17,02:37:44,4.714,,,,
235,12/05/17,03:37:44,5.076,,,,
236,12/05/17,04:37:44,4.402,,,,
237,12/05/17,05:37:44,4.037,,,,
238,12/05/17,06:37:44,4.324,,,,
239,12/05/17,07:37:44,4.480,,,,
240,12/05/17,08:37:44,4.973,,,,
241,12/05/17,09:37:44,5.385,,,,
242,12/05/17,10:37:44,6.077,,,,
243,12/05/17,11:37:44,6.661,,,,
244,12/05/17,12:37:44,6.914,,,,
245,12/05/17,13:37:44,7.217,,,,
246,12/05/17,14:37:44,7.217,,,,
247,12/05/17,15:37:44,7.795,,,,
248,12/05/17,16:37:44,7.268,,,,
249,12/05/17,17:37:44,7.870,,,,
250,12/05/17,18:37:44,7.318,,,,
251,12/05/17,19:37:44,6.914,,,,
252,12/05/17,20:37:44,6.712,,,,
253,12/05/17,21:37:44,6.408,,,,
254,12/05/17,22:37:44,6.357,,,,
255,12/05/17,23:37:44,5.642,,,,
256,13/05/17,00:37:44,5.437,,,,
257,13/05/17,01:37:44,5.024,,,,
258,13/05/17,02:37:44,5.076,,,,
259,13/05/17,03:37:44,4.999,,,,
260,13/05/17,04:37:44,4.298,,,,
261,13/05/17,05:37:44,3.801,,,,
262,13/05/17,06:37:44,3.327,,,,
263,13/05/17,07:37:44,3.406,,,,
264,13/05/17,08:37:44,3.670,,,,
265,13/05/17,09:37:44,4.402,,,,
266,13/05/17,10:37:44,5.437,,,,
267,13/05/17,11:37:44,7.091,,,,
268,13/05/17,12:37:44,8.543,,,,
269,13/05/17,13:37:44,9.731,,,,
270,13/05/17,14:37:44,10.492,,,,
271,13/05/17,15:37:44,10.467,,,,
272,13/05/17,16:37:44,10.198,,,,
273,13/05/17,17:37:44,10.124,,,,
274,13/05/17,18:37:44,8.767,,,,
275,13/05/17,19:37:44,8.319,,,,
276,13/05/17,20:37:44,7.870,,,,
277,13/05/17,21:37:44,7.619,,,,
278,13/05/17,22:37:44,7.494,,,,
279,13/05/17,23:37:44,7.242,,,,
280,14/05/17,00:37:44,6.408,,,,
281,14/05/17,01:37:44,5.719,,,,
282,14/05/17,02:37:44,5.257,,,,
283,14/05/17,03:37:44,4.792,,,,
284,14/05/17,04:37:44,4.558,,,,
285,14/05/17,05:37:44,4.506,,,,
286,14/05/17,06:37:44,4.298,,,,
287,14/05/17,07:37:44,4.298,,,,
288,14/05/17,08:37:44,4.740,,,,
289,14/05/17,09:37:44,5.488,,,,
290,14/05/17,10:37:44,6.204,,,,
291,14/05/17,11:37:44,7.419,,,,
292,14/05/17,12:37:44,8.990,,,,
293,14/05/17,13:37:44,9.780,,,,
294,14/05/17,14:37:44,11.175,,,,
295,14/05/17,15:37:44,11.248,,,,
296,14/05/17,16:37:44,10.907,,,,
297,14/05/17,17:37:44,12.823,,,,
298,14/05/17,18:37:44,17.320,,,,
299,14/05/17,19:37:44,13.473,,,,
300,14/05/17,20:37:44,11.419,,,,
301,14/05/17,21:37:44,9.188,,,,
302,14/05/17,22:37:44,8.270,,,,
303,14/05/17,23:37:44,7.569,,,,
304,15/05/17,00:37:44,7.066,,,,
305,15/05/17,01:37:44,6.661,,,,
306,15/05/17,02:37:44,6.382,,,,
307,15/05/17,03:37:44,6.102,,,,
308,15/05/17,04:37:44,5.821,,,,
309,15/05/17,05:37:44,5.693,,,,
310,15/05/17,06:37:44,5.411,,,,
311,15/05/17,07:37:44,5.437,,,,
312,15/05/17,08:37:44,6.051,,,,
313,15/05/17,09:37:44,6.813,,,,
314,15/05/17,10:37:44,7.519,,,,
315,15/05/17,11:37:44,8.792,,,,
316,15/05/17,12:37:44,10.247,,,,
317,15/05/17,13:37:44,12.678,,,,
318,15/05/17,14:37:44,13.786,,,,
319,15/05/17,15:37:44,15.270,,,,
320,15/05/17,16:37:44,17.534,,,,
321,15/05/17,17:37:44,20.269,,,,
322,15/05/17,18:37:44,21.819,,,,
323,15/05/17,19:37:44,18.438,,,,
324,15/05/17,20:37:44,13.978,,,,
325,15/05/17,21:37:44,11.589,,,,
326,15/05/17,22:37:44,10.467,,,,
327,15/05/17,23:37:44,10.075,,,,
328,16/05/17,00:37:44,9.682,,,,
329,16/05/17,01:37:44,9.163,,,,
330,16/05/17,02:37:44,8.916,,,,
331,16/05/17,03:37:44,8.717,,,,
332,16/05/17,04:37:44,8.344,,,,
333,16/05/17,05:37:44,8.120,,,,
334,16/05/17,06:37:44,8.020,,,,
335,16/05/17,07:37:44,7.695,,,,
336,16/05/17,08:37:44,8.494,,,,
337,16/05/17,09:37:44,9.114,,,,
338,16/05/17,10:37:44,9.903,,,,
339,16/05/17,11:37:44,11.807,,,,
340,16/05/17,12:37:44,12.944,,,,
341,16/05/17,13:37:44,14.601,,,,
342,16/05/17,14:37:44,14.697,,,,
343,16/05/17,15:37:44,15.270,,,,
344,16/05/17,16:37:44,16.868,,,,
345,16/05/17,17:37:44,19.151,,,,
346,16/05/17,18:37:44,17.296,,,,
347,16/05/17,19:37:44,18.247,,,,
348,16/05/17,20:37:44,13.906,,,,
349,16/05/17,21:37:44,11.467,,,,
350,16/05/17,22:37:44,10.516,,,,
351,16/05/17,23:37:44,9.952,,,,
352,17/05/17,00:37:44,9.534,,,,
353,17/05/17,01:37:44,9.139,,,,
354,17/05/17,02:37:44,9.015,,,,
355,17/05/17,03:37:44,8.891,,,,
356,17/05/17,04:37:44,8.543,,,,
357,17/05/17,05:37:44,8.444,,,,
358,17/05/17,06:37:44,8.519,,,,
359,17/05/17,07:37:44,8.519,,,,
360,17/05/17,08:37:44,8.990,,,,
361,17/05/17,09:37:44,10.418,,,,
362,17/05/17,10:37:44,11.807,,,,
363,17/05/17,11:37:44,12.147,,,,
364,17/05/17,12:37:44,12.799,,,,
365,17/05/17,13:37:44,14.864,,,,
366,17/05/17,14:37:44,15.891,,,,
367,17/05/17,15:37:44,17.344,,,,
368,17/05/17,16:37:44,18.652,,,,
369,17/05/17,17:37:44,23.689,,,,
370,17/05/17,18:37:44,20.079,,,,
371,17/05/17,19:37:44,18.913,,,,
372,17/05/17,20:37:44,14.888,,,,
373,17/05/17,21:37:44,12.219,,,,
374,17/05/17,22:37:44,10.858,,,,
375,17/05/17,23:37:44,10.124,,,,
376,18/05/17,00:37:44,9.460,,,,
377,18/05/17,01:37:44,9.336,,,,
378,18/05/17,02:37:44,9.262,,,,
379,18/05/17,03:37:44,9.460,,,,
380,18/05/17,04:37:44,9.040,,,,
381,18/05/17,05:37:44,8.693,,,,
382,18/05/17,06:37:44,8.543,,,,
383,18/05/17,07:37:44,8.543,,,,
384,18/05/17,08:37:44,8.444,,,,
385,18/05/17,09:37:44,8.817,,,,
386,18/05/17,10:37:44,9.386,,,,
387,18/05/17,11:37:44,10.394,,,,
388,18/05/17,12:37:44,12.122,,,,
389,18/05/17,13:37:44,12.992,,,,
390,18/05/17,14:37:44,14.074,,,,
391,18/05/17,15:37:44,15.199,,,,
392,18/05/17,16:37:44,16.463,,,,
393,18/05/17,17:37:44,25.113,,,,
394,18/05/17,18:37:44,23.400,,,,
395,18/05/17,19:37:44,23.160,,,,
396,18/05/17,20:37:44,14.002,,,,
397,18/05/17,21:37:44,10.590,,,,
398,18/05/17,22:37:44,9.163,,,,
399,18/05/17,23:37:44,8.444,,,,
400,19/05/17,00:37:44,7.795,,,,
401,19/05/17,01:37:44,7.519,,,,
402,19/05/17,02:37:44,7.318,,,,
403,19/05/17,03:37:44,6.965,,,,
404,19/05/17,04:37:44,6.712,,,,
405,19/05/17,05:37:44,6.940,,,,
406,19/05/17,06:37:44,6.611,,,,
407,19/05/17,07:37:44,6.408,,,,
408,19/05/17,08:37:44,7.368,,,,
409,19/05/17,09:37:44,7.670,,,,
410,19/05/17,10:37:44,8.419,,,,
411,19/05/17,11:37:44,9.460,,,,
412,19/05/17,12:37:44,10.761,,,,
413,19/05/17,13:37:44,13.088,,,,
414,19/05/17,14:37:44,13.978,,,,
415,19/05/17,15:37:44,16.511,,,,
416,19/05/17,16:37:44,17.582,,,,
417,19/05/17,17:37:44,25.550,,,,
418,19/05/17,18:37:44,24.195,,,,
419,19/05/17,19:37:44,24.122,,,,
420,19/05/17,20:37:44,15.175,,,,
421,19/05/17,21:37:44,11.977,,,,
422,19/05/17,22:37:44,10.761,,,,
423,19/05/17,23:37:44,9.928,,,,
424,20/05/17,00:37:44,9.336,,,,
425,20/05/17,01:37:44,8.841,,,,
426,20/05/17,02:37:44,8.618,,,,
427,20/05/17,03:37:44,8.618,,,,
428,20/05/17,04:37:44,8.519,,,,
429,20/05/17,05:37:44,8.444,,,,
430,20/05/17,06:37:44,8.369,,,,
431,20/05/17,07:37:44,8.469,,,,
432,20/05/17,08:37:44,8.866,,,,
433,20/05/17,09:37:44,9.361,,,,
434,20/05/17,10:37:44,10.051,,,,
435,20/05/17,11:37:44,11.273,,,,
436,20/05/17,12:37:44,12.582,,,,
437,20/05/17,13:37:44,14.960,,,,
438,20/05/17,14:37:44,15.939,,,,
439,20/05/17,15:37:44,18.580,,,,
440,20/05/17,16:37:44,19.460,,,,
441,20/05/17,17:37:44,28.568,,,,
442,20/05/17,18:37:44,26.646,,,,
443,20/05/17,19:37:44,26.378,,,,
444,20/05/17,20:37:44,17.296,,,,
445,20/05/17,21:37:44,13.906,,,,
446,20/05/17,22:37:44,12.485,,,,
447,20/05/17,23:37:44,11.516,,,,
448,21/05/17,00:37:44,11.029,,,,
449,21/05/17,01:37:44,11.832,,,,
450,21/05/17,02:37:44,12.098,,,,
451,21/05/17,03:37:44,11.856,,,,
452,21/05/17,04:37:44,11.953,,,,
453,21/05/17,05:37:44,12.243,,,,
454,21/05/17,06:37:44,12.509,,,,
455,21/05/17,07:37:44,12.582,,,,
456,21/05/17,08:37:44,13.064,,,,
457,21/05/17,09:37:44,14.050,,,,
458,21/05/17,10:37:44,15.270,,,,
459,21/05/17,11:37:44,16.392,,,,
460,21/05/17,12:37:44,17.320,,,,
461,21/05/17,13:37:44,18.033,,,,
462,21/05/17,14:37:44,17.915,,,,
463,21/05/17,15:37:44,16.153,,,,
464,21/05/17,16:37:44,16.939,,,,
465,21/05/17,17:37:44,16.963,,,,
466,21/05/17,18:37:44,16.272,,,,
467,21/05/17,19:37:44,16.606,,,,
468,21/05/17,20:37:44,14.960,,,,
469,21/05/17,21:37:44,14.266,,,,
470,21/05/17,22:37:44,13.954,,,,
471,21/05/17,23:37:44,13.738,,,,
472,22/05/17,00:37:44,13.690,,,,
473,22/05/17,01:37:44,13.449,,,,
474,22/05/17,02:37:44,13.425,,,,
475,22/05/17,03:37:44,13.522,,,,
476,22/05/17,04:37:44,13.209,,,,
477,22/05/17,05:37:44,12.968,,,,
478,22/05/17,06:37:44,12.678,,,,
479,22/05/17,07:37:44,12.437,,,,
480,22/05/17,08:37:44,12.630,,,,
481,22/05/17,09:37:44,12.727,,,,
482,22/05/17,10:37:44,13.112,,,,
483,22/05/17,11:37:44,13.762,,,,
484,22/05/17,12:37:44,14.840,,,,
485,22/05/17,13:37:44,17.082,,,,
486,22/05/17,14:37:44,18.224,,,,
487,22/05/17,15:37:44,20.698,,,,
488,22/05/17,16:37:44,20.793,,,,
489,22/05/17,17:37:44,30.192,,,,
490,22/05/17,18:37:44,27.974,,,,
491,22/05/17,19:37:44,27.899,,,,
492,22/05/17,20:37:44,18.771,,,,
493,22/05/17,21:37:44,15.079,,,,
494,22/05/17,22:37:44,13.618,,,,
495,22/05/17,23:37:44,12.630,,,,
496,23/05/17,00:37:44,12.147,,,,
497,23/05/17,01:37:44,11.880,,,,
498,23/05/17,02:37:44,11.807,,,,
499,23/05/17,03:37:44,12.001,,,,
500,23/05/17,04:37:44,12.122,,,,
501,23/05/17,05:37:44,11.540,,,,
502,23/05/17,06:37:44,11.175,,,,
503,23/05/17,07:37:44,11.540,,,,
504,23/05/17,08:37:44,11.759,,,,
505,23/05/17,09:37:44,12.437,,,,
506,23/05/17,10:37:44,13.401,,,,
507,23/05/17,11:37:44,14.529,,,,
508,23/05/17,12:37:44,15.533,,,,
509,23/05/17,13:37:44,17.677,,,,
510,23/05/17,14:37:44,18.176,,,,
511,23/05/17,15:37:44,17.486,,,,
512,23/05/17,16:37:44,16.201,,,,
513,23/05/17,17:37:44,19.246,,,,
514,23/05/17,18:37:44,26.451,,,,
515,23/05/17,19:37:44,26.720,,,,
516,23/05/17,20:37:44,18.652,,,,
517,23/05/17,21:37:44,14.936,,,,
518,23/05/17,22:37:44,13.642,,,,
519,23/05/17,23:37:44,12.944,,,,
520,24/05/17,00:37:44,12.413,,,,
521,24/05/17,01:37:44,12.050,,,,
522,24/05/17,02:37:44,11.856,,,,
523,24/05/17,03:37:44,11.759,,,,
524,24/05/17,04:37:44,11.540,,,,
525,24/05/17,05:37:44,11.200,,,,
526,24/05/17,06:37:44,11.078,,,,
527,24/05/17,07:37:44,10.956,,,,
528,24/05/17,08:37:44,11.540,,,,
529,24/05/17,09:37:44,12.219,,,,
530,24/05/17,10:37:44,13.064,,,,
531,24/05/17,11:37:44,14.266,,,,
532,24/05/17,12:37:44,15.652,,,,
533,24/05/17,13:37:44,15.270,,,,
534,24/05/17,14:37:44,15.533,,,,
535,24/05/17,15:37:44,16.606,,,,
536,24/05/17,16:37:44,17.629,,,,
537,24/05/17,17:37:44,15.796,,,,
538,24/05/17,18:37:44,14.098,,,,
539,24/05/17,19:37:44,17.249,,,,
540,24/05/17,20:37:44,15.223,,,,
541,24/05/17,21:37:44,12.799,,,,
542,24/05/17,22:37:44,12.074,,,,
543,24/05/17,23:37:44,11.637,,,,
544,25/05/17,00:37:44,11.662,,,,
545,25/05/17,01:37:44,11.540,,,,
546,25/05/17,02:37:44,11.637,,,,
547,25/05/17,03:37:44,11.807,,,,
548,25/05/17,04:37:44,11.467,,,,
549,25/05/17,05:37:44,11.589,,,,
550,25/05/17,06:37:44,11.175,,,,
551,25/05/17,07:37:44,11.443,,,,
552,25/05/17,08:37:44,12.268,,,,
553,25/05/17,09:37:44,12.920,,,,
554,25/05/17,10:37:44,13.882,,,,
555,25/05/17,11:37:44,15.151,,,,
556,25/05/17,12:37:44,16.868,,,,
557,25/05/17,13:37:44,18.033,,,,
558,25/05/17,14:37:44,18.105,,,,
559,25/05/17,15:37:44,18.129,,,,
560,25/05/17,16:37:44,17.843,,,,
561,25/05/17,17:37:44,19.865,,,,
562,25/05/17,18:37:44,22.082,,,,
563,25/05/17,19:37:44,26.818,,,,
564,25/05/17,20:37:44,18.985,,,,
565,25/05/17,21:37:44,14.912,,,,
566,25/05/17,22:37:44,13.546,,,,
567,25/05/17,23:37:44,13.064,,,,
568,26/05/17,00:37:44,12.461,,,,
569,26/05/17,01:37:44,11.953,,,,
570,26/05/17,02:37:44,11.589,,,,
571,26/05/17,03:37:44,11.273,,,,
572,26/05/17,04:37:44,10.956,,,,
573,26/05/17,05:37:44,10.712,,,,
574,26/05/17,06:37:44,10.516,,,,
575,26/05/17,07:37:44,10.614,,,,
576,26/05/17,08:37:44,11.224,,,,
577,26/05/17,09:37:44,12.147,,,,
578,26/05/17,10:37:44,13.257,,,,
579,26/05/17,11:37:44,14.409,,,,
580,26/05/17,12:37:44,15.533,,,,
581,26/05/17,13:37:44,17.368,,,,
582,26/05/17,14:37:44,17.320,,,,
583,26/05/17,15:37:44,17.748,,,,
584,26/05/17,16:37:44,16.463,,,,
585,26/05/17,17:37:44,21.652,,,,
586,26/05/17,18:37:44,17.130,,,,
587,26/05/17,19:37:44,21.700,,,,
588,26/05/17,20:37:44,17.843,,,,
589,26/05/17,21:37:44,14.601,,,,
590,26/05/17,22:37:44,13.329,,,,
591,26/05/17,23:37:44,12.799,,,,
592,27/05/17,00:37:44,12.171,,,,
593,27/05/17,01:37:44,11.904,,,,
594,27/05/17,02:37:44,11.516,,,,
595,27/05/17,03:37:44,11.297,,,,
596,27/05/17,04:37:44,10.932,,,,
597,27/05/17,05:37:44,11.200,,,,
598,27/05/17,06:37:44,11.492,,,,
599,27/05/17,07:37:44,11.540,,,,
600,27/05/17,08:37:44,11.662,,,,
601,27/05/17,09:37:44,12.340,,,,
602,27/05/17,10:37:44,13.209,,,,
603,27/05/17,11:37:44,14.290,,,,
604,27/05/17,12:37:44,15.557,,,,
605,27/05/17,13:37:44,17.582,,,,
606,27/05/17,14:37:44,19.484,,,,
607,27/05/17,15:37:44,22.178,,,,
608,27/05/17,16:37:44,21.795,,,,
609,27/05/17,17:37:44,28.444,,,,
610,27/05/17,18:37:44,24.823,,,,
611,27/05/17,19:37:44,22.489,,,,
612,27/05/17,20:37:44,18.747,,,,
613,27/05/17,21:37:44,15.676,,,,
614,27/05/17,22:37:44,14.290,,,,
615,27/05/17,23:37:44,14.218,,,,
616,28/05/17,00:37:44,14.266,,,,
617,28/05/17,01:37:44,13.858,,,,
618,28/05/17,02:37:44,13.882,,,,
619,28/05/17,03:37:44,13.040,,,,
620,28/05/17,04:37:44,13.016,,,,
621,28/05/17,05:37:44,12.534,,,,
622,28/05/17,06:37:44,13.281,,,,
