Date,Time,Temp (°C)  #9695077,Coupler Detached  #9695077,Bad Battery  #9695077,Coupler Attached  #9695077,Host Connected  #9695077,End Of File  #9695077
05/05/17,03:55:01,9.064,,,,,
05/05/17,04:55:01,8.618,,,,,
05/05/17,05:55:01,8.220,,,,,
05/05/17,06:55:01,8.045,,,,,
05/05/17,07:55:01,7.920,,,,,
05/05/17,08:55:01,7.845,,,,,
05/05/17,09:55:01,7.619,,,,,
05/05/17,10:55:01,8.792,,,,,
05/05/17,11:55:01,15.294,,,,,
05/05/17,12:55:01,18.985,,,,,
05/05/17,13:55:01,17.391,,,,,
05/05/17,14:55:01,15.079,,,,,
05/05/17,15:55:01,18.461,,,,,
05/05/17,16:55:01,16.892,,,,,
05/05/17,17:55:01,15.748,,,,,
05/05/17,18:55:01,12.799,,,,,
05/05/17,19:55:01,11.127,,,,,
05/05/17,20:55:01,8.965,,,,,
05/05/17,21:55:01,8.593,,,,,
05/05/17,22:55:01,7.393,,,,,
05/05/17,23:55:01,6.306,,,,,
06/05/17,00:55:01,5.565,,,,,
06/05/17,01:55:01,5.334,,,,,
06/05/17,02:55:01,4.973,,,,,
06/05/17,03:55:01,4.194,,,,,
06/05/17,04:55:01,3.854,,,,,
06/05/17,05:55:01,3.406,,,,,
06/05/17,06:55:01,3.168,,,,,
06/05/17,07:55:01,3.009,,,,,
06/05/17,08:55:01,3.036,,,,,
06/05/17,09:55:01,3.116,,,,,
06/05/17,10:55:01,4.636,,,,,
06/05/17,11:55:01,12.364,,,,,
06/05/17,12:55:01,16.796,,,,,
06/05/17,13:55:01,19.341,,,,,
06/05/17,14:55:01,20.555,,,,,
06/05/17,15:55:01,20.889,,,,,
06/05/17,16:55:01,20.269,,,,,
06/05/17,17:55:01,18.818,,,,,
06/05/17,18:55:01,16.654,,,,,
06/05/17,19:55:01,15.031,,,,,
06/05/17,20:55:01,12.920,,,,,
06/05/17,21:55:01,10.124,,,,,
06/05/17,22:55:01,8.668,,,,,
06/05/17,23:55:01,7.619,,,,,
07/05/17,00:55:01,6.763,,,,,
07/05/17,01:55:01,5.949,,,,,
07/05/17,02:55:01,5.385,,,,,
07/05/17,03:55:01,4.818,,,,,
07/05/17,04:55:01,4.376,,,,,
07/05/17,05:55:01,3.932,,,,,
07/05/17,06:55:01,3.906,,,,,
07/05/17,07:55:01,3.827,,,,,
07/05/17,08:55:01,3.906,,,,,
07/05/17,09:55:01,4.246,,,,,
07/05/17,10:55:01,6.204,,,,,
07/05/17,11:55:01,13.618,,,,,
07/05/17,12:55:01,17.510,,,,,
07/05/17,13:55:01,20.365,,,,,
07/05/17,14:55:01,21.366,,,,,
07/05/17,15:55:01,21.103,,,,,
07/05/17,16:55:01,19.960,,,,,
07/05/17,17:55:01,18.937,,,,,
07/05/17,18:55:01,17.653,,,,,
07/05/17,19:55:01,15.986,,,,,
07/05/17,20:55:01,13.786,,,,,
07/05/17,21:55:01,11.419,,,,,
07/05/17,22:55:01,9.903,,,,,
07/05/17,23:55:01,9.015,,,,,
08/05/17,00:55:01,8.270,,,,,
08/05/17,01:55:01,7.745,,,,,
08/05/17,02:55:01,7.167,,,,,
08/05/17,03:55:01,6.661,,,,,
08/05/17,04:55:01,6.255,,,,,
08/05/17,05:55:01,5.872,,,,,
08/05/17,06:55:01,5.360,,,,,
08/05/17,07:55:01,5.231,,,,,
08/05/17,08:55:01,5.308,,,,,
08/05/17,09:55:01,5.591,,,,,
08/05/17,10:55:01,7.619,,,,,
08/05/17,11:55:01,14.960,,,,,
08/05/17,12:55:01,19.080,,,,,
08/05/17,13:55:01,21.056,,,,,
08/05/17,14:55:01,21.342,,,,,
08/05/17,15:55:01,21.127,,,,,
08/05/17,16:55:01,20.746,,,,,
08/05/17,17:55:01,18.818,,,,,
08/05/17,18:55:01,16.844,,,,,
08/05/17,19:55:01,15.270,,,,,
08/05/17,20:55:01,13.690,,,,,
08/05/17,21:55:01,11.443,,,,,
08/05/17,22:55:01,9.903,,,,,
08/05/17,23:55:01,8.618,,,,,
09/05/17,00:55:01,7.995,,,,,
09/05/17,01:55:01,7.469,,,,,
09/05/17,02:55:01,7.167,,,,,
09/05/17,03:55:01,7.116,,,,,
09/05/17,04:55:01,7.142,,,,,
09/05/17,05:55:01,7.116,,,,,
09/05/17,06:55:01,6.687,,,,,
09/05/17,07:55:01,6.661,,,,,
09/05/17,08:55:01,6.813,,,,,
09/05/17,09:55:01,7.091,,,,,
09/05/17,10:55:01,8.841,,,,,
09/05/17,11:55:01,14.625,,,,,
09/05/17,12:55:01,17.153,,,,,
09/05/17,13:55:01,18.557,,,,,
09/05/17,14:55:01,18.723,,,,,
09/05/17,15:55:01,17.582,,,,,
09/05/17,16:55:01,18.509,,,,,
09/05/17,17:55:01,17.677,,,,,
09/05/17,18:55:01,16.558,,,,,
09/05/17,19:55:01,14.290,,,,,
09/05/17,20:55:01,12.340,,,,,
09/05/17,21:55:01,11.443,,,,,
09/05/17,22:55:01,9.879,,,,,
09/05/17,23:55:01,8.891,,,,,
10/05/17,00:55:01,8.020,,,,,
10/05/17,01:55:01,7.419,,,,,
10/05/17,02:55:01,6.914,,,,,
10/05/17,03:55:01,6.484,,,,,
10/05/17,04:55:01,6.281,,,,,
10/05/17,05:55:01,6.484,,,,,
10/05/17,06:55:01,6.889,,,,,
10/05/17,07:55:01,7.167,,,,,
10/05/17,08:55:01,7.419,,,,,
10/05/17,09:55:01,8.319,,,,,
10/05/17,10:55:01,10.590,,,,,
10/05/17,11:55:01,15.843,,,,,
10/05/17,12:55:01,19.151,,,,,
10/05/17,13:55:01,20.079,,,,,
10/05/17,14:55:01,20.269,,,,,
10/05/17,15:55:01,18.889,,,,,
10/05/17,16:55:01,17.320,,,,,
10/05/17,17:55:01,15.175,,,,,
10/05/17,18:55:01,13.546,,,,,
10/05/17,19:55:01,11.565,,,,,
10/05/17,20:55:01,9.780,,,,,
10/05/17,21:55:01,8.045,,,,,
10/05/17,22:55:01,7.167,,,,,
10/05/17,23:55:01,6.509,,,,,
11/05/17,00:55:01,6.763,,,,,
11/05/17,01:55:01,6.940,,,,,
11/05/17,02:55:01,6.484,,,,,
11/05/17,03:55:01,6.535,,,,,
11/05/17,04:55:01,6.433,,,,,
11/05/17,05:55:01,5.898,,,,,
11/05/17,06:55:01,5.642,,,,,
11/05/17,07:55:01,5.770,,,,,
11/05/17,08:55:01,5.616,,,,,
11/05/17,09:55:01,6.357,,,,,
11/05/17,10:55:01,7.242,,,,,
11/05/17,11:55:01,10.001,,,,,
11/05/17,12:55:01,12.001,,,,,
11/05/17,13:55:01,10.956,,,,,
11/05/17,14:55:01,8.916,,,,,
11/05/17,15:55:01,8.444,,,,,
11/05/17,16:55:01,7.870,,,,,
11/05/17,17:55:01,7.670,,,,,
11/05/17,18:55:01,7.569,,,,,
11/05/17,19:55:01,6.509,,,,,
11/05/17,20:55:01,5.975,,,,,
11/05/17,21:55:01,4.818,,,,,
11/05/17,22:55:01,4.740,,,,,
11/05/17,23:55:01,4.350,,,,,
12/05/17,00:55:01,3.617,,,,,
12/05/17,01:55:01,4.037,,,,,
12/05/17,02:55:01,3.932,,,,,
12/05/17,03:55:01,4.246,,,,,
12/05/17,04:55:01,3.643,,,,,
12/05/17,05:55:01,3.248,,,,,
12/05/17,06:55:01,3.591,,,,,
12/05/17,07:55:01,3.880,,,,,
12/05/17,08:55:01,4.610,,,,,
12/05/17,09:55:01,5.076,,,,,
12/05/17,10:55:01,6.281,,,,,
12/05/17,11:55:01,7.494,,,,,
12/05/17,12:55:01,7.695,,,,,
12/05/17,13:55:01,8.195,,,,,
12/05/17,14:55:01,9.558,,,,,
12/05/17,15:55:01,8.916,,,,,
12/05/17,16:55:01,8.270,,,,,
12/05/17,17:55:01,8.419,,,,,
12/05/17,18:55:01,7.343,,,,,
12/05/17,19:55:01,7.167,,,,,
12/05/17,20:55:01,6.839,,,,,
12/05/17,21:55:01,6.509,,,,,
12/05/17,22:55:01,6.281,,,,,
12/05/17,23:55:01,5.334,,,,,
13/05/17,00:55:01,5.076,,,,,
13/05/17,01:55:01,4.402,,,,,
13/05/17,02:55:01,4.584,,,,,
13/05/17,03:55:01,4.194,,,,,
13/05/17,04:55:01,3.433,,,,,
13/05/17,05:55:01,2.690,,,,,
13/05/17,06:55:01,2.343,,,,,
13/05/17,07:55:01,2.209,,,,,
13/05/17,08:55:01,2.236,,,,,
13/05/17,09:55:01,2.423,,,,,
13/05/17,10:55:01,5.024,,,,,
13/05/17,11:55:01,11.710,,,,,
13/05/17,12:55:01,14.242,,,,,
13/05/17,13:55:01,16.320,,,,,
13/05/17,14:55:01,15.247,,,,,
13/05/17,15:55:01,13.738,,,,,
13/05/17,16:55:01,13.353,,,,,
13/05/17,17:55:01,11.783,,,,,
13/05/17,18:55:01,10.247,,,,,
13/05/17,19:55:01,9.485,,,,,
13/05/17,20:55:01,8.717,,,,,
13/05/17,21:55:01,8.195,,,,,
13/05/17,22:55:01,7.920,,,,,
13/05/17,23:55:01,7.419,,,,,
14/05/17,00:55:01,6.000,,,,,
14/05/17,01:55:01,4.999,,,,,
14/05/17,02:55:01,4.298,,,,,
14/05/17,03:55:01,3.485,,,,,
14/05/17,04:55:01,3.036,,,,,
14/05/17,05:55:01,2.770,,,,,
14/05/17,06:55:01,2.503,,,,,
14/05/17,07:55:01,2.423,,,,,
14/05/17,08:55:01,2.477,,,,,
14/05/17,09:55:01,2.823,,,,,
14/05/17,10:55:01,5.719,,,,,
14/05/17,11:55:01,12.944,,,,,
14/05/17,12:55:01,12.606,,,,,
14/05/17,13:55:01,13.714,,,,,
14/05/17,14:55:01,14.745,,,,,
14/05/17,15:55:01,13.954,,,,,
14/05/17,16:55:01,12.582,,,,,
14/05/17,17:55:01,12.122,,,,,
14/05/17,18:55:01,12.413,,,,,
14/05/17,19:55:01,11.565,,,,,
14/05/17,20:55:01,10.541,,,,,
14/05/17,21:55:01,8.494,,,,,
14/05/17,22:55:01,7.368,,,,,
14/05/17,23:55:01,6.560,,,,,
15/05/17,00:55:01,5.898,,,,,
15/05/17,01:55:01,5.437,,,,,
15/05/17,02:55:01,5.076,,,,,
15/05/17,03:55:01,4.584,,,,,
15/05/17,04:55:01,4.037,,,,,
15/05/17,05:55:01,3.722,,,,,
15/05/17,06:55:01,3.406,,,,,
15/05/17,07:55:01,3.433,,,,,
15/05/17,08:55:01,3.670,,,,,
15/05/17,09:55:01,4.168,,,,,
15/05/17,10:55:01,7.368,,,,,
15/05/17,11:55:01,14.361,,,,,
15/05/17,12:55:01,17.843,,,,,
15/05/17,13:55:01,19.270,,,,,
15/05/17,14:55:01,18.081,,,,,
15/05/17,15:55:01,19.817,,,,,
15/05/17,16:55:01,19.698,,,,,
15/05/17,17:55:01,17.986,,,,,
15/05/17,18:55:01,16.439,,,,,
15/05/17,19:55:01,14.697,,,,,
15/05/17,20:55:01,13.185,,,,,
15/05/17,21:55:01,11.029,,,,,
15/05/17,22:55:01,9.780,,,,,
15/05/17,23:55:01,9.238,,,,,
16/05/17,00:55:01,8.643,,,,,
16/05/17,01:55:01,8.045,,,,,
16/05/17,02:55:01,7.745,,,,,
16/05/17,03:55:01,7.444,,,,,
16/05/17,04:55:01,6.990,,,,,
16/05/17,05:55:01,6.788,,,,,
16/05/17,06:55:01,6.484,,,,,
16/05/17,07:55:01,6.255,,,,,
16/05/17,08:55:01,6.737,,,,,
16/05/17,09:55:01,7.293,,,,,
16/05/17,10:55:01,10.492,,,,,
16/05/17,11:55:01,15.390,,,,,
16/05/17,12:55:01,16.939,,,,,
16/05/17,13:55:01,18.652,,,,,
16/05/17,14:55:01,17.011,,,,,
16/05/17,15:55:01,18.176,,,,,
16/05/17,16:55:01,18.176,,,,,
16/05/17,17:55:01,17.201,,,,,
16/05/17,18:55:01,15.676,,,,,
16/05/17,19:55:01,14.721,,,,,
16/05/17,20:55:01,13.425,,,,,
16/05/17,21:55:01,11.127,,,,,
16/05/17,22:55:01,9.854,,,,,
16/05/17,23:55:01,9.040,,,,,
17/05/17,00:55:01,8.568,,,,,
17/05/17,01:55:01,8.070,,,,,
17/05/17,02:55:01,7.695,,,,,
17/05/17,03:55:01,7.469,,,,,
17/05/17,04:55:01,7.066,,,,,
17/05/17,05:55:01,6.940,,,,,
17/05/17,06:55:01,6.839,,,,,
17/05/17,07:55:01,6.990,,,,,
17/05/17,08:55:01,7.544,,,,,
17/05/17,09:55:01,9.410,,,,,
17/05/17,10:55:01,12.171,,,,,
17/05/17,11:55:01,14.912,,,,,
17/05/17,12:55:01,20.317,,,,,
17/05/17,13:55:01,22.441,,,,,
17/05/17,14:55:01,22.082,,,,,
17/05/17,15:55:01,23.016,,,,,
17/05/17,16:55:01,21.437,,,,,
17/05/17,17:55:01,19.841,,,,,
17/05/17,18:55:01,17.177,,,,,
17/05/17,19:55:01,15.939,,,,,
17/05/17,20:55:01,14.601,,,,,
17/05/17,21:55:01,12.219,,,,,
17/05/17,22:55:01,10.541,,,,,
17/05/17,23:55:01,9.534,,,,,
18/05/17,00:55:01,8.717,,,,,
18/05/17,01:55:01,8.120,,,,,
18/05/17,02:55:01,7.645,,,,,
18/05/17,03:55:01,7.594,,,,,
18/05/17,04:55:01,7.192,,,,,
18/05/17,05:55:01,6.889,,,,,
18/05/17,06:55:01,6.712,,,,,
18/05/17,07:55:01,6.737,,,,,
18/05/17,08:55:01,6.585,,,,,
18/05/17,09:55:01,6.839,,,,,
18/05/17,10:55:01,9.952,,,,,
18/05/17,11:55:01,15.342,,,,,
18/05/17,12:55:01,13.185,,,,,
18/05/17,13:55:01,16.201,,,,,
18/05/17,14:55:01,16.939,,,,,
18/05/17,15:55:01,17.891,,,,,
18/05/17,16:55:01,18.414,,,,,
18/05/17,17:55:01,17.962,,,,,
18/05/17,18:55:01,15.843,,,,,
18/05/17,19:55:01,14.218,,,,,
18/05/17,20:55:01,12.654,,,,,
18/05/17,21:55:01,9.903,,,,,
18/05/17,22:55:01,8.020,,,,,
18/05/17,23:55:01,6.813,,,,,
19/05/17,00:55:01,5.668,,,,,
19/05/17,01:55:01,5.076,,,,,
19/05/17,02:55:01,4.662,,,,,
19/05/17,03:55:01,4.220,,,,,
19/05/17,04:55:01,3.827,,,,,
19/05/17,05:55:01,3.670,,,,,
19/05/17,06:55:01,3.512,,,,,
19/05/17,07:55:01,3.301,,,,,
19/05/17,08:55:01,3.749,,,,,
19/05/17,09:55:01,4.194,,,,,
19/05/17,10:55:01,8.095,,,,,
19/05/17,11:55:01,14.984,,,,,
19/05/17,12:55:01,18.652,,,,,
19/05/17,13:55:01,20.436,,,,,
19/05/17,14:55:01,21.867,,,,,
19/05/17,15:55:01,21.867,,,,,
19/05/17,16:55:01,20.936,,,,,
19/05/17,17:55:01,19.365,,,,,
19/05/17,18:55:01,17.320,,,,,
19/05/17,19:55:01,15.318,,,,,
19/05/17,20:55:01,14.050,,,,,
19/05/17,21:55:01,11.467,,,,,
19/05/17,22:55:01,9.805,,,,,
19/05/17,23:55:01,8.792,,,,,
20/05/17,00:55:01,7.995,,,,,
20/05/17,01:55:01,7.419,,,,,
20/05/17,02:55:01,6.737,,,,,
20/05/17,03:55:01,6.281,,,,,
20/05/17,04:55:01,5.949,,,,,
20/05/17,05:55:01,5.668,,,,,
20/05/17,06:55:01,5.514,,,,,
20/05/17,07:55:01,5.591,,,,,
20/05/17,08:55:01,5.719,,,,,
20/05/17,09:55:01,6.051,,,,,
20/05/17,10:55:01,9.903,,,,,
20/05/17,11:55:01,16.582,,,,,
20/05/17,12:55:01,20.412,,,,,
20/05/17,13:55:01,22.513,,,,,
20/05/17,14:55:01,23.617,,,,,
20/05/17,15:55:01,23.376,,,,,
20/05/17,16:55:01,22.896,,,,,
20/05/17,17:55:01,21.604,,,,,
20/05/17,18:55:01,19.746,,,,,
20/05/17,19:55:01,18.319,,,,,
20/05/17,20:55:01,16.487,,,,,
20/05/17,21:55:01,13.594,,,,,
20/05/17,22:55:01,11.953,,,,,
20/05/17,23:55:01,10.443,,,,,
21/05/17,00:55:01,9.682,,,,,
21/05/17,01:55:01,9.558,,,,,
21/05/17,02:55:01,9.558,,,,,
21/05/17,03:55:01,9.410,,,,,
21/05/17,04:55:01,9.509,,,,,
21/05/17,05:55:01,9.386,,,,,
21/05/17,06:55:01,9.312,,,,,
21/05/17,07:55:01,9.682,,,,,
21/05/17,08:55:01,10.320,,,,,
21/05/17,09:55:01,11.565,,,,,
21/05/17,10:55:01,13.834,,,,,
21/05/17,11:55:01,15.533,,,,,
21/05/17,12:55:01,17.106,,,,,
21/05/17,13:55:01,17.938,,,,,
21/05/17,14:55:01,18.081,,,,,
21/05/17,15:55:01,17.106,,,,,
21/05/17,16:55:01,17.677,,,,,
21/05/17,17:55:01,16.654,,,,,
21/05/17,18:55:01,15.700,,,,,
21/05/17,19:55:01,14.553,,,,,
21/05/17,20:55:01,13.112,,,,,
21/05/17,21:55:01,12.098,,,,,
21/05/17,22:55:01,11.662,,,,,
21/05/17,23:55:01,11.248,,,,,
22/05/17,00:55:01,10.858,,,,,
22/05/17,01:55:01,10.687,,,,,
22/05/17,02:55:01,10.590,,,,,
22/05/17,03:55:01,10.369,,,,,
22/05/17,04:55:01,10.173,,,,,
22/05/17,05:55:01,10.124,,,,,
22/05/17,06:55:01,9.435,,,,,
22/05/17,07:55:01,9.213,,,,,
22/05/17,08:55:01,9.213,,,,,
22/05/17,09:55:01,9.485,,,,,
22/05/17,10:55:01,12.896,,,,,
22/05/17,11:55:01,18.652,,,,,
22/05/17,12:55:01,22.106,,,,,
22/05/17,13:55:01,23.689,,,,,
22/05/17,14:55:01,24.339,,,,,
22/05/17,15:55:01,24.315,,,,,
22/05/17,16:55:01,23.400,,,,,
22/05/17,17:55:01,22.393,,,,,
22/05/17,18:55:01,20.841,,,,,
22/05/17,19:55:01,19.222,,,,,
22/05/17,20:55:01,17.368,,,,,
22/05/17,21:55:01,14.553,,,,,
22/05/17,22:55:01,12.727,,,,,
22/05/17,23:55:01,11.783,,,,,
23/05/17,00:55:01,11.029,,,,,
23/05/17,01:55:01,10.492,,,,,
23/05/17,02:55:01,10.345,,,,,
23/05/17,03:55:01,10.418,,,,,
23/05/17,04:55:01,10.418,,,,,
23/05/17,05:55:01,9.903,,,,,
23/05/17,06:55:01,9.386,,,,,
23/05/17,07:55:01,9.608,,,,,
23/05/17,08:55:01,9.805,,,,,
23/05/17,09:55:01,10.394,,,,,
23/05/17,10:55:01,13.738,,,,,
23/05/17,11:55:01,18.913,,,,,
23/05/17,12:55:01,22.561,,,,,
23/05/17,13:55:01,23.713,,,,,
23/05/17,14:55:01,24.291,,,,,
23/05/17,15:55:01,19.199,,,,,
23/05/17,16:55:01,17.201,,,,,
23/05/17,17:55:01,18.652,,,,,
23/05/17,18:55:01,19.032,,,,,
23/05/17,19:55:01,17.891,,,,,
23/05/17,20:55:01,16.439,,,,,
23/05/17,21:55:01,14.146,,,,,
23/05/17,22:55:01,12.847,,,,,
23/05/17,23:55:01,12.147,,,,,
24/05/17,00:55:01,11.370,,,,,
24/05/17,01:55:01,10.712,,,,,
24/05/17,02:55:01,10.149,,,,,
24/05/17,03:55:01,9.731,,,,,
24/05/17,04:55:01,9.608,,,,,
24/05/17,05:55:01,9.410,,,,,
24/05/17,06:55:01,9.188,,,,,
24/05/17,07:55:01,9.213,,,,,
24/05/17,08:55:01,9.583,,,,,
24/05/17,09:55:01,10.198,,,,,
24/05/17,10:55:01,13.353,,,,,
24/05/17,11:55:01,18.461,,,,,
24/05/17,12:55:01,20.103,,,,,
24/05/17,13:55:01,16.749,,,,,
24/05/17,14:55:01,15.867,,,,,
24/05/17,15:55:01,17.558,,,,,
24/05/17,16:55:01,18.295,,,,,
24/05/17,17:55:01,16.558,,,,,
24/05/17,18:55:01,15.103,,,,,
24/05/17,19:55:01,15.438,,,,,
24/05/17,20:55:01,14.625,,,,,
24/05/17,21:55:01,12.558,,,,,
24/05/17,22:55:01,11.613,,,,,
24/05/17,23:55:01,10.785,,,,,
25/05/17,00:55:01,10.418,,,,,
25/05/17,01:55:01,10.198,,,,,
25/05/17,02:55:01,10.001,,,,,
25/05/17,03:55:01,9.780,,,,,
25/05/17,04:55:01,9.485,,,,,
25/05/17,05:55:01,9.608,,,,,
25/05/17,06:55:01,9.410,,,,,
25/05/17,07:55:01,9.608,,,,,
25/05/17,08:55:01,10.051,,,,,
25/05/17,09:55:01,10.614,,,,,
25/05/17,10:55:01,13.497,,,,,
25/05/17,11:55:01,17.486,,,,,
25/05/17,12:55:01,20.746,,,,,
25/05/17,13:55:01,20.317,,,,,
25/05/17,14:55:01,18.699,,,,,
25/05/17,15:55:01,18.533,,,,,
25/05/17,16:55:01,18.557,,,,,
25/05/17,17:55:01,18.224,,,,,
25/05/17,18:55:01,17.891,,,,,
25/05/17,19:55:01,17.915,,,,,
25/05/17,20:55:01,16.344,,,,,
25/05/17,21:55:01,13.978,,,,,
25/05/17,22:55:01,12.654,,,,,
25/05/17,23:55:01,11.977,,,,,
26/05/17,00:55:01,11.394,,,,,
26/05/17,01:55:01,10.858,,,,,
26/05/17,02:55:01,10.296,,,,,
26/05/17,03:55:01,9.780,,,,,
26/05/17,04:55:01,9.460,,,,,
26/05/17,05:55:01,9.139,,,,,
26/05/17,06:55:01,8.866,,,,,
26/05/17,07:55:01,8.817,,,,,
26/05/17,08:55:01,9.114,,,,,
26/05/17,09:55:01,9.731,,,,,
26/05/17,10:55:01,13.233,,,,,
26/05/17,11:55:01,17.724,,,,,
26/05/17,12:55:01,22.178,,,,,
26/05/17,13:55:01,23.280,,,,,
26/05/17,14:55:01,19.603,,,,,
26/05/17,15:55:01,17.962,,,,,
26/05/17,16:55:01,16.892,,,,,
26/05/17,17:55:01,18.081,,,,,
26/05/17,18:55:01,16.534,,,,,
26/05/17,19:55:01,16.249,,,,,
26/05/17,20:55:01,15.581,,,,,
26/05/17,21:55:01,13.834,,,,,
26/05/17,22:55:01,12.823,,,,,
26/05/17,23:55:01,12.050,,,,,
27/05/17,00:55:01,11.248,,,,,
27/05/17,01:55:01,10.785,,,,,
27/05/17,02:55:01,10.247,,,,,
27/05/17,03:55:01,9.854,,,,,
27/05/17,04:55:01,9.485,,,,,
27/05/17,05:55:01,9.287,,,,,
27/05/17,06:55:01,9.139,,,,,
27/05/17,07:55:01,9.410,,,,,
27/05/17,08:55:01,9.608,,,,,
27/05/17,09:55:01,10.124,,,,,
27/05/17,10:55:01,13.305,,,,,
27/05/17,11:55:01,18.557,,,,,
27/05/17,12:55:01,22.537,,,,,
27/05/17,13:55:01,24.798,,,,,
27/05/17,14:55:01,25.793,,,,,
27/05/17,15:55:01,25.647,,,,,
27/05/17,16:55:01,24.557,,,,,
27/05/17,17:55:01,23.016,,,,,
27/05/17,18:55:01,21.175,,,,,
27/05/17,19:55:01,19.246,,,,,
27/05/17,20:55:01,17.272,,,,,
27/05/17,21:55:01,15.270,,,,,
27/05/17,22:55:01,13.834,,,,,
27/05/17,23:55:01,12.968,,,,,
28/05/17,00:55:01,12.316,,,,,
28/05/17,01:55:01,11.734,,,,,
28/05/17,02:55:01,11.370,,,,,
28/05/17,03:55:01,10.932,,,,,
28/05/17,04:55:01,10.663,,,,,
28/05/17,05:55:01,10.394,,,,,
28/05/17,06:55:01,10.443,,,,,
28/05/17,07:55:01,10.443,,,,,
28/05/17,08:55:01,10.932,,,,,
28/05/17,09:55:01,11.248,,,,,
28/05/17,10:55:01,13.690,,,,,
28/05/17,11:55:01,16.463,,,,,
28/05/17,12:55:01,19.199,,,,,
28/05/17,13:55:01,24.532,,,,,
28/05/17,14:55:01,26.012,,,,,
28/05/17,15:55:01,26.012,,,,,
28/05/17,16:55:01,25.623,,,,,
28/05/17,17:55:01,22.800,,,,,
28/05/17,18:55:01,21.342,,,,,
28/05/17,19:55:01,19.056,,,,,
28/05/17,20:55:01,17.011,,,,,
28/05/17,21:55:01,15.939,,,,,
28/05/17,22:55:01,15.366,,,,,
28/05/17,23:55:01,14.864,,,,,
29/05/17,00:55:01,14.385,,,,,
29/05/17,01:55:01,13.978,,,,,
29/05/17,02:55:01,13.714,,,,,
29/05/17,03:55:01,12.920,,,,,
29/05/17,04:55:01,12.847,,,,,
29/05/17,05:55:01,12.098,,,,,
29/05/17,06:55:01,11.078,,,,,
29/05/17,07:55:01,10.516,,,,,
29/05/17,08:55:01,10.394,,,,,
29/05/17,09:55:01,12.558,,,,,
29/05/17,10:55:01,14.553,,,,,
29/05/17,11:55:01,19.246,,,,,
29/05/17,12:55:01,20.841,,,,,
29/05/17,13:55:01,21.891,,,,,
29/05/17,14:55:01,18.200,,,,,
29/05/17,15:55:01,20.293,,,,,
29/05/17,16:55:01,19.246,,,,,
29/05/17,17:55:01,17.582,,,,,
29/05/17,18:55:01,16.463,,,,,
29/05/17,19:55:01,15.414,,,,,
29/05/17,20:55:01,13.834,,,,,
29/05/17,21:55:01,13.064,,,,,
