Date,Time,Temp (°C)  #9695077,Coupler Detached  #9695077,Bad Battery  #9695077,Coupler Attached  #9695077,Host Connected  #9695077,End Of File  #9695077
20/08/17,02:55:01,16.701,,,,,
20/08/17,03:55:01,16.129,,,,,
20/08/17,04:55:01,15.724,,,,,
20/08/17,05:55:01,15.294,,,,,
20/08/17,06:55:01,14.984,,,,,
20/08/17,07:55:01,14.816,,,,,
20/08/17,08:55:01,15.390,,,,,
20/08/17,09:55:01,15.891,,,,,
20/08/17,10:55:01,16.725,,,,,
20/08/17,11:55:01,24.847,,,,,
20/08/17,12:55:01,35.448,,,,,
20/08/17,13:55:01,41.065,,,,,
20/08/17,14:55:01,44.196,,,,,
20/08/17,15:55:01,44.257,,,,,
20/08/17,16:55:01,42.475,,,,,
20/08/17,17:55:01,39.601,,,,,
20/08/17,18:55:01,35.850,,,,,
20/08/17,19:55:01,32.201,,,,,
20/08/17,20:55:01,26.818,,,,,
20/08/17,21:55:01,23.328,,,,,
20/08/17,22:55:01,21.437,,,,,
20/08/17,23:55:01,20.198,,,,,
21/08/17,00:55:01,19.199,,,,,
21/08/17,01:55:01,18.604,,,,,
21/08/17,02:55:01,18.224,,,,,
21/08/17,03:55:01,18.295,,,,,
21/08/17,04:55:01,18.129,,,,,
21/08/17,05:55:01,18.010,,,,,
21/08/17,06:55:01,17.439,,,,,
21/08/17,07:55:01,16.463,,,,,
21/08/17,08:55:01,16.534,,,,,
21/08/17,09:55:01,16.773,,,,,
21/08/17,10:55:01,17.391,,,,,
21/08/17,11:55:01,24.798,,,,,
21/08/17,12:55:01,35.182,,,,,
21/08/17,13:55:01,41.268,,,,,
21/08/17,14:55:01,44.781,,,,,
21/08/17,15:55:01,45.845,,,,,
21/08/17,16:55:01,44.073,,,,,
21/08/17,17:55:01,40.142,,,,,
21/08/17,18:55:01,36.335,,,,,
21/08/17,19:55:01,33.183,,,,,
21/08/17,20:55:01,26.256,,,,,
21/08/17,21:55:01,22.753,,,,,
21/08/17,22:55:01,20.722,,,,,
21/08/17,23:55:01,19.246,,,,,
22/08/17,00:55:01,18.129,,,,,
22/08/17,01:55:01,16.558,,,,,
22/08/17,02:55:01,15.676,,,,,
22/08/17,03:55:01,15.103,,,,,
22/08/17,04:55:01,14.577,,,,,
22/08/17,05:55:01,14.290,,,,,
22/08/17,06:55:01,13.954,,,,,
22/08/17,07:55:01,13.690,,,,,
22/08/17,08:55:01,14.050,,,,,
22/08/17,09:55:01,14.792,,,,,
22/08/17,10:55:01,15.294,,,,,
22/08/17,11:55:01,23.376,,,,,
22/08/17,12:55:01,34.757,,,,,
22/08/17,13:55:01,41.123,,,,,
22/08/17,14:55:01,44.472,,,,,
22/08/17,15:55:01,45.092,,,,,
22/08/17,16:55:01,44.257,,,,,
22/08/17,17:55:01,40.862,,,,,
22/08/17,18:55:01,37.069,,,,,
22/08/17,19:55:01,33.183,,,,,
22/08/17,20:55:01,26.842,,,,,
22/08/17,21:55:01,23.040,,,,,
22/08/17,22:55:01,20.841,,,,,
22/08/17,23:55:01,19.199,,,,,
23/08/17,00:55:01,18.152,,,,,
23/08/17,01:55:01,17.415,,,,,
23/08/17,02:55:01,16.701,,,,,
23/08/17,03:55:01,16.129,,,,,
23/08/17,04:55:01,15.724,,,,,
23/08/17,05:55:01,15.390,,,,,
23/08/17,06:55:01,14.697,,,,,
23/08/17,07:55:01,14.266,,,,,
23/08/17,08:55:01,14.481,,,,,
23/08/17,09:55:01,15.031,,,,,
23/08/17,10:55:01,15.796,,,,,
23/08/17,11:55:01,23.160,,,,,
23/08/17,12:55:01,34.019,,,,,
23/08/17,13:55:01,39.829,,,,,
23/08/17,14:55:01,43.013,,,,,
23/08/17,15:55:01,43.768,,,,,
23/08/17,16:55:01,42.803,,,,,
23/08/17,17:55:01,40.257,,,,,
23/08/17,18:55:01,35.502,,,,,
23/08/17,19:55:01,31.026,,,,,
23/08/17,20:55:01,25.380,,,,,
23/08/17,21:55:01,22.034,,,,,
23/08/17,22:55:01,20.150,,,,,
23/08/17,23:55:01,18.794,,,,,
24/08/17,00:55:01,17.867,,,,,
24/08/17,01:55:01,17.034,,,,,
24/08/17,02:55:01,16.392,,,,,
24/08/17,03:55:01,15.605,,,,,
24/08/17,04:55:01,15.008,,,,,
24/08/17,05:55:01,14.170,,,,,
24/08/17,06:55:01,13.834,,,,,
24/08/17,07:55:01,12.944,,,,,
24/08/17,08:55:01,13.714,,,,,
24/08/17,09:55:01,14.002,,,,,
24/08/17,10:55:01,15.438,,,,,
24/08/17,11:55:01,22.633,,,,,
24/08/17,12:55:01,33.131,,,,,
24/08/17,13:55:01,39.460,,,,,
24/08/17,14:55:01,42.833,,,,,
24/08/17,15:55:01,42.594,,,,,
24/08/17,16:55:01,40.804,,,,,
24/08/17,17:55:01,37.315,,,,,
24/08/17,18:55:01,32.278,,,,,
24/08/17,19:55:01,28.841,,,,,
24/08/17,20:55:01,24.363,,,,,
24/08/17,21:55:01,21.413,,,,,
24/08/17,22:55:01,19.651,,,,,
24/08/17,23:55:01,18.271,,,,,
25/08/17,00:55:01,17.510,,,,,
25/08/17,01:55:01,17.272,,,,,
25/08/17,02:55:01,16.630,,,,,
25/08/17,03:55:01,16.272,,,,,
25/08/17,04:55:01,15.891,,,,,
25/08/17,05:55:01,15.772,,,,,
25/08/17,06:55:01,15.414,,,,,
25/08/17,07:55:01,15.461,,,,,
25/08/17,08:55:01,15.772,,,,,
25/08/17,09:55:01,16.511,,,,,
25/08/17,10:55:01,18.105,,,,,
25/08/17,11:55:01,23.424,,,,,
25/08/17,12:55:01,32.407,,,,,
25/08/17,13:55:01,31.740,,,,,
25/08/17,14:55:01,28.593,,,,,
25/08/17,15:55:01,33.495,,,,,
25/08/17,16:55:01,34.334,,,,,
25/08/17,17:55:01,32.639,,,,,
25/08/17,18:55:01,28.295,,,,,
25/08/17,19:55:01,25.525,,,,,
25/08/17,20:55:01,22.417,,,,,
25/08/17,21:55:01,20.079,,,,,
25/08/17,22:55:01,18.604,,,,,
25/08/17,23:55:01,17.867,,,,,
26/08/17,00:55:01,18.129,,,,,
26/08/17,01:55:01,18.010,,,,,
26/08/17,02:55:01,18.366,,,,,
26/08/17,03:55:01,18.485,,,,,
26/08/17,04:55:01,18.366,,,,,
26/08/17,05:55:01,17.534,,,,,
26/08/17,06:55:01,17.034,,,,,
26/08/17,07:55:01,17.082,,,,,
26/08/17,08:55:01,17.415,,,,,
26/08/17,09:55:01,17.891,,,,,
26/08/17,10:55:01,19.008,,,,,
26/08/17,11:55:01,23.930,,,,,
26/08/17,12:55:01,30.925,,,,,
26/08/17,13:55:01,36.200,,,,,
26/08/17,14:55:01,38.560,,,,,
26/08/17,15:55:01,35.823,,,,,
26/08/17,16:55:01,37.261,,,,,
26/08/17,17:55:01,37.370,,,,,
26/08/17,18:55:01,33.417,,,,,
26/08/17,19:55:01,28.468,,,,,
26/08/17,20:55:01,24.363,,,,,
26/08/17,21:55:01,22.393,,,,,
26/08/17,22:55:01,20.889,,,,,
26/08/17,23:55:01,18.366,,,,,
27/08/17,00:55:01,17.058,,,,,
27/08/17,01:55:01,16.296,,,,,
27/08/17,02:55:01,16.129,,,,,
27/08/17,03:55:01,16.344,,,,,
27/08/17,04:55:01,16.439,,,,,
27/08/17,05:55:01,16.272,,,,,
27/08/17,06:55:01,16.082,,,,,
27/08/17,07:55:01,15.533,,,,,
27/08/17,08:55:01,15.629,,,,,
27/08/17,09:55:01,16.725,,,,,
27/08/17,10:55:01,18.889,,,,,
27/08/17,11:55:01,23.040,,,,,
27/08/17,12:55:01,27.259,,,,,
27/08/17,13:55:01,30.016,,,,,
27/08/17,14:55:01,31.484,,,,,
27/08/17,15:55:01,27.308,,,,,
27/08/17,16:55:01,32.562,,,,,
27/08/17,17:55:01,25.258,,,,,
27/08/17,18:55:01,23.569,,,,,
27/08/17,19:55:01,22.489,,,,,
27/08/17,20:55:01,19.936,,,,,
27/08/17,21:55:01,18.794,,,,,
27/08/17,22:55:01,18.057,,,,,
27/08/17,23:55:01,17.701,,,,,
28/08/17,00:55:01,17.463,,,,,
28/08/17,01:55:01,17.605,,,,,
28/08/17,02:55:01,13.954,,,,,
28/08/17,03:55:01,13.064,,,,,
28/08/17,04:55:01,12.654,,,,,
28/08/17,05:55:01,12.485,,,,,
28/08/17,06:55:01,12.050,,,,,
28/08/17,07:55:01,11.856,,,,,
28/08/17,08:55:01,12.219,,,,,
28/08/17,09:55:01,12.001,,,,,
28/08/17,10:55:01,12.025,,,,,
28/08/17,11:55:01,13.233,,,,,
28/08/17,12:55:01,12.896,,,,,
28/08/17,13:55:01,14.697,,,,,
28/08/17,14:55:01,17.296,,,,,
28/08/17,15:55:01,18.057,,,,,
28/08/17,16:55:01,20.507,,,,,
28/08/17,17:55:01,20.722,,,,,
28/08/17,18:55:01,19.199,,,,,
28/08/17,19:55:01,16.558,,,,,
28/08/17,20:55:01,14.840,,,,,
28/08/17,21:55:01,12.437,,,,,
28/08/17,22:55:01,11.686,,,,,
28/08/17,23:55:01,10.834,,,,,
29/08/17,00:55:01,10.149,,,,,
29/08/17,01:55:01,9.410,,,,,
29/08/17,02:55:01,8.891,,,,,
29/08/17,03:55:01,7.870,,,,,
29/08/17,04:55:01,7.242,,,,,
29/08/17,05:55:01,7.015,,,,,
29/08/17,06:55:01,6.535,,,,,
29/08/17,07:55:01,6.585,,,,,
29/08/17,08:55:01,7.015,,,,,
29/08/17,09:55:01,7.820,,,,,
29/08/17,10:55:01,9.509,,,,,
29/08/17,11:55:01,12.243,,,,,
29/08/17,12:55:01,21.008,,,,,
29/08/17,13:55:01,25.525,,,,,
29/08/17,14:55:01,25.283,,,,,
29/08/17,15:55:01,23.665,,,,,
29/08/17,16:55:01,22.226,,,,,
29/08/17,17:55:01,20.913,,,,,
29/08/17,18:55:01,19.246,,,,,
29/08/17,19:55:01,17.439,,,,,
29/08/17,20:55:01,15.461,,,,,
29/08/17,21:55:01,14.266,,,,,
29/08/17,22:55:01,12.920,,,,,
29/08/17,23:55:01,11.200,,,,,
30/08/17,00:55:01,10.198,,,,,
30/08/17,01:55:01,9.756,,,,,
30/08/17,02:55:01,9.509,,,,,
30/08/17,03:55:01,9.485,,,,,
30/08/17,04:55:01,9.163,,,,,
30/08/17,05:55:01,8.916,,,,,
30/08/17,06:55:01,9.509,,,,,
30/08/17,07:55:01,9.534,,,,,
30/08/17,08:55:01,9.756,,,,,
30/08/17,09:55:01,10.663,,,,,
30/08/17,10:55:01,10.907,,,,,
30/08/17,11:55:01,10.932,,,,,
30/08/17,12:55:01,11.662,,,,,
30/08/17,13:55:01,13.858,,,,,
30/08/17,14:55:01,16.630,,,,,
30/08/17,15:55:01,20.365,,,,,
30/08/17,16:55:01,19.698,,,,,
30/08/17,17:55:01,17.819,,,,,
30/08/17,18:55:01,16.820,,,,,
30/08/17,19:55:01,15.963,,,,,
30/08/17,20:55:01,14.290,,,,,
30/08/17,21:55:01,13.161,,,,,
30/08/17,22:55:01,12.001,,,,,
30/08/17,23:55:01,11.419,,,,,
31/08/17,00:55:01,10.369,,,,,
31/08/17,01:55:01,10.026,,,,,
31/08/17,02:55:01,9.952,,,,,
31/08/17,03:55:01,9.262,,,,,
31/08/17,04:55:01,8.841,,,,,
31/08/17,05:55:01,8.494,,,,,
31/08/17,06:55:01,8.668,,,,,
31/08/17,07:55:01,8.568,,,,,
31/08/17,08:55:01,8.593,,,,,
31/08/17,09:55:01,9.040,,,,,
31/08/17,10:55:01,11.175,,,,,
31/08/17,11:55:01,16.082,,,,,
31/08/17,12:55:01,23.160,,,,,
31/08/17,13:55:01,25.234,,,,,
31/08/17,14:55:01,23.833,,,,,
31/08/17,15:55:01,21.270,,,,,
31/08/17,16:55:01,20.007,,,,,
31/08/17,17:55:01,19.532,,,,,
31/08/17,18:55:01,21.246,,,,,
31/08/17,19:55:01,19.651,,,,,
31/08/17,20:55:01,16.272,,,,,
31/08/17,21:55:01,14.361,,,,,
31/08/17,22:55:01,13.185,,,,,
31/08/17,23:55:01,12.316,,,,,
01/09/17,00:55:01,11.662,,,,,
01/09/17,01:55:01,11.078,,,,,
01/09/17,02:55:01,10.663,,,,,
01/09/17,03:55:01,10.320,,,,,
01/09/17,04:55:01,10.075,,,,,
01/09/17,05:55:01,9.706,,,,,
01/09/17,06:55:01,9.361,,,,,
01/09/17,07:55:01,9.163,,,,,
01/09/17,08:55:01,9.238,,,,,
01/09/17,09:55:01,9.485,,,,,
01/09/17,10:55:01,9.829,,,,,
01/09/17,11:55:01,13.209,,,,,
01/09/17,12:55:01,16.439,,,,,
01/09/17,13:55:01,18.604,,,,,
01/09/17,14:55:01,21.103,,,,,
01/09/17,15:55:01,19.960,,,,,
01/09/17,16:55:01,20.484,,,,,
01/09/17,17:55:01,21.127,,,,,
01/09/17,18:55:01,18.224,,,,,
01/09/17,19:55:01,17.463,,,,,
01/09/17,20:55:01,16.034,,,,,
01/09/17,21:55:01,14.553,,,,,
01/09/17,22:55:01,13.425,,,,,
01/09/17,23:55:01,12.534,,,,,
02/09/17,00:55:01,11.929,,,,,
02/09/17,01:55:01,11.419,,,,,
02/09/17,02:55:01,10.907,,,,,
02/09/17,03:55:01,10.761,,,,,
02/09/17,04:55:01,10.467,,,,,
02/09/17,05:55:01,9.952,,,,,
02/09/17,06:55:01,9.558,,,,,
02/09/17,07:55:01,9.287,,,,,
02/09/17,08:55:01,9.460,,,,,
02/09/17,09:55:01,9.879,,,,,
02/09/17,10:55:01,10.173,,,,,
02/09/17,11:55:01,12.389,,,,,
02/09/17,12:55:01,15.127,,,,,
02/09/17,13:55:01,16.249,,,,,
02/09/17,14:55:01,18.200,,,,,
02/09/17,15:55:01,20.913,,,,,
02/09/17,16:55:01,20.269,,,,,
02/09/17,17:55:01,21.700,,,,,
02/09/17,18:55:01,20.793,,,,,
02/09/17,19:55:01,18.699,,,,,
02/09/17,20:55:01,16.272,,,,,
02/09/17,21:55:01,15.270,,,,,
02/09/17,22:55:01,14.337,,,,,
02/09/17,23:55:01,13.016,,,,,
03/09/17,00:55:01,12.195,,,,,
03/09/17,01:55:01,11.589,,,,,
03/09/17,02:55:01,11.029,,,,,
03/09/17,03:55:01,10.418,,,,,
03/09/17,04:55:01,10.001,,,,,
03/09/17,05:55:01,9.780,,,,,
03/09/17,06:55:01,9.657,,,,,
03/09/17,07:55:01,9.435,,,,,
03/09/17,08:55:01,9.583,,,,,
03/09/17,09:55:01,9.977,,,,,
03/09/17,10:55:01,10.492,,,,,
03/09/17,11:55:01,13.738,,,,,
03/09/17,12:55:01,20.746,,,,,
03/09/17,13:55:01,25.623,,,,,
03/09/17,14:55:01,27.554,,,,,
03/09/17,15:55:01,28.965,,,,,
03/09/17,16:55:01,29.615,,,,,
03/09/17,17:55:01,28.221,,,,,
03/09/17,18:55:01,23.280,,,,,
03/09/17,19:55:01,20.317,,,,,
03/09/17,20:55:01,17.772,,,,,
03/09/17,21:55:01,16.153,,,,,
03/09/17,22:55:01,14.745,,,,,
03/09/17,23:55:01,13.161,,,,,
04/09/17,00:55:01,11.953,,,,,
04/09/17,01:55:01,11.419,,,,,
04/09/17,02:55:01,10.858,,,,,
04/09/17,03:55:01,10.687,,,,,
04/09/17,04:55:01,10.247,,,,,
04/09/17,05:55:01,9.854,,,,,
04/09/17,06:55:01,9.163,,,,,
04/09/17,07:55:01,8.965,,,,,
04/09/17,08:55:01,9.262,,,,,
04/09/17,09:55:01,9.534,,,,,
04/09/17,10:55:01,9.977,,,,,
04/09/17,11:55:01,12.654,,,,,
04/09/17,12:55:01,21.604,,,,,
04/09/17,13:55:01,26.867,,,,,
04/09/17,14:55:01,29.665,,,,,
04/09/17,15:55:01,30.571,,,,,
04/09/17,16:55:01,30.016,,,,,
04/09/17,17:55:01,28.468,,,,,
04/09/17,18:55:01,25.744,,,,,
04/09/17,19:55:01,21.533,,,,,
04/09/17,20:55:01,17.772,,,,,
04/09/17,21:55:01,15.629,,,,,
04/09/17,22:55:01,14.074,,,,,
04/09/17,23:55:01,12.992,,,,,
05/09/17,00:55:01,12.292,,,,,
05/09/17,01:55:01,11.783,,,,,
05/09/17,02:55:01,11.273,,,,,
05/09/17,03:55:01,10.761,,,,,
05/09/17,04:55:01,10.369,,,,,
05/09/17,05:55:01,10.051,,,,,
05/09/17,06:55:01,9.903,,,,,
05/09/17,07:55:01,9.706,,,,,
05/09/17,08:55:01,9.780,,,,,
05/09/17,09:55:01,10.051,,,,,
05/09/17,10:55:01,10.173,,,,,
05/09/17,11:55:01,12.847,,,,,
05/09/17,12:55:01,22.345,,,,,
05/09/17,13:55:01,27.727,,,,,
05/09/17,14:55:01,30.041,,,,,
05/09/17,15:55:01,31.052,,,,,
05/09/17,16:55:01,30.950,,,,,
05/09/17,17:55:01,29.240,,,,,
05/09/17,18:55:01,26.475,,,,,
05/09/17,19:55:01,22.321,,,,,
05/09/17,20:55:01,18.675,,,,,
05/09/17,21:55:01,16.796,,,,,
05/09/17,22:55:01,15.461,,,,,
05/09/17,23:55:01,14.481,,,,,
06/09/17,00:55:01,13.714,,,,,
06/09/17,01:55:01,13.233,,,,,
06/09/17,02:55:01,12.727,,,,,
06/09/17,03:55:01,12.292,,,,,
06/09/17,04:55:01,11.832,,,,,
06/09/17,05:55:01,11.419,,,,,
06/09/17,06:55:01,11.127,,,,,
06/09/17,07:55:01,10.761,,,,,
06/09/17,08:55:01,10.883,,,,,
06/09/17,09:55:01,11.200,,,,,
06/09/17,10:55:01,11.394,,,,,
06/09/17,11:55:01,13.978,,,,,
06/09/17,12:55:01,21.700,,,,,
06/09/17,13:55:01,22.321,,,,,
06/09/17,14:55:01,28.419,,,,,
06/09/17,15:55:01,30.091,,,,,
06/09/17,16:55:01,26.304,,,,,
06/09/17,17:55:01,26.549,,,,,
06/09/17,18:55:01,24.267,,,,,
06/09/17,19:55:01,21.270,,,,,
06/09/17,20:55:01,18.580,,,,,
06/09/17,21:55:01,17.582,,,,,
06/09/17,22:55:01,16.439,,,,,
06/09/17,23:55:01,15.175,,,,,
07/09/17,00:55:01,14.266,,,,,
07/09/17,01:55:01,13.546,,,,,
07/09/17,02:55:01,13.088,,,,,
07/09/17,03:55:01,12.703,,,,,
07/09/17,04:55:01,12.147,,,,,
07/09/17,05:55:01,11.880,,,,,
07/09/17,06:55:01,11.419,,,,,
07/09/17,07:55:01,11.224,,,,,
07/09/17,08:55:01,11.516,,,,,
07/09/17,09:55:01,12.195,,,,,
07/09/17,10:55:01,12.847,,,,,
07/09/17,11:55:01,15.557,,,,,
07/09/17,12:55:01,23.713,,,,,
07/09/17,13:55:01,24.219,,,,,
07/09/17,14:55:01,20.770,,,,,
07/09/17,15:55:01,21.246,,,,,
07/09/17,16:55:01,23.424,,,,,
07/09/17,17:55:01,21.437,,,,,
07/09/17,18:55:01,19.746,,,,,
07/09/17,19:55:01,18.010,,,,,
07/09/17,20:55:01,15.605,,,,,
07/09/17,21:55:01,14.026,,,,,
07/09/17,22:55:01,12.968,,,,,
07/09/17,23:55:01,12.389,,,,,
08/09/17,00:55:01,12.122,,,,,
08/09/17,01:55:01,11.710,,,,,
08/09/17,02:55:01,11.297,,,,,
08/09/17,03:55:01,10.883,,,,,
08/09/17,04:55:01,10.516,,,,,
08/09/17,05:55:01,10.124,,,,,
08/09/17,06:55:01,9.485,,,,,
08/09/17,07:55:01,9.361,,,,,
08/09/17,08:55:01,9.657,,,,,
08/09/17,09:55:01,10.394,,,,,
08/09/17,10:55:01,11.224,,,,,
08/09/17,11:55:01,13.642,,,,,
08/09/17,12:55:01,22.011,,,,,
08/09/17,13:55:01,27.382,,,,,
08/09/17,14:55:01,29.941,,,,,
08/09/17,15:55:01,31.128,,,,,
08/09/17,16:55:01,30.318,,,,,
08/09/17,17:55:01,27.875,,,,,
08/09/17,18:55:01,24.992,,,,,
08/09/17,19:55:01,20.627,,,,,
08/09/17,20:55:01,17.320,,,,,
08/09/17,21:55:01,15.438,,,,,
08/09/17,22:55:01,14.218,,,,,
08/09/17,23:55:01,13.305,,,,,
09/09/17,00:55:01,12.292,,,,,
09/09/17,01:55:01,11.443,,,,,
09/09/17,02:55:01,10.614,,,,,
09/09/17,03:55:01,9.903,,,,,
09/09/17,04:55:01,9.632,,,,,
09/09/17,05:55:01,9.509,,,,,
09/09/17,06:55:01,9.336,,,,,
09/09/17,07:55:01,9.163,,,,,
09/09/17,08:55:01,9.287,,,,,
09/09/17,09:55:01,10.026,,,,,
09/09/17,10:55:01,11.516,,,,,
09/09/17,11:55:01,13.112,,,,,
09/09/17,12:55:01,20.960,,,,,
09/09/17,13:55:01,21.987,,,,,
09/09/17,14:55:01,25.234,,,,,
09/09/17,15:55:01,26.353,,,,,
09/09/17,16:55:01,25.720,,,,,
09/09/17,17:55:01,25.647,,,,,
09/09/17,18:55:01,23.472,,,,,
09/09/17,19:55:01,18.580,,,,,
09/09/17,20:55:01,15.748,,,,,
09/09/17,21:55:01,14.745,,,,,
09/09/17,22:55:01,14.385,,,,,
09/09/17,23:55:01,14.002,,,,,
10/09/17,00:55:01,13.425,,,,,
10/09/17,01:55:01,12.823,,,,,
10/09/17,02:55:01,10.687,,,,,
10/09/17,03:55:01,9.238,,,,,
10/09/17,04:55:01,8.245,,,,,
10/09/17,05:55:01,7.494,,,,,
10/09/17,06:55:01,6.636,,,,,
10/09/17,07:55:01,6.204,,,,,
10/09/17,08:55:01,6.281,,,,,
10/09/17,09:55:01,6.484,,,,,
10/09/17,10:55:01,6.687,,,,,
10/09/17,11:55:01,9.139,,,,,
10/09/17,12:55:01,20.865,,,,,
10/09/17,13:55:01,27.530,,,,,
10/09/17,14:55:01,30.571,,,,,
10/09/17,15:55:01,31.535,,,,,
10/09/17,16:55:01,31.306,,,,,
10/09/17,17:55:01,28.990,,,,,
10/09/17,18:55:01,25.355,,,,,
10/09/17,19:55:01,19.056,,,,,
10/09/17,20:55:01,15.008,,,,,
10/09/17,21:55:01,12.654,,,,,
10/09/17,22:55:01,11.273,,,,,
10/09/17,23:55:01,10.394,,,,,
11/09/17,00:55:01,9.805,,,,,
11/09/17,01:55:01,9.706,,,,,
11/09/17,02:55:01,9.558,,,,,
11/09/17,03:55:01,9.435,,,,,
11/09/17,04:55:01,9.509,,,,,
11/09/17,05:55:01,9.460,,,,,
11/09/17,06:55:01,9.287,,,,,
11/09/17,07:55:01,9.139,,,,,
11/09/17,08:55:01,9.509,,,,,
11/09/17,09:55:01,9.977,,,,,
11/09/17,10:55:01,10.075,,,,,
11/09/17,11:55:01,11.929,,,,,
11/09/17,12:55:01,23.665,,,,,
11/09/17,13:55:01,29.991,,,,,
11/09/17,14:55:01,32.924,,,,,
11/09/17,15:55:01,34.071,,,,,
11/09/17,16:55:01,33.887,,,,,
11/09/17,17:55:01,31.637,,,,,
11/09/17,18:55:01,27.875,,,,,
11/09/17,19:55:01,21.270,,,,,
11/09/17,20:55:01,17.463,,,,,
11/09/17,21:55:01,15.366,,,,,
11/09/17,22:55:01,13.954,,,,,
11/09/17,23:55:01,13.112,,,,,
12/09/17,00:55:01,12.340,,,,,
12/09/17,01:55:01,11.759,,,,,
12/09/17,02:55:01,11.029,,,,,
12/09/17,03:55:01,10.638,,,,,
12/09/17,04:55:01,10.345,,,,,
12/09/17,05:55:01,9.854,,,,,
12/09/17,06:55:01,9.608,,,,,
12/09/17,07:55:01,9.312,,,,,
12/09/17,08:55:01,9.386,,,,,
12/09/17,09:55:01,9.632,,,,,
12/09/17,10:55:01,9.731,,,,,
12/09/17,11:55:01,11.297,,,,,
12/09/17,12:55:01,23.256,,,,,
12/09/17,13:55:01,29.590,,,,,
12/09/17,14:55:01,31.842,,,,,
12/09/17,15:55:01,33.261,,,,,
12/09/17,16:55:01,32.407,,,,,
12/09/17,17:55:01,29.890,,,,,
12/09/17,18:55:01,26.012,,,,,
12/09/17,19:55:01,20.103,,,,,
12/09/17,20:55:01,16.320,,,,,
12/09/17,21:55:01,14.242,,,,,
12/09/17,22:55:01,13.137,,,,,
12/09/17,23:55:01,12.292,,,,,
13/09/17,00:55:01,11.710,,,,,
13/09/17,01:55:01,11.127,,,,,
13/09/17,02:55:01,10.858,,,,,
13/09/17,03:55:01,10.296,,,,,
13/09/17,04:55:01,9.756,,,,,
13/09/17,05:55:01,9.336,,,,,
13/09/17,06:55:01,8.990,,,,,
13/09/17,07:55:01,9.163,,,,,
13/09/17,08:55:01,9.879,,,,,
13/09/17,09:55:01,10.394,,,,,
13/09/17,10:55:01,10.907,,,,,
13/09/17,11:55:01,12.582,,,,,
13/09/17,12:55:01,24.605,,,,,
13/09/17,13:55:01,31.586,,,,,
13/09/17,14:55:01,33.495,,,,,
13/09/17,15:55:01,34.624,,,,,
13/09/17,16:55:01,34.492,,,,,
13/09/17,17:55:01,32.150,,,,,
13/09/17,18:55:01,28.692,,,,,
13/09/17,19:55:01,21.366,,,,,
13/09/17,20:55:01,17.320,,,,,
13/09/17,21:55:01,15.247,,,,,
13/09/17,22:55:01,13.882,,,,,
13/09/17,23:55:01,12.944,,,,,
14/09/17,00:55:01,12.944,,,,,
14/09/17,01:55:01,12.413,,,,,
14/09/17,02:55:01,11.613,,,,,
14/09/17,03:55:01,11.832,,,,,
14/09/17,04:55:01,12.001,,,,,
14/09/17,05:55:01,11.807,,,,,
14/09/17,06:55:01,11.492,,,,,
14/09/17,07:55:01,11.419,,,,,
14/09/17,08:55:01,11.734,,,,,
14/09/17,09:55:01,12.243,,,,,
14/09/17,10:55:01,12.558,,,,,
14/09/17,11:55:01,13.906,,,,,
14/09/17,12:55:01,25.477,,,,,
14/09/17,13:55:01,32.846,,,,,
14/09/17,14:55:01,35.475,,,,,
14/09/17,15:55:01,36.227,,,,,
14/09/17,16:55:01,35.448,,,,,
14/09/17,17:55:01,32.355,,,,,
14/09/17,18:55:01,28.122,,,,,
14/09/17,19:55:01,22.178,,,,,
14/09/17,20:55:01,18.152,,,,,
14/09/17,21:55:01,16.749,,,,,
14/09/17,22:55:01,16.654,,,,,
14/09/17,23:55:01,16.225,,,,,
15/09/17,00:55:01,15.915,,,,,
15/09/17,01:55:01,15.175,,,,,
15/09/17,02:55:01,14.792,,,,,
15/09/17,03:55:01,14.673,,,,,
15/09/17,04:55:01,14.553,,,,,
15/09/17,05:55:01,13.882,,,,,
15/09/17,06:55:01,13.738,,,,,
15/09/17,07:55:01,12.871,,,,,
15/09/17,08:55:01,12.509,,,,,
15/09/17,09:55:01,12.364,,,,,
15/09/17,10:55:01,12.509,,,,,
15/09/17,11:55:01,13.449,,,,,
15/09/17,12:55:01,23.978,,,,,
15/09/17,13:55:01,30.243,,,,,
15/09/17,14:55:01,32.820,,,,,
15/09/17,15:55:01,32.975,,,,,
15/09/17,16:55:01,31.612,,,,,
15/09/17,17:55:01,28.941,,,,,
15/09/17,18:55:01,24.532,,,,,
15/09/17,19:55:01,17.486,,,,,
15/09/17,20:55:01,13.522,,,,,
15/09/17,21:55:01,11.248,,,,,
15/09/17,22:55:01,10.247,,,,,
15/09/17,23:55:01,9.188,,,,,
16/09/17,00:55:01,8.817,,,,,
16/09/17,01:55:01,8.543,,,,,
16/09/17,02:55:01,9.213,,,,,
16/09/17,03:55:01,8.941,,,,,
16/09/17,04:55:01,8.444,,,,,
16/09/17,05:55:01,7.770,,,,,
16/09/17,06:55:01,6.965,,,,,
16/09/17,07:55:01,6.281,,,,,
16/09/17,08:55:01,6.484,,,,,
16/09/17,09:55:01,6.965,,,,,
16/09/17,10:55:01,7.142,,,,,
16/09/17,11:55:01,8.568,,,,,
16/09/17,12:55:01,19.888,,,,,
16/09/17,13:55:01,27.974,,,,,
16/09/17,14:55:01,31.331,,,,,
16/09/17,15:55:01,32.484,,,,,
