IdVisita,codeSowing,Berberis_vivos,Berberis_muertos,Juniperus_vivos,Juniperus_muertos,Humedad,observaciones
2020_1,E37,2,0,0,0,8,viejos
2020_1,E38,1,0,0,0,0,NA
2020_1,E39,0,0,0,0,1.8,NA
2020_1,E310,1,0,0,0,5.9,nuevos
2020_1,P31,0,0,0,0,6,NA
2020_1,P32,0,0,0,0,7,NA
2020_1,P33,0,0,0,0,7,NA
2020_1,P34,0,0,0,0,9,NA
2020_1,P35,0,0,0,0,5,NA
2020_1,P36,0,0,0,0,6,NA
2020_1,P37,NA,NA,NA,NA,NA,NA
2020_1,P38,0,0,0,0,7,NA
2020_1,P39,0,0,0,0,14,NA
2020_1,P310,0,0,0,0,10,NA
2020_1,B31,0,0,0,0,53,NA
2020_1,B32,0,0,0,0,51,NA
2020_1,B33,0,0,0,0,25,NA
2020_1,B34,0,0,0,0,40,NA
2020_1,B35,0,0,0,0,10,NA
2020_1,B36,0,0,0,0,64,NA
2020_1,B37,0,0,0,0,50,NA
2020_1,B38,0,0,0,0,43,NA
2020_1,B39,0,0,0,0,62,NA
2020_1,B310,0,0,0,0,44,NA
2020_2,R41,0,0,0,0,2.3,NA
2020_2,R42,0,0,0,0,1.5,NA
2020_2,R43,0,0,0,0,1.4,NA
2020_2,R44,0,0,0,0,1.2,NA
2020_2,R45,0,0,0,0,0.8,NA
2020_2,R46,0,0,0,0,0.5,NA
2020_2,R47,0,0,0,0,2.1,NA
2020_2,R48,0,0,0,0,1.7,NA
2020_2,R49,0,0,0,0,0,NA
2020_2,R410,0,0,0,0,1.9,NA
2020_2,P41,0,0,0,0,0,NA
2020_2,P42,0,0,0,0,0,NA
2020_2,P43,0,0,0,0,1.3,NA
2020_2,P44,0,0,0,0,NA,NA
2020_2,P45,0,0,0,0,NA,NA
2020_2,P46,0,0,0,0,0,NA
2020_2,P47,NA,NA,NA,NA,NA,Descolocada
2020_2,P48,0,0,0,0,0,NA
2020_2,P49,NA,NA,NA,NA,NA,No se encuentra
2020_2,P410,NA,NA,NA,NA,NA,No se encuentra
2020_2,B41,0,0,0,0,20.3,NA
2020_2,B42,0,0,0,0,2.7,NA
2020_2,B43,0,0,0,0,0,NA
2020_2,B44,NA,NA,NA,NA,NA,No se encuentra
2020_2,B45,0,0,0,0,0.9,NA
2020_2,B46,0,0,0,0,0,NA
2020_2,B47,0,0,0,0,5.7,NA
2020_2,B48,0,0,0,0,1.9,NA
2020_2,B49,0,0,0,0,3.7,NA
2020_2,B410,0,0,0,0,2,NA
2020_2,R51,0,0,0,0,1.7,NA
2020_2,R52,0,0,0,0,1.3,NA
2020_2,R53,0,0,0,0,2.1,NA
2020_2,R54,NA,NA,NA,NA,NA,No se encuentra
2020_2,R55,0,0,0,0,1.1,NA
2020_2,R56,0,0,0,0,1.5,NA
2020_2,R57,0,0,0,0,1.1,NA
2020_2,R58,0,0,0,0,0.9,NA
2020_2,R59,0,0,0,0,0.1,NA
2020_2,R510,0,0,0,0,0.7,NA
2020_2,P51,0,0,0,0,0,NA
2020_2,P52,NA,NA,NA,NA,NA,Descolocada
2020_2,P53,0,0,0,0,0,NA
2020_2,P54,NA,NA,NA,NA,NA,Descolocada
2020_2,P55,NA,NA,NA,NA,NA,No se encuentra
2020_2,P56,0,0,0,0,0,NA
2020_2,P57,0,0,0,0,0,NA
2020_2,P58,0,0,0,0,0,NA
2020_2,P59,0,0,0,0,0,NA
2020_2,P510,NA,NA,NA,NA,NA,No se encuentra
2020_2,B51,0,0,0,0,0.8,NA
2020_2,B52,0,0,0,0,10.4,NA
2020_2,B53,0,0,0,0,8.1,NA
2020_2,B54,0,0,0,0,9.5,NA
2020_2,B55,NA,NA,NA,NA,NA,No se encuentra
2020_2,B56,NA,NA,NA,NA,NA,No se encuentra
2020_2,B57,0,0,0,0,3,NA
2020_2,B58,NA,NA,NA,NA,NA,No se encuentra
2020_2,B59,0,0,0,0,40,NA
2020_2,B510,0,0,0,0,23.8,NA
2019_1,R11,1,0,2,0,4,NA
2019_1,R12,7,0,0,0,7,NA
2019_1,R13,1,0,0,0,7,NA
2019_1,R14,3,0,0,0,4,NA
2019_1,R15,0,0,0,0,4,NA
2019_1,R16,0,0,0,0,4,NA
2019_1,R17,2,0,0,0,4,NA
2019_1,R18,0,1,0,0,6,NA
2019_1,R19,2,0,0,0,3,NA
2019_1,R110,5,0,0,0,11,P21 29% batería y 42% memoria
2019_1,G11,2,0,0,0,3,Sin etiqueta. Se ha puesto etiqueta amarilla
2019_1,G12,0,0,0,0,4,NA
2019_1,G13,0,0,0,0,19,NA
2019_1,G14,1,0,0,0,6,Etiqueta amarilla
2019_1,G15,4,1,0,0,2,Etiqueta amarilla
2019_1,G16,1,0,0,0,5,Sin etiqueta
2019_1,G17,3,0,0,0,3,NA
2019_1,G18,0,0,0,0,11,Sin etiqueta. Se ha puesto etiqueta amarilla
2019_1,G19,NA,NA,NA,NA,NA,No encontrado
2019_1,G110,1,0,0,0,10,LANP33 66% batería y 42% memoria
2019_1,E11,2,0,0,0,7,NA
2019_1,E12,0,0,0,0,2,NA
2019_1,E13,3,0,1,0,5,NA
2019_1,E14,0,0,2,0,5,NA
2019_1,E15,0,0,0,0,2,"Jaula estropeada, no tiene etiqueta"
2019_1,E16,1,0,0,0,15,Jaula pisada
2019_1,E17,0,0,0,0,2,Descolocado. Sin etiqueta
2019_1,E18,2,0,0,0,2,NA
2019_1,E19,0,0,0,0,0,P4 93% batería y 42% memoria
2019_1,E110,5,0,1,0,4,NA
2019_1,P11,0,0,0,0,4,NA
2019_1,P12,0,0,0,0,6,NA
2019_1,P13,0,0,0,0,6,NA
2019_1,P14,0,0,0,0,10,NA
2019_1,P15,0,0,0,0,0,NA
2019_1,P16,0,0,0,0,6,NA
2019_1,P17,0,0,0,0,4,NA
2019_1,P18,0,0,0,0,10,NA
2019_1,P19,0,0,0,0,8,NA
2019_1,P110,0,0,0,0,3,P27 23% batería y 27% memoria
2019_1,B11,0,0,0,0,8,NA
2019_1,B12,0,0,0,0,8,NA
2019_1,B13,0,0,0,0,34,Pisada
2019_1,B14,NA,NA,NA,NA,NA,No encontrado
2019_1,B15,0,0,0,0,17,Aplastado
2019_1,B16,0,0,0,0,21,Aplastado
2019_1,B17,0,0,0,0,3,NA
2019_1,B18,0,0,0,0,21,NA
2019_1,B19,0,0,0,0,8,Pisado
2019_1,B110,0,0,0,0,17,Pisado
2019_1,R21,0,0,0,0,11,Ponemos sensor H1
2019_1,R22,1,0,0,0,9,NA
2019_1,R23,0,0,0,0,6,NA
2019_1,R24,1,0,0,0,5,NA
2019_1,R25,0,0,0,0,8,NA
2019_1,R26,1,0,0,0,6,NA
2019_1,R27,0,0,0,0,2,NA
2019_1,R28,0,0,0,0,4,NA
2019_1,R29,0,0,0,0,6,NA
2019_1,R210,0,0,0,0,6,NA
2019_1,G21,0,0,0,0,4,NA
2019_1,G22,0,0,0,0,8,Ponemos sensor H2
2019_1,G23,0,0,0,0,5,NA
2019_1,G24,0,0,0,0,17,NA
2019_1,G25,0,0,0,0,4,NA
2019_1,G26,0,0,0,0,3,NA
2019_1,G27,1,0,0,0,5,NA
2019_1,G28,0,0,0,0,4,NA
2019_1,G29,0,0,0,0,7,NA
2019_1,G210,0,0,0,0,4,NA
2019_1,E21,7,0,0,0,5,NA
2019_1,E22,6,0,0,0,10,NA
2019_1,E23,2,0,0,0,13,NA
2019_1,E24,2,0,0,0,6,Ponemos sensor H4
2019_1,E25,0,0,0,0,4,Aplastada
2019_1,E26,2,0,0,0,7,Aplastada
2019_1,E27,0,0,0,0,4,NA
2019_1,E28,1,0,0,0,8,NA
2019_1,E29,0,0,0,0,8,NA
2019_1,E210,12,0,0,0,15,Etiqueta rota (sin etiqueta)
2019_1,P21,0,0,0,0,4,NA
2019_1,P22,0,0,0,0,5,Movido
2019_1,P23,0,0,0,0,8,Movido
2019_1,P24,0,0,0,0,3,NA
2019_1,P25,0,0,0,0,2,NA
2019_1,P26,NA,NA,NA,NA,NA,Sin localizar
2019_1,P27,0,0,0,0,9,NA
2019_1,P28,NA,NA,NA,NA,NA,Sin localizar
2019_1,P29,0,0,0,0,5,NA
2019_1,P210,NA,NA,NA,NA,NA,Sin localizar
2019_1,B21,0,0,0,0,14,Aplastada y desplazada
2019_1,B22,0,0,0,0,12,Aplastada
2019_1,B23,2,0,2,0,35,Aplastada. Ponemos sensor H3
2019_1,B24,0,0,0,0,16,Aplastada y desplazada
2019_1,B25,0,0,0,0,15,Aplastada
2019_1,B26,1,0,0,0,22,Aplastada
2019_1,B27,0,0,0,0,15,Aplastada
2019_1,B28,0,0,0,0,15,Aplastada. Sin etiqueta
2019_1,B29,0,0,0,0,35,Aplastada
2019_1,B210,0,0,0,0,20,Aplastada
2019_1,R31,0,0,0,0,12,NA
2019_1,R32,0,0,0,0,8,"Sin etiqueta, se le pone una nueva"
2019_1,R33,0,0,0,0,22,NA
2019_1,R34,0,0,0,0,9,"Sin etiqueta, se le pone una nueva"
2019_1,R35,0,0,0,0,7,NA
2019_1,R36,0,0,0,0,8,NA
2019_1,R37,0,0,0,0,13,NA
2019_1,R38,0,0,0,0,6,Desplazado el protector
2019_1,R39,0,0,0,0,7,NA
2019_1,R310,0,0,0,0,3,LAN P32 batería 73% y memoria 42%
2019_1,G31,0,0,0,0,8,NA
2019_1,G32,0,0,2,0,12,NA
2019_1,G33,0,0,1,0,7,NA
2019_1,G34,1,0,0,0,4,"Sin etiqueta, se le pone una nueva"
2019_1,G35,0,0,0,0,3,"Sin etiqueta, se le pone una nueva"
2019_1,G36,0,0,0,0,11,"Sin etiqueta, se le pone una nueva"
2019_1,G37,1,0,0,0,7,"Sin etiqueta, se le pone una nueva. HOBO (LAN P31 batería 66% y memoria 42%)"
2019_1,G38,0,0,0,0,17,"Sin etiqueta, se le pone una nueva"
2019_1,G39,0,0,0,0,9,NA
2019_1,G310,0,0,0,0,7,"Sin etiqueta, se le pone una nueva"
2019_1,E31,0,0,1,0,13,Cambiar etiqueta
2019_1,E32,3,0,0,0,10,NA
2019_1,E33,0,0,0,0,8,NA
2019_1,E34,1,1,0,0,7,NA
2019_1,E35,2,0,0,0,8,NA
2019_1,E36,0,0,0,0,5,NA
2019_1,E37,4,0,0,0,7,NA
2019_1,E38,1,0,0,0,6,Sensor P24 batería 53% y memoria 42%
2019_1,E39,0,0,0,0,4,"Cambiar etiqueta, está rota"
2019_1,E310,0,0,0,0,5,NA
2019_1,P31,0,0,0,0,6,NA
2019_1,P32,0,0,0,0,6,NA
2019_1,P33,0,0,0,0,8,NA
2019_1,P34,0,0,0,0,4,NA
2019_1,P35,0,0,0,0,3,NA
2019_1,P36,0,0,0,0,6,NA
2019_1,P37,0,0,0,0,4,NA
2019_1,P38,0,0,0,0,12,NA
2019_1,P39,0,0,0,0,4,Poner etiqueta. Sensor P35 batería 80% y memoria 42%
2019_1,P310,2,0,3,0,8,Poner etiqueta
2019_1,B31,1,0,1,0,19,Aplastada
2019_1,B32,0,0,0,0,12,Aplastada
2019_1,B33,0,0,0,0,19,Aplastada
2019_1,B34,1,0,0,0,19,Aplastada. Sensor H5
2019_1,B35,1,0,0,0,4,Aplastada
2019_1,B36,0,0,0,0,19,Aplastada
2019_1,B37,0,0,0,0,12,Aplastada
2019_1,B38,0,0,0,0,6,Aplastada
2019_1,B39,0,0,1,2,18,Aplastada
2019_1,B310,NA,NA,NA,NA,NA,No se encuentra
2019_2,R41,0,0,0,0,6,NA
2019_2,R42,1,2,0,0,4,NA
2019_2,R43,0,0,0,0,7,Lectura Sensor P43 (33% Bat 27 % Memoria)
2019_2,R44,0,0,0,0,8,NA
2019_2,R45,0,0,0,0,6,NA
2019_2,R46,0,0,0,0,8,NA
2019_2,R47,0,0,0,0,7,NA
2019_2,R48,0,0,0,0,8,NA
2019_2,R49,11,0,0,0,6,Etiqueta desprendida
2019_2,R410,0,0,0,0,7,NA
2019_2,P41,0,0,0,0,6,NA
2019_2,P42,0,0,0,0,6,NA
2019_2,P43,0,0,0,0,7,Jaula desplazada
2019_2,P44,0,0,0,0,7,Instalamos sensor temperatura nuevo BER_01
2019_2,P45,0,0,0,0,6,NA
2019_2,P46,0,0,0,0,7,NA
2019_2,P47,0,0,0,0,5,NA
2019_2,P48,0,0,0,0,12,NA
2019_2,P49,0,0,0,0,4,NA
2019_2,P410,0,0,0,0,4,NA
2019_2,B41,0,0,0,0,18,NA
2019_2,B42,0,0,0,0,49,NA
2019_2,B43,0,0,0,0,18,NA
2019_2,B44,0,0,0,0,40,NA
2019_2,B45,0,0,0,1,24,Pisoteada y movida
2019_2,B46,0,0,0,0,15,Pisoteada
2019_2,B47,0,0,0,0,45,NA
2019_2,B48,0,0,0,0,18,NA
2019_2,B49,0,0,0,0,44,NA
2019_2,B410,0,0,1,0,26,Lectura sensor P22 (73 % Bat // 42 % Humedad)
2019_2,R51,0,0,0,0,12,NA
2019_2,R52,0,0,0,0,18,NA
2019_2,R53,0,0,0,0,10,NA
2019_2,R54,0,0,0,0,9,NA
2019_2,R55,0,0,0,0,6,NA
2019_2,R56,0,0,0,0,9,NA
2019_2,R57,0,0,0,0,7,NA
2019_2,R58,0,0,0,0,8,NA
2019_2,R59,1,0,0,0,7,NA
2019_2,R510,0,0,0,0,8,Lectura datos sensor X1 53 % Bat // 42 % humedad
2019_2,P51,0,0,0,0,12,NA
2019_2,P52,0,0,0,0,6,NA
2019_2,P53,1,0,0,0,8,NA
2019_2,P54,0,0,0,0,11,Cambiar etiqueta
2019_2,P55,0,0,0,0,7,Cambiar etiqueta
2019_2,P56,1,0,0,0,5,NA
2019_2,P57,1,0,0,0,4,Cambiar etiqueta
2019_2,P58,0,0,0,0,5,Cambiar etiqueta. Lectura datos sensor P33 (60 % Bat // 42 % Memoria)
2019_2,P59,0,0,0,0,9,NA
2019_2,P510,0,0,0,0,13,NA
2019_2,B51,0,0,0,0,18,NA
2019_2,B52,0,0,0,0,30,NA
2019_2,B53,0,0,0,0,46,NA
2019_2,B54,0,0,0,0,31,Lectura sensor P39 (60 % Bat // 42 % Memoria)
2019_2,B55,NA,NA,NA,NA,NA,No aparece
2019_2,B56,0,0,0,0,28,Pisoteada
2019_2,B57,0,0,0,0,66,Pisoteada
2019_2,B58,NA,NA,NA,NA,NA,No aparece
2019_2,B59,0,0,0,0,68,NA
2019_2,B510,0,0,0,0,43,NA
2019_4,R11,0,0,0,0,-999,NA
2019_4,R12,8,0,0,0,-999,NA
2019_4,R13,0,0,0,0,-999,NA
2019_4,R14,2,0,0,0,-999,NA
2019_4,R15,0,0,0,0,-999,NA
2019_4,R16,0,0,0,0,-999,NA
2019_4,R17,2,0,0,0,-999,NA
2019_4,R18,0,0,0,0,-999,NA
2019_4,R19,0,0,0,0,-999,NA
2019_4,R110,3,1,0,0,-999,P21 // bat 6% / Mem 40
2019_4,G11,2,0,0,0,-999,NA
2019_4,G12,0,0,0,0,-999,NA
2019_4,G13,0,0,0,0,-999,NA
2019_4,G14,0,0,0,0,-999,NA
2019_4,G15,0,0,0,0,-999,NA
2019_4,G16,0,0,0,0,-999,NA
2019_4,G17,0,0,0,0,-999,NA
2019_4,G18,0,0,0,0,-999,NA
2019_4,G19,0,0,0,0,-999,NA
2019_4,G110,0,0,0,0,-999,LANp33 53% bat // 50 Memo
2019_4,E11,0,0,0,0,-999,NA
2019_4,E12,0,0,0,0,-999,NA
2019_4,E13,10,0,0,0,-999,NA
2019_4,E14,0,0,0,0,-999,NA
2019_4,E15,0,0,0,0,-999,NA
2019_4,E16,0,0,0,0,-999,NA
2019_4,E17,0,0,0,0,-999,NA
2019_4,E18,2,0,0,0,-999,NA
2019_4,E19,0,0,0,0,-999,Data logger. P4 // Bat 66 // Memoria 50
2019_4,E110,1,1,0,0,-999,NA
2019_4,P11,0,0,0,0,-999,NA
2019_4,P12,0,0,0,0,-999,NA
2019_4,P13,0,0,0,0,-999,NA
2019_4,P14,0,0,0,0,-999,NA
2019_4,P15,0,0,0,0,-999,NA
2019_4,P16,0,0,0,0,-999,NA
2019_4,P17,0,0,0,0,-999,NA
2019_4,P18,0,0,0,0,-999,NA
2019_4,P19,0,0,0,0,-999,NA
2019_4,P110,0,0,0,0,-999,P27 Bat 23 // M50
2019_4,B11,0,0,0,0,18,NA
2019_4,B12,0,0,0,0,36,NA
2019_4,B13,NA,NA,NA,NA,NA,No está
2019_4,B14,NA,NA,NA,NA,NA,No está
2019_4,B15,0,0,0,0,30,NA
2019_4,B16,0,0,0,0,23,Jaulilla muy pisada (casi enterrada)
2019_4,B17,0,0,0,0,38,NA
2019_4,B18,0,0,0,0,36,NA
2019_4,B19,NA,NA,NA,NA,NA,Muy desplazada
2019_4,B110,0,0,0,0,12,Jaulilla aplastada
2019_4,R21,0,0,0,0,10,NA
2019_4,R22,0,0,0,0,10,NA
2019_4,R23,0,0,0,0,10,NA
2019_4,R24,0,0,0,0,12,NA
2019_4,R25,0,1,0,0,12,Bérberis: 1 muerto
2019_4,R26,3,0,0,0,14,NA
2019_4,R27,0,0,0,0,8,NA
2019_4,R28,0,0,0,0,11,NA
2019_4,R29,0,0,0,0,18,Junto a un enebro pequeño (ver foto carpeta R-2-9)
2019_4,R210,0,0,0,0,13,NA
2019_4,G21,0,0,0,0,10,NA
2019_4,G22,0,0,0,0,11,Con datalogger
2019_4,G23,1,1,0,0,9,Berberis: 1 vivo y 1 muerto
2019_4,G24,0,0,0,0,15,NA
2019_4,G25,0,0,0,0,11,NA
2019_4,G26,0,0,0,0,11,Jaulilla movida
2019_4,G27,2,0,0,0,12,NA
2019_4,G28,0,0,0,0,12,NA
2019_4,G29,0,0,0,0,8,NA
2019_4,G210,0,0,0,0,14,NA
2019_4,E21,7,0,0,0,10,NA
2019_4,E22,4,0,0,0,11,NA
2019_4,E23,1,0,0,0,16,NA
2019_4,E24,2,0,0,0,14,NA
2019_4,E25,0,0,0,0,27,NA
2019_4,E26,1,0,0,0,14,NA
2019_4,E27,0,0,0,0,11,NA
2019_4,E28,5,1,0,0,16,Berberis: 5 vivos + 1  muerto
2019_4,E29,1,0,0,0,23,NA
2019_4,E210,8,0,0,0,14,Foto E-2-10
2019_4,P21,0,0,0,0,18,NA
2019_4,P22,0,0,0,0,12,NA
2019_4,P23,0,0,0,0,14,NA
2019_4,P24,0,0,0,0,13,NA
2019_4,P25,0,0,0,0,13,NA
2019_4,P26,NA,NA,NA,NA,NA,No se encuentra
2019_4,P27,0,0,0,0,8,NA
2019_4,P28,NA,NA,NA,NA,NA,No se encuentra
2019_4,P29,0,0,0,0,8,NA
2019_4,P210,NA,NA,NA,NA,NA,No se encuentra
2019_4,B21,0,0,2,0,16,Jaulilla desplazada. Foto B-2-1
2019_4,B22,0,0,0,0,22,NA
2019_4,B23,0,0,0,0,20,NA
2019_4,B24,0,0,0,0,20,NA
2019_4,B25,0,0,0,0,5,NA
2019_4,B26,0,0,0,0,24,NA
2019_4,B27,0,0,0,0,24,Jaulilla muy pisoteada
2019_4,B28,0,0,0,0,40,Jaulilla muy pisoteada
2019_4,B29,0,0,0,0,43,NA
2019_4,B210,0,0,0,0,12,NA
2019_4,R31,0,0,0,0,22,NA
2019_4,R32,0,0,0,0,12,NA
2019_4,R33,0,0,0,0,20,NA
2019_4,R34,0,0,0,0,10,Mal etiquetada
2019_4,R35,0,0,0,0,8,Sin etiqueta vieja
2019_4,R36,0,0,0,0,10,NA
2019_4,R37,0,0,0,0,18,NA
2019_4,R38,0,0,0,0,10,NA
2019_4,R39,0,0,0,0,11,Jaulilla muy pisada
2019_4,R310,0,0,0,0,11,NA
2019_4,G31,0,0,0,0,14,Mal etiquetada
2019_4,G32,0,0,0,0,11,Jaula desplazada
2019_4,G33,0,0,0,0,16,NA
2019_4,G34,1,0,0,0,17,NA
2019_4,G35,0,0,0,0,17,NA
2019_4,G36,0,0,0,0,18,NA
2019_4,G37,1,0,0,0,14,NA
2019_4,G38,0,0,0,0,8,NA
2019_4,G39,0,0,0,0,14,Mal etiquetada
2019_4,G310,0,0,0,0,15,NA
2019_4,E31,0,0,0,0,16,NA
2019_4,E32,NA,NA,NA,NA,NA,No encontrado
2019_4,E33,0,0,0,0,16,NA
2019_4,E34,0,0,0,0,11,NA
2019_4,E35,2,0,0,0,9,NA
2019_4,E36,0,0,0,0,10,NA
2019_4,E37,1,0,0,0,18,NA
2019_4,E38,1,0,0,0,14,NA
2019_4,E39,0,0,0,0,15,Jaulilla aplastada
2019_4,E310,0,0,0,0,16,NA
2019_4,P31,0,0,0,0,10,NA
2019_4,P32,0,0,0,0,12,NA
2019_4,P33,0,0,0,0,15,NA
2019_4,P34,0,0,0,0,20,NA
2019_4,P35,0,0,0,0,13,NA
2019_4,P36,0,0,0,0,13,NA
2019_4,P37,NA,NA,NA,NA,NA,No encontrado
2019_4,P38,0,0,0,0,13,NA
2019_4,P39,0,0,0,0,18,NA
2019_4,P310,0,0,0,0,14,Con datalogger
2019_4,B31,1,0,2,0,38,Jaulilla aplastada
2019_4,B32,0,0,0,0,38,Jaulilla aplastada
2019_4,B33,0,0,0,0,16,Jaulilla aplastada
2019_4,B34,1,0,2,0,27,Con datalogger
2019_4,B35,1,0,0,0,18,NA
2019_4,B36,0,0,0,0,48,Jaulilla aplastada
2019_4,B37,0,0,0,0,48,Jaulilla aplastada
2019_4,B38,0,0,0,0,39,Jaulilla aplastada
2019_4,B39,0,0,0,0,45,Jaulilla aplastada
2019_4,B310,0,0,0,0,31,Jaulilla aplastada
2019_3,R41,0,0,0,0,8,NA
2019_3,R42,0,0,0,0,10,NA
2019_3,R43,0,0,0,0,10,Lectura Sensor P43 (29% Bat 51 % Memoria)
2019_3,R44,0,0,0,0,12,NA
2019_3,R45,0,0,0,0,10,NA
2019_3,R46,0,0,0,0,14,NA
2019_3,R47,0,0,0,0,9,NA
2019_3,R48,0,0,0,0,18,NA
2019_3,R49,0,0,0,0,10,NA
2019_3,R410,0,0,0,0,14,NA
2019_3,P41,0,0,0,0,10,NA
2019_3,P42,0,0,0,0,8,NA
2019_3,P43,0,0,0,0,7,NA
2019_3,P44,0,0,0,0,7,Lectura sensor BER_01 (100 % Bat // 9 % Memoria)
2019_3,P45,0,0,0,0,8,NA
2019_3,P46,0,0,0,0,7,NA
2019_3,P47,0,0,0,0,6,NA
2019_3,P48,0,0,0,0,7,NA
2019_3,P49,0,0,0,0,16,NA
2019_3,P410,0,0,0,0,8,NA
2019_3,B41,0,0,0,0,20,NA
2019_3,B42,0,0,0,0,12,NA
2019_3,B43,0,0,0,0,16,NA
2019_3,B44,0,0,0,0,20,NA
2019_3,B45,0,0,0,0,8,NA
2019_3,B46,0,0,0,0,8,NA
2019_3,B47,0,0,0,0,23,NA
2019_3,B48,0,0,0,0,20,NA
2019_3,B49,0,0,0,0,10,NA
2019_3,B410,0,0,1,0,12,Lectura sensor P22 (73 % Bat // 42 % Humedad)
2019_3,R51,0,0,0,0,8,NA
2019_3,R52,0,0,0,0,8,NA
2019_3,R53,0,0,0,0,6,NA
2019_3,R54,0,0,0,0,8,NA
2019_3,R55,0,0,0,0,8,NA
2019_3,R56,0,0,0,0,10,NA
2019_3,R57,0,0,0,0,8,NA
2019_3,R58,0,0,0,0,10,NA
2019_3,R59,1,0,0,0,12,NA
2019_3,R510,0,0,0,0,16,Lectura datos sensor X1 33 % Bat // 51 % humedad
2019_3,P51,0,0,0,0,12,Aplastada
2019_3,P52,NA,NA,NA,NA,NA,No Aparece
2019_3,P53,0,0,0,0,14,Aplastada
2019_3,P54,0,0,0,0,15,Cambiar etiqueta
2019_3,P55,0,0,0,0,7,Cambiar etiqueta
2019_3,P56,0,0,0,0,6,Aplastada
2019_3,P57,0,0,0,0,16,Aplastada
2019_3,P58,0,0,0,0,11,Aplastada. Lectura datos sensor P33 (33 % Bat // 51 % Memoria)
2019_3,P59,0,0,0,0,19,Aplastada
2019_3,P510,0,0,0,0,17,Aplastada
2019_3,B51,0,0,0,0,11,NA
2019_3,B52,0,0,0,0,29,NA
2019_3,B53,0,0,0,0,8,NA
2019_3,B54,0,0,0,0,22,Lectura sensor P39 (46 % Bat // 32 % Memoria)
2019_3,B55,NA,NA,NA,NA,NA,No aparece
2019_3,B56,0,0,0,0,18,NA
2019_3,B57,0,0,0,0,24,NA
2019_3,B58,NA,NA,NA,NA,NA,No aparece
2019_3,B59,0,0,0,0,14,Pisoteada
2019_3,B510,0,0,0,0,18,NA
2018_3,R11,2,1,0,0,2,NA
2018_3,R12,8,0,2,0,3,NA
2018_3,R13,0,1,0,0,4,NA
2018_3,R14,5,0,0,0,4,NA
2018_3,R15,0,0,0,0,2,NA
2018_3,R16,0,2,0,0,3,NA
2018_3,R17,3,2,0,0,2,Eliminar malas hierbas
2018_3,R18,0,8,0,1,0,NA
2018_3,R19,0,0,0,0,0,"Ojo esta jaula está cerca de roca, aunque no parece que sea bajo roca. Considerar la posibilidad de no tenerla en cuenta, porque parece mas bien un pastizal"
NA,R110,6,0,0,0,1,Sensor P21 // 80 % bat // 25 % memoria
2018_3,G11,3,2,0,0,7,NA
2018_3,G12,2,2,0,0,5,NA
2018_3,G13,0,3,0,0,2,Se arreglo la jaula
2018_3,G14,2,2,0,0,4,Se arreglo la jaula
2018_3,G15,7,4,3,0,4,NA
2018_3,G16,0,8,0,0,0,NA
2018_3,G17,3,1,1,0,2,NA
2018_3,G18,0,2,0,0,3,NA
2018_3,G19,0,2,0,0,1,NA
2018_3,G110,1,5,0,0,4,Sensor P3.3 // 86 % bat // 25 % memoria
2018_3,E11,1,0,0,0,3,NA
2018_3,E12,14,1,0,0,5,NA
2018_3,E13,2,2,1,0,2,NA
2018_3,E14,1,7,0,0,4,NA
2018_3,E15,1,0,0,0,1,NA
2018_3,E16,3,5,0,0,8,NA
2018_3,E17,0,6,0,0,2,Restos de arcestidas mordisqueadas y comidas (ver foto)
2018_3,E18,5,1,0,0,3,NA
2018_3,E19,1,1,0,0,4,NA
2018_3,E110,0,1,0,0,3,Sensor P4 // 93 % bat // 25 % memoria
2018_3,P11,2,0,0,0,1,Se arreglo la jaula
2018_3,P12,0,0,0,0,0,NA
2018_3,P13,0,0,0,0,2,Se arreglo la jaula // Estaba movida de sitio
2018_3,P14,0,0,0,0,1,NA
2018_3,P15,0,0,0,0,4,NA
2018_3,P16,0,0,0,0,0,Se arreglo la jaula
2018_3,P17,0,0,0,0,0,Se arreglo la jaula
2018_3,P18,0,0,0,0,1,Se arreglo la jaula
2018_3,P19,0,0,0,0,0,NA
2018_3,P110,0,0,0,0,1,Sensor P27 // 60 % bat // 25 % memoria
2018_3,B11,0,0,0,0,16,Sensor P66 // 1 % bat // 25 % memoria
2018_3,B12,0,0,0,0,10,Se arreglo la jaula // Eliminar malas hierbas
2018_3,B13,5,0,0,0,30,Estaba marcada como P68 // Se hizo el nuevo etiquetado
2018_3,B14,NA,NA,NA,NA,NA,No se encuentra // Igual que en la visita anterior
2018_3,B15,1,0,0,0,18,Estaba movida
2018_3,B16,2,0,0,0,23,Se arreglo la jaula // Eliminar malas hierbas
2018_3,B17,0,0,0,0,20,NA
2018_3,B18,2,1,0,0,6,Se arreglo la jaula // Eliminar malas hierbas
2018_3,B19,0,0,0,0,17,Se arreglo la jaula // Eliminar malas hierbas
2018_3,B110,0,0,0,0,14,Se arreglo la jaula // Eliminar malas hierbas // jaula movida
2018_3,R21,0,2,0,0,0,NA
2018_3,R22,1,0,0,0,2,NA
2018_3,R23,0,4,0,0,3,NA
2018_3,R24,2,0,0,0,3,NA
2018_3,R25,8,5,0,0,4,NA
2018_3,R26,4,3,1,0,7,NA
2018_3,R27,1,1,0,0,4,NA
2018_3,R28,8,1,0,0,2,Se arreglo la jaula
2018_3,R29,7,0,0,0,2,Se arreglo la jaula
